dual_annealing,time,matrix,degree
[3.14159265 5.64815816],1.8266503810882568,"[[ 3.74939946e-33-2.05037258e-50j -3.88069490e-33+6.12323400e-17j]
 [-3.88069490e-33-6.12323400e-17j  1.00000000e+00+1.63837158e-17j]]",(0.5359881671279725+1.1585036540407843e-17j)
[0.         6.24056951],2.2110087871551514,"[[1.-1.47046588e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.6706150780899915-1.0397763921950968e-18j)
[0.         2.17012741],1.7896804809570312,"[[1.+2.81249684e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.20354492947278388+1.9887355864201248e-18j)
[0.65722395 1.49700446],1.9028916358947754,"[[ 8.95845614e-01-2.19325624e-17j -3.24168357e-18+3.05460718e-01j]
 [-3.24168357e-18-3.05460718e-01j  1.04154386e-01+2.78647251e-18j]]",(0.3053323386761676-0.28228931742408825j)
[0.         4.13783574],1.6353864669799805,"[[1.-4.53520866e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.34907415940003633-3.2068767965563462e-18j)
[3.14159265 6.0231351 ],1.7174224853515625,"[[3.74939946e-33-3.44647577e-50j 5.49339231e-34+6.12323400e-17j]
 [5.49339231e-34-6.12323400e-17j 1.00000000e+00-1.33312179e-17j]]",(0.00394451584695177-9.426594556750765e-18j)
[1.39694455 6.20990778],2.04341983795166,"[[5.86488670e-01+8.87596664e-19j 2.98436201e-18+4.92462902e-01j]
 [2.98436201e-18-4.92462902e-01j 4.13511330e-01-7.10920131e-19j]]",(0.03605417473062166+0.2274568910686436j)
[0.         6.28318531],1.6691749095916748,"[[1.+0.j 0.+0.j]
 [0.+0.j 0.+0.j]]",(0.23212159347912095+0j)
[1.4543381  3.15489832],1.9111878871917725,"[[ 5.58097579e-01-1.97950168e-19j -5.16339319e-19+4.96613201e-01j]
 [-5.16339319e-19-4.96613201e-01j  4.41902421e-01+2.00845915e-19j]]",(0.006607579247600309+0.723115432007361j)
[1.21854621 5.89982496],2.039558172225952,"[[6.72505319e-01+1.15150669e-17j 4.51170868e-18+4.69299387e-01j]
 [4.51170868e-18-4.69299387e-01j 3.27494681e-01+3.05831056e-18j]]",(0.17553626321973798+0.1826355282685315j)
