Nelder-Mead,time,matrix,degree
[2.52002935 1.00978554],0.07634115219116211,"[[ 9.35154354e-02+2.06608478e-18j -5.12779920e-18+2.91153394e-01j]
 [-5.12779920e-18-2.91153394e-01j  9.06484565e-01+5.43830808e-18j]]",(1.1682969416529356-0.02874661424383301j)
[1.35466537 0.70464841],0.044561147689819336,"[[ 6.07226104e-01-4.80139176e-18j -1.19474367e-17+4.88367242e-01j]
 [-1.19474367e-17-4.88367242e-01j  3.92773896e-01+9.50631326e-18j]]",(0.3163609929664231-0.11631922469846347j)
[1.75560713 2.11361782],0.037566423416137695,"[[ 4.08119720e-01+7.54115702e-19j -2.06383155e-17+4.91485518e-01j]
 [-2.06383155e-17-4.91485518e-01j  5.91880280e-01+1.14534539e-17j]]",(0.4208436081444279-0.7453574310100499j)
[1.04834883 3.11967575],0.0352175235748291,"[[7.49501314e-01+8.01133340e-19j 6.33157052e-19+4.33300236e-01j]
 [6.33157052e-19-4.33300236e-01j 2.50498686e-01+5.73268809e-20j]]",(0.009517576744455799-0.8664977650423039j)
[3.14159265 1.56292093],0.03018951416015625,"[[ 3.74939946e-33+1.39280871e-49j -3.81652461e-33+6.12323400e-17j]
 [-3.81652461e-33-6.12323400e-17j  1.00000000e+00+2.05158711e-17j]]",(0.06716830691292656-0.24564494777523668j)
[2.67000482 2.37562065],0.02947235107421875,"[[5.45759707e-02-1.70889887e-19j 1.86259389e-18+2.27150686e-01j]
 [1.86259389e-18-2.27150686e-01j 9.45424029e-01-2.59979980e-17j]]",(0.15748900960541953-0.390862288223873j)
[2.45316974 0.49972925],0.04661059379577637,"[[ 1.13875536e-01-7.55169092e-19j -1.14035801e-17+3.17660035e-01j]
 [-1.14035801e-17-3.17660035e-01j  8.86124464e-01+7.12571055e-18j]]",(0.15221303396070796-0.03884202963605955j)
[2.27165069 2.27137136],0.02698373794555664,"[[ 1.77564546e-01-3.24106060e-18j -4.64360812e-18+3.82145755e-01j]
 [-4.64360812e-18-3.82145755e-01j  8.22435454e-01-2.13614039e-17j]]",(0.29213925779382705-0.6284851787885833j)
[3.14159265 1.66835607],0.025002241134643555,"[[ 3.74939946e-33-9.48977169e-51j -1.22413829e-33+6.12323400e-17j]
 [-1.22413829e-33-6.12323400e-17j  1.00000000e+00-6.76706469e-18j]]",(0.791115241053793-0.038099115182561254j)
[3.14159265 1.68696227],0.05879545211791992,"[[3.74939946e-33-1.14974677e-49j 3.74470943e-33+6.12323400e-17j]
 [3.74470943e-33-6.12323400e-17j 1.00000000e+00+2.45318800e-17j]]",(0.6689782944360645-0.18388317632501605j)
