differential_evolution,time,matrix,degree
[2.11494031 5.92940724],0.3433563709259033,"[[2.41157051e-01-2.23375442e-18j 3.19268328e-18+4.27785376e-01j]
 [3.19268328e-18-4.27785376e-01j 7.58842949e-01+1.07656250e-17j]]",(0.14820391066449348+0.1070374913672814j)
[1.54344203 0.11757825],0.2889976501464844,"[[5.13675441e-01+4.42942683e-20j 3.08289297e-19+4.99812947e-01j]
 [3.08289297e-19-4.99812947e-01j 4.86324559e-01-1.15439892e-19j]]",(0.0586318212568254-0.40049672140692016j)
[0.         5.20720206],0.2156388759613037,"[[1.-4.11909507e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.4405189181073785-2.912640059493367e-18j)
[3.14159265 1.38065001],0.27216458320617676,"[[3.74939946e-33+1.06234759e-49j 3.35714343e-34+6.12323400e-17j]
 [3.35714343e-34-6.12323400e-17j 1.00000000e+00+1.53342203e-17j]]",(0.6580509322194442+1.0842931140143494e-17j)
[2.51786976 3.07191265],0.4686121940612793,"[[9.41451567e-02+2.14122907e-19j 7.92365288e-19+2.92030557e-01j]
 [7.92365288e-19-2.92030557e-01j 9.05854843e-01+1.63897523e-18j]]",(0.020345548280183465-0.582970539048545j)
[1.26167287 2.82007852],0.3297863006591797,"[[ 6.52111880e-01-1.07379335e-18j -9.37716269e-18+4.76300300e-01j]
 [-9.37716269e-18-4.76300300e-01j  3.47888120e-01+2.21780123e-18j]]",(0.15051254516104198-0.7647128596305464j)
[1.62264606 3.09040154],0.39333057403564453,"[[4.74086748e-01+4.72357941e-20j 4.99336211e-19+4.99328052e-01j]
 [4.99336211e-19-4.99328052e-01j 5.25913252e-01+9.99663452e-21j]]",(0.02554999636965945-0.6539807531209226j)
[3.14159265 4.75589624],0.32666993141174316,"[[3.74939946e-33-3.32749175e-50j 1.21167962e-34+6.12323400e-17j]
 [1.21167962e-34-6.12323400e-17j 1.00000000e+00+2.48460856e-17j]]",(0.27030276488404553+1.756883564810746e-17j)
[0.55180613 6.25978435],0.7809677124023438,"[[ 9.25789545e-01-5.26052303e-20j -9.43395238e-20+2.62113074e-01j]
 [-9.43395238e-20-2.62113074e-01j  7.42104549e-02-2.38025750e-20j]]",(0.012887477002771252+3.4153211404062736e-05j)
[1.26862679 5.77950479],0.40627193450927734,"[[ 6.48796074e-01+1.10148262e-18j -5.75986734e-18+4.77346549e-01j]
 [-5.75986734e-18-4.77346549e-01j  3.51203926e-01-6.36523516e-18j]]",(0.23039235249397605+0.2505539271680082j)
