COBYLA,time
[2.04047419 3.15874011],0.01455235481262207
[2.26629734 1.71590878],0.01706099510192871
[1.74044088 3.29477839],0.01602649688720703
[3.14150869 3.05030265],0.015613794326782227
[4.91727777 0.74280019],0.015519142150878906
[3.14147448 3.18282603],0.01151132583618164
[3.14150869 3.05030265],0.015742778778076172
[0.67552426 1.91704139],0.012596368789672852
[2.79211912 2.38002019],0.018136262893676758
[5.53165966 0.75118546],0.019162893295288086
