differential_evolution,time,matrix,degree
[2.3627961  3.69101127],0.3161492347717285,"[[1.44120309e-01-1.26160823e-18j 9.93158813e-18+3.51211682e-01j]
 [9.93158813e-18-3.51211682e-01j 8.55879691e-01-6.46101894e-18j]]",(0.18561585591807905+0.6422589485538744j)
[0.         1.17084725],0.37041735649108887,"[[1.-1.06172052e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.19915508461636003-7.507497808922312e-18j)
[3.14158349 6.28304384],0.2887554168701172,"[[2.10096757e-11+6.77690280e-34j 3.94242160e-28+4.58363128e-06j]
 [3.94242160e-28-4.58363128e-06j 1.00000000e+00+6.10803243e-21j]]",(0.17288379294683812+4.319031153444745e-21j)
[0.14923285 3.77804883],0.3766152858734131,"[[9.94442714e-01+1.73829651e-17j 4.61666535e-18+7.43397748e-02j]
 [4.61666535e-18-7.43397748e-02j 5.55728554e-03-2.78360170e-20j]]",(0.6797813887196922+0.008703840617510556j)
[1.57449854 0.01341817],0.4651777744293213,"[[4.98148897e-01-1.52270772e-19j 3.14936774e-19+4.99996573e-01j]
 [3.14936774e-19-4.99996573e-01j 5.01851103e-01-2.16297242e-19j]]",(0.006708840466369568-0.457578177479102j)
[0.55783826 5.07494134],0.45569491386413574,"[[ 9.24200708e-01-1.36578366e-17j -7.97651759e-18+2.64676707e-01j]
 [-7.97651759e-18-2.64676707e-01j  7.57992918e-02+3.34813148e-18j]]",(0.24766677908601265+0.17067116889535455j)
[3.14159265 3.67943064],0.23509860038757324,"[[ 3.74939946e-33-2.33872299e-50j -4.34149203e-34+6.12323400e-17j]
 [-4.34149203e-34-6.12323400e-17j  1.00000000e+00-1.94514945e-17j]]",(0.6717249090161421-1.3754283676025332e-17j)
[1.31578598 0.13715881],0.33522629737854004,"[[6.26127712e-01+9.38086851e-19j 2.43585863e-18+4.83830342e-01j]
 [2.43585863e-18-4.83830342e-01j 3.73872288e-01+1.35156969e-18j]]",(0.06615372054724647-0.1839391487703228j)
[0.53046575 3.99010069],0.5044658184051514,"[[9.31285763e-01-3.67704854e-18j 5.74254144e-20+2.52967568e-01j]
 [5.74254144e-20-2.52967568e-01j 6.87142366e-02-3.30022134e-19j]]",(0.1898395625392956+0.42011830459779037j)
[3.14159235 3.23774202],0.40836048126220703,"[[2.36770643e-14+8.10554001e-32j 1.84916134e-25+1.53873534e-07j]
 [1.84916134e-25-1.53873534e-07j 1.00000000e+00+2.38668343e-18j]]",(0.004609720671203175+1.6876400394333067e-18j)
