Powell,time,matrix,degree
[1.02432483 0.05876256],0.06638169288635254,"[[7.59837924e-01+1.22484073e-18j 7.67584686e-19+4.27181756e-01j]
 [7.67584686e-19-4.27181756e-01j 2.40162076e-01+2.85786879e-19j]]",(0.02508591070127549-0.07479387389745777j)
[1.3662287  2.87373258],0.03490567207336426,"[[6.01571912e-01+4.80415867e-19j 3.20030105e-18+4.89574455e-01j]
 [3.20030105e-18-4.89574455e-01j 3.98428088e-01+4.98674785e-19j]]",(0.12956685977021679-0.7428421641551893j)
[1.93513137 4.71245806],0.039856910705566406,"[[3.21835969e-01-7.12191845e-18j 1.13585702e-17+4.67180456e-01j]
 [1.13585702e-17-4.67180456e-01j 6.78164031e-01-2.38504064e-17j]]",(2.8488610281865215e-17+0.46525431335304346j)
[1.95439965 2.59191951],0.05435371398925781,"[[ 3.12867833e-01+3.45432287e-19j -1.09511891e-17+4.63661031e-01j]
 [-1.09511891e-17-4.63661031e-01j  6.87132167e-01+2.27649531e-18j]]",(0.24221776944575962-0.7053734072575879j)
[3.14159265 4.71239297],0.07239556312561035,"[[ 3.03616387e-19+2.72010522e-36j -4.85177211e-27+5.51013962e-10j]
 [-4.85177211e-27-5.51013962e-10j  1.00000000e+00+1.24863690e-17j]]",(0.0006896181927434641+8.829196201848192e-18j)
[3.14159265 4.7123928 ],0.0733494758605957,"[[ 3.11821532e-19+6.44594110e-36j -8.26636005e-27+5.58409824e-10j]
 [-8.26636005e-27-5.58409824e-10j  1.00000000e+00-3.39684230e-18j]]",(0.2542771021531252-2.4019302216289567e-18j)
[3.14159265 4.71247393],0.04887056350708008,"[[3.25679981e-19-1.49072881e-36j 2.87232878e-28+5.70683784e-10j]
 [2.87232878e-28-5.70683784e-10j 1.00000000e+00+1.22770477e-17j]]",(0.2942981192868464+8.681183667012117e-18j)
[1.8895793  2.79813119],0.03294849395751953,"[[ 3.43294461e-01+2.42761795e-18j -5.92339493e-18+4.74808776e-01j]
 [-5.92339493e-18-4.74808776e-01j  6.56705539e-01-4.52718669e-18j]]",(0.15988399993677865-0.7612133420692863j)
[4.59938044e-05 4.71239284e+00],0.03391122817993164,"[[9.99999999e-01-2.10154947e-18j 2.65302831e-21+2.29969022e-05j]
 [2.65302831e-21-2.29969022e-05j 5.28857511e-10-3.81098044e-28j]]",(0.05706797497431533-1.4860189310381202e-18j)
[1.58719313 4.65800751],0.027441740036010742,"[[ 4.91801965e-01+6.43155210e-18j -4.07608296e-17+4.99932788e-01j]
 [-4.07608296e-17-4.99932788e-01j  5.08198035e-01-1.85742570e-17j]]",(0.0856126257300321+0.5271101271919099j)
