Nelder-Mead,time,matrix,degree
[3.14159265 3.31361757],0.03451108932495117,"[[3.74939946e-33+1.50057615e-50j 6.72090198e-35+6.12323400e-17j]
 [6.72090198e-35-6.12323400e-17j 1.00000000e+00-1.54431437e-18j]]",(0.9784306187098822-0.0337750986856816j)
[3.14159265 3.18107287],0.028966903686523438,"[[3.74939946e-33+4.68638385e-51j 1.39754583e-34+6.12323400e-17j]
 [1.39754583e-34-6.12323400e-17j 1.00000000e+00-1.39824885e-18j]]",(0.02468130348342461-9.887112437297896e-19j)
[2.28471662 4.81569797],0.03894376754760742,"[[ 1.72599124e-01+6.45304157e-18j -1.74263362e-17+3.77900339e-01j]
 [-1.74263362e-17-3.77900339e-01j  8.27400876e-01+2.70190969e-17j]]",(0.3339227958191558+0.33893159662045447j)
[2.69756683 4.41205097],0.03289175033569336,"[[4.84852109e-02+1.26502545e-18j 9.16151931e-18+2.14789188e-01j]
 [9.16151931e-18-2.14789188e-01j 9.51514789e-01+2.38678227e-17j]]",(0.6909112428411782+0.08265781146085048j)
[2.58917103 3.17544976],0.04506874084472656,"[[7.43718644e-02+7.60432304e-20j 4.24512295e-19+2.62375094e-01j]
 [4.24512295e-19-2.62375094e-01j 9.25628136e-01+8.55888768e-19j]]",(1.0709180794024977+0.004348272529416719j)
[2.88589321 6.28318531],0.025202512741088867,"[[1.62566864e-02+1.69920952e-35j 9.88723241e-34+1.26461087e-01j]
 [9.88723241e-34-1.26461087e-01j 9.83743314e-01+3.05360128e-33j]]",(1.13511894566494+4.853585308257049e-07j)
[2.41940664 4.22689648],0.04766201972961426,"[[ 1.24818744e-01+3.08032522e-18j -3.41331524e-18+3.30513275e-01j]
 [-3.41331524e-18-3.30513275e-01j  8.75181256e-01-8.34757964e-18j]]",(0.6845857865629216+0.20696788356785203j)
[3.14159265 3.31361757],0.028484344482421875,"[[3.74939946e-33+1.50057615e-50j 6.72090198e-35+6.12323400e-17j]
 [6.72090198e-35-6.12323400e-17j 1.00000000e+00-1.54431437e-18j]]",(0.9136103784978125-1.0919951645380528e-18j)
[3.14159265 3.31361757],0.025999069213867188,"[[3.74939946e-33+1.50057615e-50j 6.72090198e-35+6.12323400e-17j]
 [6.72090198e-35-6.12323400e-17j 1.00000000e+00-1.54431437e-18j]]",(1.3997227957995255-1.0919951645380528e-18j)
[1.20233115 6.28318531],0.02301788330078125,"[[6.80092027e-01+5.42411454e-33j 9.13927899e-33+4.66440631e-01j]
 [9.13927899e-33-4.66440631e-01j 3.19907973e-01-5.68952668e-34j]]",(0.1374549325632405-0.15606599982048064j)
