differential_evolution,time,matrix,degree
[1.49623371 4.89722396],0.2899329662322998,"[[ 5.37246773e-01+2.58643991e-17j -6.85206598e-18+4.98610748e-01j]
 [-6.85206598e-18-4.98610748e-01j  4.62753227e-01+7.10969964e-18j]]",(0.16147698996054738+0.4069739074400879j)
[3.14159265 2.06446175],0.3115828037261963,"[[ 3.74939946e-33-2.95377847e-51j -7.66068767e-34+6.12323400e-17j]
 [-7.66068767e-34-6.12323400e-17j  1.00000000e+00-2.23765577e-17j]]",(0.047711072673505564-1.5822615667031564e-17j)
[3.14159265 3.05036692],0.23325681686401367,"[[3.74939946e-33+9.97220270e-51j 6.03523267e-35+6.12323400e-17j]
 [6.03523267e-35-6.12323400e-17j 1.00000000e+00-3.16300817e-18j]]",(0.2379641724616158-2.2365845229507783e-18j)
[3.14158997 1.86282519],0.30116772651672363,"[[ 1.80581009e-12-3.21836766e-29j -4.09476683e-23+1.34380433e-06j]
 [-4.09476683e-23-1.34380433e-06j  1.00000000e+00+3.33575707e-18j]]",(0.05339854858498826+2.358736441838884e-18j)
[3.14159265 0.0103236 ],0.25533103942871094,"[[3.74939946e-33+7.17580327e-52j 6.39126099e-36+6.12323400e-17j]
 [6.39126099e-36-6.12323400e-17j 1.00000000e+00+1.71046873e-19j]]",(0.5800224639429543+1.2094840366424858e-19j)
[0.         3.54131049],0.3622114658355713,"[[1.-7.36873686e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.044755035215639616-5.2104838049546e-18j)
[3.14159265 0.96933805],0.2151787281036377,"[[ 3.74939946e-33+3.72343345e-50j -1.73343950e-33+6.12323400e-17j]
 [-1.73343950e-33-6.12323400e-17j  1.00000000e+00+1.29939668e-17j]]",(0.5991940453920005+9.188122051079754e-18j)
[0.         3.15908857],0.24809527397155762,"[[1.-1.07439613e-19j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.1323187058614231-7.597127870962845e-20j)
[1.58624251 3.27053445],0.36267828941345215,"[[ 4.92277214e-01+1.15341569e-18j -7.07437553e-18+4.99940355e-01j]
 [-7.07437553e-18-4.99940355e-01j  5.07722786e-01+3.26510673e-18j]]",(0.06406438960284988+0.5518758051854431j)
[0.         4.92410611],0.23298907279968262,"[[1.+2.43748332e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.1522599771827284+1.7235609838252766e-17j)
