differential_evolution,time,matrix,degree
[1.15054321 2.73205671],0.37160181999206543,"[[ 7.03995777e-01+9.05231062e-18j -3.95966639e-18+4.56492851e-01j]
 [-3.95966639e-18-4.56492851e-01j  2.96004223e-01+1.32468130e-19j]]",(0.1818603848252927-0.7526106138595631j)
[2.43990709e-06 1.55642880e+00],0.41199779510498047,"[[ 1.00000000e+00+2.35947339e-17j -4.02195240e-23+1.21995355e-06j]
 [-4.02195240e-23-1.21995355e-06j  1.48828666e-12+2.55173375e-29j]]",(0.0452325362047724+1.6683996350001973e-17j)
[0.         1.03021145],0.32840538024902344,"[[1.-1.29547869e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.6682454957945325-9.16041768007276e-18j)
[3.14158864 1.46966396],0.34578442573547363,"[[ 4.03549266e-12-2.00520975e-28j -7.02586839e-24+2.00885357e-06j]
 [-7.02586839e-24-2.00885357e-06j  1.00000000e+00-1.03955686e-17j]]",(0.08881842348820009-7.350777062555288e-18j)
[1.50383084 1.81197576],0.3135533332824707,"[[ 5.33457725e-01+1.71877055e-18j -3.16451659e-17+4.98879325e-01j]
 [-3.16451659e-17-4.98879325e-01j  4.66542275e-01-8.25182982e-18j]]",(0.13046317664331794-0.6180356905177572j)
[2.16097297 6.00391277],0.4543943405151367,"[[ 2.21746101e-01-1.63526876e-18j -2.17606812e-18+4.15421193e-01j]
 [-2.17606812e-18-4.15421193e-01j  7.78253899e-01-3.87569953e-18j]]",(0.11451350219663164+0.08332167191523637j)
[0.66150603 1.0400091 ],0.4299156665802002,"[[8.94533983e-01-1.56018189e-17j 2.97762875e-18+3.07152952e-01j]
 [2.97762875e-18-3.07152952e-01j 1.05466017e-01-2.13791365e-18j]]",(0.2661023227823576-0.15097293824516697j)
[1.60566328 4.62930887],0.39087629318237305,"[[ 4.82570057e-01+1.02413489e-17j -1.79271580e-17+4.99696105e-01j]
 [-1.79271580e-17-4.99696105e-01j  5.17429943e-01+3.67423327e-18j]]",(0.1228935358078306+0.5411631655852163j)
[3.14159265 1.15990179],0.20751500129699707,"[[3.74939946e-33-1.48505273e-49j 2.58840841e-33+6.12323400e-17j]
 [2.58840841e-33-6.12323400e-17j 1.00000000e+00-3.13419372e-18j]]",(0.16970631044699977-2.2162096334878994e-18j)
[1.46258348 6.28281088],0.44350743293762207,"[[5.54000889e-01+3.90779740e-21j 5.57111232e-21+4.97075350e-01j]
 [5.57111232e-21-4.97075350e-01j 4.45999111e-01-5.02298649e-21j]]",(0.0005554195433485028-0.2781044237081595j)
