Nelder-Mead,time,matrix,degree,Powell,time,matrix,degree,differential_evolution,time,matrix,degree,dual_annealing,time,matrix,degree,Density Matrix
[1.31622431 6.28318531],0.01983475685119629,"[[6.25915623e-01-5.45622581e-33j 1.01727254e-34+4.83885581e-01j]
 [1.01727254e-34-4.83885581e-01j 3.74084377e-01-1.14963981e-33j]]",(2.9629446400430957e-17+0.4838855810681109j),[1.3162309  4.71239284],0.030677318572998047,"[[ 6.25912430e-01+1.49886872e-20j -3.93358574e-18+4.83886412e-01j]
 [-3.93358574e-18-4.83886412e-01j  3.74087570e-01-1.25229601e-17j]]",(2.9629497283636e-17-0.48388641205391153j),[6.25138322e-06 1.10697526e+00],0.29060935974121094,"[[1.00000000e+00-1.58745472e-17j 1.42705332e-22+3.12569161e-06j]
 [1.42705332e-22-3.12569161e-06j 9.76994804e-12-2.83167952e-28j]]",(0.5290537188475997-1.1224999989625536e-17j),[0.         5.98914993],1.6863055229187012,"[[1.+7.84998791e-19j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.5290537188706501+5.550779683303695e-19j),"  (0, 0)	(0.625902527774602+0j)
  (1, 1)	(0.37409747222539796+0j)"
[2.41038943 3.58368446],0.07587432861328125,"[[ 1.27814265e-01+7.25776299e-19j -5.28432588e-18+3.33882881e-01j]
 [-5.28432588e-18-3.33882881e-01j  8.72185735e-01+4.20963952e-18j]]",(0.15917925994158566+0.5703741287638805j),[1.91285017 3.4497074 ],0.027958393096923828,"[[3.32288670e-01-5.15513100e-19j 1.40660144e-17+4.71033873e-01j]
 [1.40660144e-17-4.71033873e-01j 6.67711330e-01-5.29634154e-18j]]",(0.14283794580244305+0.7727785288182777j),[1.91282028 3.44968382],0.2904939651489258,"[[3.32302750e-01-5.32572102e-19j 3.06216599e-18+4.71038886e-01j]
 [3.06216599e-18-4.71038886e-01j 6.67697250e-01+6.13347120e-18j]]",(0.14283794575661796+0.7727835422856106j),[1.9128203  3.44968383],1.819678783416748,"[[3.32302742e-01+2.62764597e-18j 7.86912070e-18+4.71038883e-01j]
 [7.86912070e-18-4.71038883e-01j 6.67697258e-01-6.07989348e-18j]]",(0.1428379457566179+0.7727835393078059j),"  (0, 0)	(0.3323027456484017+0j)
  (0, 1)	(-0.1428379457566179-0.3017446559087642j)
  (1, 0)	(-0.1428379457566179+0.3017446559087642j)
  (1, 1)	(0.6676972543515983+0j)"
[1.72776783 5.1246902 ],0.03682899475097656,"[[4.21836169e-01+4.42585480e-18j 3.32158259e-18+4.93852625e-01j]
 [3.32158259e-18-4.93852625e-01j 5.78163831e-01-1.47428586e-17j]]",(0.16376352996716478+0.296036195029093j),[1.72778306 5.94516181],0.04694199562072754,"[[ 4.21828645e-01-5.68514254e-19j -6.15588306e-18+4.93851434e-01j]
 [-6.15588306e-18-4.93851434e-01j  5.78171355e-01+7.72232081e-19j]]",(0.16376352988615725+0.29603500418549294j),[1.72778306 5.9451844 ],0.28590869903564453,"[[4.21828647e-01+1.77727981e-18j 1.14037668e-18+4.93851435e-01j]
 [1.14037668e-18-4.93851435e-01j 5.78171353e-01+4.71464199e-18j]]",(0.16376352988615728+0.29603500455995335j),[1.72778615 5.94518097],1.8571646213531494,"[[ 4.21827122e-01-2.80589017e-19j -6.17229625e-18+4.93851193e-01j]
 [-6.17229625e-18-4.93851193e-01j  5.78172878e-01+1.81992813e-19j]]",(0.16376352988947404+0.2960347631899493j),"  (0, 0)	(0.421828644649672+0j)
  (0, 1)	(-0.16376352988615725+0.19781643014405856j)
  (1, 0)	(-0.16376352988615725-0.19781643014405856j)
  (1, 1)	(0.578171355350328+0j)"
[3.14159265 6.28318531],0.012160539627075195,"[[3.74939946e-33-9.62017444e-66j 3.00807789e-49+6.12323400e-17j]
 [3.00807789e-49-6.12323400e-17j 1.00000000e+00+0.00000000e+00j]]",(0.017758772116721454+1.043989333779694e-63j),[3.14159265 4.71239284],0.0979909896850586,"[[2.16565844e-28-6.77098180e-46j 8.97210055e-31+1.47161763e-14j]
 [8.97210055e-31-1.47161763e-14j 1.00000000e+00+1.55608494e-17j]]",(0.01775877211672137+1.1003182148731554e-17j),[3.14158675 5.71877662],0.2919154167175293,"[[ 8.70187108e-12-1.51249248e-28j -3.67084577e-23+2.94989340e-06j]
 [-3.67084577e-23-2.94989340e-06j  1.00000000e+00+1.73078874e-17j]]",(0.017758771859412978+1.2238524728396004e-17j),[3.14159265 4.31782409],1.6346194744110107,"[[ 3.74939946e-33+9.53293469e-50j -1.74201242e-33+6.12323400e-17j]
 [-1.74201242e-33-6.12323400e-17j  1.00000000e+00-2.46391384e-17j]]",(0.017758772116721454-1.7422501856465e-17j),"  (0, 0)	(0.012557348189280301+0j)
  (1, 1)	(0.9874426518107197+0j)"
[1.43785509 6.05896308],0.047443389892578125,"[[5.66274996e-01-2.32644818e-18j 8.33639362e-21+4.95588161e-01j]
 [8.33639362e-21-4.95588161e-01j 4.33725004e-01-4.82401953e-19j]]",(0.11019006024930313+0.708546935460815j),[1.43782311 3.36582474],0.03339028358459473,"[[5.66290845e-01+3.20811159e-18j 9.85755368e-19+4.95586041e-01j]
 [9.85755368e-19-4.95586041e-01j 4.33709155e-01-2.49742350e-18j]]",(0.11019006027500246+0.7085448156048044j),[1.4378467  3.36580885],0.32532763481140137,"[[5.66279154e-01-3.28390505e-18j 9.50206690e-19+4.95587604e-01j]
 [9.50206690e-19-4.95587604e-01j 4.33720846e-01+2.19975775e-18j]]",(0.1101900602456284+0.7085463793902521j),[1.43784673 3.36580886],1.9088590145111084,"[[ 5.66279142e-01+4.66657789e-18j -2.19576286e-18+4.95587606e-01j]
 [-2.19576286e-18-4.95587606e-01j  4.33720858e-01-1.18470191e-18j]]",(0.11019006024562836+0.7085463810067627j),"  (0, 0)	(0.5662791372793917+0j)
  (0, 1)	(-0.11019006024562832-0.21295877494354545j)
  (1, 0)	(-0.11019006024562832+0.21295877494354545j)
  (1, 1)	(0.43372086272060817+0j)"
[3.14159265 6.28318531],0.010351181030273438,"[[3.74939946e-33-9.62017444e-66j 3.00807789e-49+6.12323400e-17j]
 [3.00807789e-49-6.12323400e-17j 1.00000000e+00+0.00000000e+00j]]",(0.4092059301919562+5.181445993802935e-65j),[2.67010313 1.57079631],0.04204106330871582,"[[5.45536430e-02-7.89894258e-19j 1.10983362e-17+2.27106898e-01j]
 [1.10983362e-17-2.27106898e-01j 9.45446357e-01-1.84311745e-17j]]",(0.24224628873432946-6.694178902522858e-18j),[3.14159265 5.07454298],0.25311803817749023,"[[3.74939946e-33+1.37207548e-49j 3.59042946e-33+6.12323400e-17j]
 [3.59042946e-33-6.12323400e-17j 1.00000000e+00-1.12516020e-17j]]",(0.4092059301919561-7.956084087497409e-18j),[3.14159265 0.68177589],1.7675914764404297,"[[ 3.74939946e-33+1.07098623e-51j -9.77750635e-34+6.12323400e-17j]
 [-9.77750635e-34-6.12323400e-17j  1.00000000e+00-7.66464484e-18j]]",(0.4092059301919562-5.4197223397245726e-18j),"  (0, 0)	(0.2893522881404812+0j)
  (1, 1)	(0.7106477118595188+0j)"
[1.55717752 6.1915442 ],0.03158974647521973,"[[ 5.06809191e-01-1.22599169e-18j -1.77942402e-18+4.99953633e-01j]
 [-1.77942402e-18-4.99953633e-01j  4.93190809e-01-9.37263588e-20j]]",(0.045734798116693266+0.5679319124289979j),[1.55719683 4.57599965],0.030278682708740234,"[[ 5.06799541e-01-2.38520569e-17j -1.32732261e-17+4.99953764e-01j]
 [-1.32732261e-17-4.99953764e-01j  4.93200459e-01+6.49208614e-18j]]",(0.04573479811935182+0.5679320437241034j),[1.55718522 3.23319879],0.34273386001586914,"[[5.06805345e-01-1.40046372e-18j 1.55299294e-18+4.99953685e-01j]
 [1.55299294e-18-4.99953685e-01j 4.93194655e-01+4.23132237e-19j]]",(0.04573479811460848+0.5679319648108396j),[1.55718521 3.23319879],1.6798853874206543,"[[ 5.06805346e-01-1.53857549e-18j -7.77085628e-19+4.99953685e-01j]
 [-7.77085628e-19-4.99953685e-01j  4.93194654e-01+8.10464509e-19j]]",(0.04573479811460849+0.5679319647988013j),"  (0, 0)	(0.5068053436718665+0j)
  (0, 1)	(-0.04573479811460854-0.06797827968033651j)
  (1, 0)	(-0.04573479811460854+0.06797827968033651j)
  (1, 1)	(0.4931946563281335+0j)"
[3.14159265 6.28318531],0.00847625732421875,"[[3.74939946e-33-9.62017444e-66j 3.00807789e-49+6.12323400e-17j]
 [3.00807789e-49-6.12323400e-17j 1.00000000e+00+0.00000000e+00j]]",(0.25126899843310596+8.010705622778296e-65j),[3.14159265 4.71239284],0.08983469009399414,"[[ 5.31322366e-27-9.95148348e-44j -2.06726652e-30+7.28918628e-14j]
 [-2.06726652e-30-7.28918628e-14j  1.00000000e+00+1.23126568e-18j]]",(0.25126899843310596+8.706363146426083e-19j),[3.14159265 3.34596143],0.22941374778747559,"[[ 3.74939946e-33-1.37644674e-50j -5.75283544e-34+6.12323400e-17j]
 [-5.75283544e-34-6.12323400e-17j  1.00000000e+00-4.51568993e-18j]]",(0.25126899843310596-3.1930749740361e-18j),[3.14159265 3.14159114],1.6399054527282715,"[[3.74939946e-33+5.04738793e-56j 1.55009966e-39+6.12323400e-17j]
 [1.55009966e-39-6.12323400e-17j 1.00000000e+00-1.84764240e-23j]]",(0.25126899843310596-1.3064804677751385e-23j),"  (0, 0)	(0.17767401269400118+0j)
  (1, 1)	(0.8223259873059987+0j)"
[1.95522751 6.28318531],0.026384592056274414,"[[ 3.12484052e-01-2.19171611e-33j -4.91031199e-34+4.63505954e-01j]
 [-4.91031199e-34-4.63505954e-01j  6.87515948e-01+6.12001374e-33j]]",(0.34149850428359657-0.43968625014879115j),[1.95521775 1.51937911],0.02982044219970703,"[[ 3.12488577e-01+1.03509302e-17j -1.16645419e-17+4.63507785e-01j]
 [-1.16645419e-17-4.63507785e-01j  6.87511423e-01+1.50366482e-17j]]",(0.34149850419126876-0.43968808096265055j),[1.95520265 1.51938391],0.31252574920654297,"[[3.12495575e-01+3.06579868e-18j 7.39451981e-18+4.63510615e-01j]
 [7.39451981e-18-4.63510615e-01j 6.87504425e-01+1.57464857e-17j]]",(0.3414985041373383-0.43969091177486797j),[1.95520265 1.51938382],1.7599520683288574,"[[3.12495574e-01+1.02472450e-17j 2.09562914e-17+4.63510615e-01j]
 [2.09562914e-17-4.63510615e-01j 6.87504426e-01-2.64589708e-17j]]",(0.3414985041373383-0.4396909116371207j),"  (0, 0)	(0.3124955734347497+0j)
  (0, 1)	(0.3414985041373383+0.023819703484384485j)
  (1, 0)	(0.3414985041373383-0.023819703484384485j)
  (1, 1)	(0.6875044265652502+0j)"
[3.14159265 6.28318531],0.012424468994140625,"[[3.74939946e-33-9.62017444e-66j 3.00807789e-49+6.12323400e-17j]
 [3.00807789e-49-6.12323400e-17j 1.00000000e+00+0.00000000e+00j]]",(0.00011209797426348234+1.64319894782042e-61j),[3.14159265 4.7123928 ],0.08777880668640137,"[[ 2.16565844e-28+2.92340397e-45j -6.70079243e-31+1.47161763e-14j]
 [-6.70079243e-31-1.47161763e-14j  1.00000000e+00+1.01249756e-17j]]",(0.0001120979742634039+7.15943890310975e-18j),[3.14159265 0.79420037],0.5164158344268799,"[[ 1.48571812e-18+3.56848672e-35j -2.07065100e-26+1.21890038e-09j]
 [-2.07065100e-26-1.21890038e-09j  1.00000000e+00+4.67536987e-18j]]",(0.00011209797425701136+3.305985739353832e-18j),[3.14159265 2.36017121],1.6136243343353271,"[[3.74939946e-33-8.43635170e-51j 1.56737010e-33+6.12323400e-17j]
 [1.56737010e-33-6.12323400e-17j 1.00000000e+00+4.66910342e-18j]]",(0.00011209797426348234+3.301554688268324e-18j),"  (0, 0)	(7.926523775893715e-05+0j)
  (1, 1)	(0.999920734762241+0j)"
