Nelder-Mead,time,matrix,degree
[3.14159265 5.01757962],0.0410463809967041,"[[3.74939946e-33-1.39780367e-49j 1.57829267e-33+6.12323400e-17j]
 [1.57829267e-33-6.12323400e-17j 1.00000000e+00+2.35828370e-17j]]",(0.35327525658774883+1.667558396690832e-17j)
[1.84838195 3.2828079 ],0.03229951858520508,"[[3.62982755e-01-7.25292068e-19j 5.05272228e-18+4.80859932e-01j]
 [5.05272228e-18-4.80859932e-01j 6.37017245e-01+3.42344853e-18j]]",(0.06769232121644428+0.17282423881406167j)
[1.72566067 3.14161065],0.02679586410522461,"[[4.22876969e-01-2.33130404e-24j 2.10729572e-22+4.94016233e-01j]
 [2.10729572e-22-4.94016233e-01j 5.77123031e-01-3.40965195e-23j]]",(3.0249769851824253e-17+0.4940162318292151j)
[3.14159265 3.24744705],0.029733896255493164,"[[ 3.74939946e-33+5.54205243e-51j -2.33111740e-34+6.12323400e-17j]
 [-2.33111740e-34-6.12323400e-17j  1.00000000e+00+1.22334765e-19j]]",(0.03605069543616312+8.65037421068797e-20j)
[1.56989895 3.10996256],0.03264212608337402,"[[5.00448689e-01-4.16766047e-20j 1.17899857e-19+4.99999799e-01j]
 [1.17899857e-19-4.99999799e-01j 4.99551311e-01+5.69913210e-19j]]",(0.015817385578776478-0.48670431580245643j)
[3.14159265 2.7128179 ],0.0261077880859375,"[[3.74939946e-33+6.58731935e-50j 1.08646237e-34+6.12323400e-17j]
 [1.08646237e-34-6.12323400e-17j 1.00000000e+00+1.22295927e-17j]]",(0.09359880939181146+8.647627917569683e-18j)
[1.44949367 3.14163828],0.030436992645263672,"[[ 5.60502697e-01+8.56613114e-23j -1.06863033e-21+4.96325925e-01j]
 [-1.06863033e-21-4.96325925e-01j  4.39497303e-01+4.22455674e-22j]]",(3.0391197729692734e-17-0.4963259243538998j)
[3.14159265 5.01757962],0.03722977638244629,"[[3.74939946e-33-1.39780367e-49j 1.57829267e-33+6.12323400e-17j]
 [1.57829267e-33-6.12323400e-17j 1.00000000e+00+2.35828370e-17j]]",(0.29982286780537404+1.6675583966908323e-17j)
[1.95066186 3.14162238],0.0335237979888916,"[[ 3.14602205e-01-3.50199229e-22j -2.44731829e-22+4.64357252e-01j]
 [-2.44731829e-22-4.64357252e-01j  6.85397795e-01+3.83032202e-22j]]",(2.8433681122777977e-17-0.46435725210851997j)
[1.78735828 3.14157677],0.028548479080200195,"[[3.92563419e-01-1.35455655e-22j 5.89776426e-22+4.88320982e-01j]
 [5.89776426e-22-4.88320982e-01j 6.07436581e-01-4.04732628e-22j]]",(2.9901036334637676e-17+0.4883209812895594j)
