dual_annealing,time,matrix,degree
[3.14159265 4.21602496],2.177109479904175,"[[3.74939946e-33+1.68972942e-50j 1.26291766e-33+6.12323400e-17j]
 [1.26291766e-33-6.12323400e-17j 1.00000000e+00-1.41604358e-17j]]",(0.09381113757410897-1.0012940188732723e-17j)
[1.28272482 1.14139474],2.0042200088500977,"[[6.42051864e-01+2.59805111e-17j 1.61203188e-17+4.79396775e-01j]
 [1.61203188e-17-4.79396775e-01j 3.57948136e-01+9.93925620e-18j]]",(0.24871658600792187-0.27981105791627253j)
[2.29439496 0.04394458],2.149501085281372,"[[ 1.68957064e-01+5.89261683e-20j -8.53895081e-19+3.74713991e-01j]
 [-8.53895081e-19-3.74713991e-01j  8.31042936e-01-1.57617617e-18j]]",(0.01646134958539392-0.04065825124032614j)
[1.14331164 3.63624366],2.259453535079956,"[[ 7.07291577e-01-9.45632160e-18j -1.19011270e-17+4.55005717e-01j]
 [-1.19011270e-17-4.55005717e-01j  2.92708423e-01+6.15283209e-18j]]",(0.21600237048959006+0.7283121635950598j)
[3.14159265 3.09611588],1.8767411708831787,"[[ 3.74939946e-33-4.79907761e-51j -1.91065312e-34+6.12323400e-17j]
 [-1.91065312e-34-6.12323400e-17j  1.00000000e+00-1.64574154e-18j]]",(0.1990447960490426-1.1637150014544284e-18j)
[3.14159265 1.64208659],1.9290297031402588,"[[3.74939946e-33+9.21877551e-50j 1.84100677e-33+6.12323400e-17j]
 [1.84100677e-33-6.12323400e-17j 1.00000000e+00-1.68245803e-17j]]",(0.08395242302019333-1.1896774810839775e-17j)
[1.3179714  5.01349474],2.030012369155884,"[[ 6.25070040e-01+1.12752895e-17j -3.39727989e-17+4.84104829e-01j]
 [-3.39727989e-17-4.84104829e-01j  3.74929960e-01-1.19561852e-17j]]",(0.2704967560546024+0.34053076264173043j)
[3.14159265 1.61175201],1.896272897720337,"[[3.74939946e-33+1.01101883e-49j 8.17880932e-34+6.12323400e-17j]
 [8.17880932e-34-6.12323400e-17j 1.00000000e+00-2.76415741e-17j]]",(0.11767796211467028-1.9545544504835784e-17j)
[1.34096914 4.62891901],2.0112545490264893,"[[ 6.13904628e-01-2.07689342e-17j -5.81063939e-17+4.86852889e-01j]
 [-5.81063939e-17-4.86852889e-01j  3.86095372e-01+7.57217313e-18j]]",(0.2937834397099674+0.5274409285231884j)
[1.71663289 3.49887354],2.197883129119873,"[[4.27339919e-01+1.71450730e-21j 2.67839650e-18+4.94692341e-01j]
 [2.67839650e-18-4.94692341e-01j 5.72660081e-01+5.28664011e-18j]]",(0.17300782503085235+0.674050640053579j)
