Nelder-Mead,time
[1.43263015 3.41918528],0.04093480110168457
[0.         5.19229111],0.029462575912475586
[1.96619933 3.14160753],0.04050707817077637
[3.14159265 2.41981775],0.03648972511291504
[1.78273721 2.90728017],0.03586769104003906
[1.38325073 2.79636791],0.028922557830810547
[2.23048631 4.82945527],0.0498659610748291
[0.61337957 5.26880201],0.0913705825805664
[1.73549112 2.86971102],0.032907962799072266
[0.         5.19229111],0.02855205535888672
