Nelder-Mead,time,Powell,time,COBYLA,time,Density Matrix,0,1
[3.14159265 4.58224654],0.032694101333618164,[1.44966671 1.25188204],0.08976340293884277,[4.83358095 4.39356597],0.01556706428527832,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.56041681+0.j        0.1700063 +0.1556094j]
 [0.1700063 -0.1556094j 0.43958319+0.j       ]]",[1.44966671 1.25190249],0.6026127390538946
[3.14159265 4.02343599],0.022754669189453125,[1.66005737 1.75730607],0.03131222724914551,[4.62299192 5.84699467],0.013168811798095703,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.45541905+0.j         0.17911012-0.09233416j]
 [0.17911012+0.09233416j 0.54458095+0.j        ]]",[1.66007626 1.75728189],0.6205286643663086
[3.14159265 4.73591945],0.024573564529418945,[4.59938044e-05 4.71239284e+00],0.031107187271118164,[3.14170649 4.5200634 ],0.010480403900146484,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.96932958 0.        ]
 [0.         0.03067042]]",[3.81959021e-06 4.71238780e+00],0.06134466440968562
[3.14159265 4.73591945],0.024142742156982422,[3.14159265 4.71240119],0.048850059509277344,[3.14170117 4.45774969],0.010629415512084961,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.08931851 0.        ]
 [0.         0.91068149]]",[3.14159265 4.71238928],0.17863701051157801
[3.14159265 3.9815252 ],0.03558659553527832,[0.52201502 1.82083001],0.12370872497558594,[5.76114644 4.96332094],0.013027667999267578,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.92725959+0.j         0.24156286-0.06168837j]
 [0.24156286+0.06168837j 0.07274041+0.j        ]]",[0.52201843 1.82082289],0.012296520697780033
[3.14159265 3.9815252 ],0.023007631301879883,[1.56834173 1.6172071 ],0.03286433219909668,[3.20256735 4.17559395],0.013029813766479492,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.50122849+0.j         0.02621939-0.02319524j]
 [0.02621939+0.02319524j 0.49877151+0.j        ]]",[1.56833809 1.61720429],0.9464834770752115
[2.88507889 4.18887474],0.025794029235839844,[1.53748869 4.58512913],0.03236556053161621,[2.91047929 4.42480577],0.012482643127441406,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.51664677+0.j         -0.10986433-0.06342218j]
 [-0.10986433+0.06342218j  0.48335323+0.j        ]]",[1.53749775 4.5851325 ],0.7716378533341542
[3.14159265 4.02343599],0.02396249771118164,[1.73955683 2.72360916],0.03254055976867676,[3.69904837 5.42432754],0.013043642044067383,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.41602818+0.j         0.2000613 -0.17275637j]
 [0.2000613 +0.17275637j 0.58397182+0.j        ]]",[1.73953865 2.72364256],0.5554307953075346
[2.53517457 5.93735243],0.033028364181518555,[1.36531785 6.08452714],0.03356504440307617,[1.36523765 5.82377782],0.013748407363891602,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.60202086+0.j         -0.09659657+0.26809224j]
 [-0.09659657-0.26809224j  0.39797914+0.j        ]]",[1.36531114 6.08453757],0.42352713608638437
[2.59421941 3.21546065],0.04053902626037598,[1.73298923 3.18049841],0.029535770416259766,[1.73309464 3.68618531],0.012524843215942383,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.41925841+0.j         -0.0191977 -0.25948917j]
 [-0.0191977 +0.25948917j  0.58074159+0.j        ]]",[1.73298944 3.1805099 ],0.46715156206747005
