Nelder-Mead,time,Powell,time,COBYLA,time,Density Matrix,0,1
[3.14159265 0.67047923],0.018947601318359375,[3.14159265 4.71257026],0.04488182067871094,[3.14152803 1.55435767],0.014964818954467773,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.13677795 0.        ]
 [0.         0.86322205]]",[3.14159265 4.71239282],0.27355589720517137
[3.14159265 0.68767101],0.01795172691345215,[1.58424467 4.71239284],0.029442310333251953,[3.14144633 1.55422557],0.01196599006652832,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.493267 0.      ]
 [0.       0.506733]]",[1.58424467 4.71239284],0.9999315028688638
[2.77487644 0.        ],0.03487253189086914,[0.37998311 6.0243487 ],0.12478327751159668,[ 0.3831253  -0.28721247],0.01795196533203125,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.96284651+0.j         -0.04746908+0.17927468j]
 [-0.04746908-0.17927468j  0.03715349+0.j        ]]",[0.37998311 6.0243487 ],0.0029807003167081902
[3.14159265 0.68767101],0.01795172691345215,[1.81463217 3.5758409 ],0.03390932083129883,[4.4684639 0.4588962],0.010975122451782227,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.37929171+0.j         -0.20412205-0.22338644j]
 [-0.20412205+0.22338644j  0.62070829+0.j        ]]",[1.81463217 3.5758409 ],0.4336273331413812
[3.14159265 0.67047923],0.01695561408996582,[1.80030693 4.7123929 ],0.014960050582885742,[3.14144633 1.55422557],0.011967897415161133,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.38624915 0.        ]
 [0.         0.61375085]]",[1.80030693 4.7123929 ],0.9737823850472945
[3.14159265 0.68767101],0.01746964454650879,[1.4402995 3.3455459],0.09378767013549805,[4.84273595 0.20396696],0.016475915908813477,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.5650561 +0.j         -0.10041003-0.21566023j]
 [-0.10041003+0.21566023j  0.4349439 +0.j        ]]",[1.4402995 3.3455459],0.5396412339119224
[3.14159265 0.68767101],0.017954111099243164,[1.52118386 4.71238898],0.04089021682739258,[3.14144633 1.55422557],0.010968923568725586,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.52479825 0.        ]
 [0.         0.47520175]]",[1.52117948 4.71239026],0.9987706184668821
[3.14159265 0.68767101],0.01795196533203125,[1.55652834 1.72189144],0.03143119812011719,[3.06687004 1.71433211],0.009975433349609375,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.50712747+0.j         0.03690096-0.07526078j]
 [0.03690096+0.07526078j 0.49287253+0.j        ]]",[1.55652834 1.72189144],0.9147328596653691
[3.14159265 0.68767101],0.015996932983398438,[0.95598052 3.03286442],0.07228899002075195,[ 5.32715512 -0.10864376],0.013960599899291992,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.78840315+0.j         0.04432106-0.34653433j]
 [0.04432106+0.34653433j 0.21159685+0.j        ]]",[0.95598052 3.03286442],0.11898994667890768
[3.14159265 0.68767101],0.015957355499267578,[1.21430163 2.90795601],0.04488182067871094,[ 5.36474389 -0.2766436 ],0.012969255447387695,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.67449954+0.j         0.10848024-0.31911033j]
 [0.10848024+0.31911033j 0.32550046+0.j        ]]",[1.21428673 2.90795469],0.27344536650980006
