Powell,time,matrix,degree
[2.36468629 3.69218769],0.207169771194458,"[[ 1.4345709e-01-5.13606032e-19j -7.4896259e-18+3.50538376e-01j]
 [-7.4896259e-18-3.50538376e-01j  8.5654291e-01+5.54201169e-18j]]",(0.1856610191383971+0.6414376100907859j)
[4.59938044e-05 4.71239284e+00],0.0340118408203125,"[[9.99999999e-01-2.51036637e-17j 7.00327024e-22+2.29969022e-05j]
 [7.00327024e-22-2.29969022e-05j 5.28857511e-10+1.15679691e-26j]]",(0.19915508254068978-1.7750970890365884e-17j)
[3.14159265 4.71255184],0.05434584617614746,"[[9.00313276e-19-3.68730137e-35j 4.08477654e-27+9.48848394e-10j]
 [4.08477654e-27-9.48848394e-10j 1.00000000e+00-1.42008719e-17j]]",(0.17288379303731266-1.004153280209405e-17j)
[1.55968281 4.59295483],0.03234434127807617,"[[5.05556645e-01+1.97530670e-17j 1.31368198e-17+4.99969123e-01j]
 [1.31368198e-17-4.99969123e-01j 4.94443355e-01-6.14900707e-19j]]",(0.044183786581529924+0.559540660613015j)
[1.57449824 1.48588484],0.028803586959838867,"[[4.98149046e-01+3.71330669e-18j 5.66856773e-18+4.99996574e-01j]
 [5.66856773e-18-4.99996574e-01j 5.01850954e-01+4.54762946e-18j]]",(0.00670884046637105-0.45757817803081935j)
[0.56025598 5.08497734],0.08264589309692383,"[[9.23559556e-01-2.81090039e-18j 4.02758502e-18+2.65701529e-01j]
 [4.02758502e-18-2.65701529e-01j 7.64404437e-02+2.57992397e-18j]]",(0.2476375942420368+0.17171541661983464j)
[1.62086343 4.71239291],0.015546321868896484,"[[ 4.74976905e-01+1.10912539e-17j -4.32596358e-17+4.99373452e-01j]
 [-4.32596358e-17-4.99373452e-01j  5.25023095e-01+1.47603398e-17j]]",(3.057780498463817e-17-0.4993734520994564j)
[1.3157871  0.13716368],0.05379319190979004,"[[ 6.26127168e-01+1.05551700e-19j -2.71001785e-18+4.83830484e-01j]
 [-2.71001785e-18-4.83830484e-01j  3.73872832e-01+5.59133516e-19j]]",(0.06615372054673324-0.183939290688974j)
[0.53046672 3.99010216],0.1387789249420166,"[[9.31285517e-01-1.48385128e-17j 7.10149609e-18+2.52967988e-01j]
 [7.10149609e-18-2.52967988e-01j 6.87144833e-02-1.97924325e-19j]]",(0.18983955955092346+0.42011873173105013j)
[3.14159265 4.71255209],0.0490422248840332,"[[6.58269985e-19+2.10531049e-36j 5.01764077e-27+8.11338391e-10j]
 [5.01764077e-27-8.11338391e-10j 1.00000000e+00+4.70310948e-18j]]",(0.00460972067380489+3.3256006036867854e-18j)
