Powell,time
[2.03591116 3.15882234],0.028853416442871094
[2.17359522 1.70605599],0.033620357513427734
[1.74055936 3.29482202],0.03599810600280762
[6.44154753e-05 4.71239284e+00],0.03308367729187012
[1.36602255 3.65839611],0.0425868034362793
[3.14159265 4.712496  ],0.05172872543334961
[4.59938044e-05 4.71239284e+00],0.03160524368286133
[0.65151113 1.92843675],0.14362406730651855
[1.61181666 3.00948223],0.03125619888305664
[0.85708005 3.80571301],0.04597163200378418
