dual_annealing,time,matrix,degree
[3.14159264 2.73581626],0.46898770332336426,"[[ 6.47840235e-17+4.77111913e-34j -1.60602643e-27+8.04885231e-09j]
 [-1.60602643e-27-8.04885231e-09j  1.00000000e+00+3.86750601e-18j]]",(0.0018101165650142221+2.73473972749168e-18j)
[3.14159265 4.17018169],0.11792564392089844,"[[ 3.74939946e-33+1.49754757e-49j -1.57479943e-33+6.12323400e-17j]
 [-1.57479943e-33-6.12323400e-17j  1.00000000e+00+9.27476332e-18j]]",(0.4686888713872306+6.558248036640024e-18j)
[3.14159265 6.02995706],0.18924927711486816,"[[3.74939946e-33-3.00491108e-50j 6.98895154e-34+6.12323400e-17j]
 [6.98895154e-34-6.12323400e-17j 1.00000000e+00-1.03460589e-17j]]",(0.19137419486871918-7.315768435378021e-18j)
[0.         4.83588879],0.27452826499938965,"[[1.+1.92652516e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.03379093548662412+1.3622590049954482e-17j)
[0.         2.00694054],0.06969118118286133,"[[1.-1.02130252e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.6814073483688385-7.221699397656248e-18j)
[0.         4.74691073],0.2304537296295166,"[[1.+2.65413492e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.04307213305721897+1.8767567994451345e-17j)
[0.        5.8105421],0.1406266689300537,"[[1.-1.24140344e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.43639862682486763-8.778047906393452e-18j)
[3.14150272 3.37752245],0.11116170883178711,"[[2.02208336e-09+2.51159415e-26j 2.03370475e-22+4.49675812e-05j]
 [2.03370475e-22-4.49675812e-05j 9.99999998e-01+6.52765839e-18j]]",(0.5667666401663024+4.615751525228827e-18j)
[3.13993349 4.40749797],0.031244277954101562,"[[6.88208132e-07-2.03247299e-23j 4.09465081e-20+8.29582822e-04j]
 [4.09465081e-20-8.29582822e-04j 9.99999312e-01-2.71179637e-17j]]",(0.6904529885581264-1.9175246299651374e-17j)
[2.18658871 4.28887449],0.20641160011291504,"[[2.11197230e-01-5.35783087e-19j 1.59457655e-17+4.08158009e-01j]
 [1.59457655e-17-4.08158009e-01j 7.88802770e-01+1.66339518e-17j]]",(0.323494190040038+0.5514426544737557j)
