differential_evolution,time,matrix,degree
[0.61418028 6.03657449],0.4815516471862793,"[[ 0.88113299+0.2218119j   0.07034144-0.27942669j]
 [ 0.07034144-0.27942669j -0.08861236-0.02230682j]]",(0.14019823315079194-0.5516893276627611j)
[1.48909809 1.39001234],0.34125399589538574,"[[ 0.09723696-0.53199023j -0.49021097-0.08960056j]
 [-0.49021097-0.08960056j -0.08256388+0.4517128j ]]",(0.927943020181687+0.1183800608108769j)
[5.08734656e-06 1.71091632e-01],0.33304572105407715,"[[ 9.85399495e-01-1.70258144e-01j -4.33081092e-07-2.50653436e-06j]
 [-4.33081092e-07-2.50653436e-06j -6.37580448e-12+1.10161680e-12j]]",(0.0526008115454679-0.15900002257011153j)
[2.10698578 0.2684944 ],0.31576108932495117,"[[ 0.23580551-0.06487903j -0.11402555-0.41443056j]
 [-0.11402555-0.41443056j -0.72836589+0.20040105j]]",(1.3041555693572955-0.08263082323766367j)
[2.39851451 3.7549707 ],0.40128207206726074,"[[-0.10777823+0.07587145j  0.1947245 +0.27661343j]
 [ 0.1947245 +0.27661343j  0.70992995-0.49976155j]]",(0.42566077284576553+0.5877359964715977j)
[0.         5.19553072],0.3313612937927246,"[[0.4645636+0.88553976j 0.       +0.j        ]
 [0.       +0.j         0.       +0.j        ]]",(0.47301530183920476-0.8837742475290161j)
[3.14159265 2.84009354],0.20637798309326172,"[[-3.58027303e-33-1.11339180e-33j -1.81830680e-17+5.84702958e-17j]
 [-1.81830680e-17+5.84702958e-17j  9.54892396e-01+2.96952035e-01j]]",(0.3713932316867337+0.21970974760387732j)
[1.57888253 0.06087204],0.3723025321960449,"[[ 0.49503836-0.03017127j -0.03041623-0.49905762j]
 [-0.03041623-0.49905762j -0.50310951+0.03066318j]]",(0.7192663812621345+0.04151872119763127j)
[1.87188945 6.17893403],0.36353111267089844,"[[ 0.34980827+0.03660065j  0.04969053-0.47491394j]
 [ 0.04969053-0.47491394j -0.64476248-0.06746189j]]",(1.015441463516729-0.007126882079650374j)
[1.40096166 4.4006639 ],0.5578992366790771,"[[-0.17926973+0.55633978j  0.469056  +0.15114422j]
 [ 0.469056  +0.15114422j  0.1274313 -0.39546612j]]",(1.0306845073714304-0.10033448108512505j)
