Nelder-Mead,time,matrix,degree,Powell,time,matrix,degree,differential_evolution,time,matrix,degree,dual_annealing,time,matrix,degree,Density Matrix
[1.66603514 4.58206575],0.03355216979980469,"[[ 4.52452549e-01+1.77737665e-18j -1.82625228e-17+4.97734106e-01j]
 [-1.82625228e-17-4.97734106e-01j  5.47547451e-01+4.34890023e-18j]]",(0.19709313318334418+0.5624093622050379j),[1.66604615 4.58208101],0.05950284004211426,"[[4.52447071e-01+4.07032179e-18j 3.44504226e-18+4.97733582e-01j]
 [3.44504226e-18-4.97733582e-01j 5.47552929e-01+2.50763789e-17j]]",(0.1970931331800175+0.5624088388645521j),[1.66604174 4.58208105],0.3296847343444824,"[[4.52449264e-01-5.75145556e-18j 3.65293646e-17+4.97733792e-01j]
 [3.65293646e-17-4.97733792e-01j 5.47550736e-01-7.23343873e-18j]]",(0.1970931331773511+0.5624090484342208j),[1.66604174 4.58208107],1.8347740173339844,"[[4.52449263e-01-1.29791828e-18j 1.11905279e-18+4.97733792e-01j]
 [1.11905279e-18-4.97733792e-01j 5.47550737e-01-2.63769550e-17j]]",(0.19709313317735103+0.5624090482863068j),"  (0, 0)	(0.4524492628278667+0j)
  (0, 1)	(-0.19709313317735105-0.06467525659200474j)
  (1, 0)	(-0.19709313317735105+0.06467525659200474j)
  (1, 1)	(0.5475507371721333+0j)"
[1.86236796 0.47798014],0.03486943244934082,"[[ 3.56271061e-01+5.68805385e-18j -2.80146996e-17+4.78896640e-01j]
 [-2.80146996e-17-4.78896640e-01j  6.43728939e-01-4.04790298e-18j]]",(0.22028025429487968-0.24675734739599628j),[1.86258776 0.47800642],0.12452340126037598,"[[3.56165803e-01+4.95396443e-18j 1.18739992e-17+4.78865037e-01j]
 [1.18739992e-17-4.78865037e-01j 6.43834197e-01-2.14641853e-18j]]",(0.22028027748280954-0.2467257181242478j),[1.86236362 0.47877374],0.3459436893463135,"[[ 3.56273138e-01+1.13345940e-19j -1.96853760e-17+4.78897264e-01j]
 [-1.96853760e-17-4.78897264e-01j  6.43726862e-01-6.25527230e-18j]]",(0.2202802542862275-0.2467579707330731j),[2.48412981 0.70789963],2.3971517086029053,"[[ 1.04227370e-01+3.31850688e-18j -1.59328029e-18+3.05555273e-01j]
 [-1.59328029e-18-3.05555273e-01j  8.95772630e-01-3.58965974e-18j]]",(0.4143799489078391-0.039027204010175995j),"  (0, 0)	(0.3562731344424765+0j)
  (0, 1)	(0.2202802542862275+0.23213929301851838j)
  (1, 0)	(0.2202802542862275-0.23213929301851838j)
  (1, 1)	(0.6437268655575233+0j)"
[1.48401521 3.04920772],0.04426074028015137,"[[5.43336117e-01-3.57718881e-19j 1.04728790e-18+4.98118441e-01j]
 [1.04728790e-18-4.98118441e-01j 4.56663883e-01+1.18030364e-18j]]",(0.045954633315136106-0.6916923540196699j),[1.48405825 3.04920556],0.025890827178955078,"[[ 5.43314678e-01+1.01242466e-18j -1.25903412e-18+4.98120305e-01j]
 [-1.25903412e-18-4.98120305e-01j  4.56685322e-01-4.15946505e-19j]]",(0.045954633372031616-0.6916942178503481j),[1.48400887 3.04920479],0.2760157585144043,"[[5.43339276e-01+3.30530784e-19j 1.96059117e-18+4.98118166e-01j]
 [1.96059117e-18-4.98118166e-01j 4.56660724e-01+2.75329373e-19j]]",(0.0459546333141831-0.6916920791951318j),[1.48400887 3.04920479],1.7186663150787354,"[[ 5.43339273e-01-9.27971020e-19j -1.91480257e-18+4.98118166e-01j]
 [-1.91480257e-18-4.98118166e-01j  4.56660727e-01-1.04518368e-18j]]",(0.04595463331418308-0.6916920793943787j),"  (0, 0)	(0.5433392734954459+0j)
  (0, 1)	(0.04595463331418314-0.19357391332041282j)
  (1, 0)	(0.04595463331418314+0.19357391332041282j)
  (1, 1)	(0.4566607265045542+0j)"
[3.14154698 4.71239284],0.04305887222290039,"[[5.21622403e-10+1.59606779e-26j 1.05150842e-21+2.28390543e-05j]
 [1.05150842e-21-2.28390543e-05j 9.99999999e-01-9.11651227e-18j]]",(0.3243604446686155-6.446347596585524e-18j),[2.14275915 4.71238898],0.09014010429382324,"[[2.29358245e-01+4.08343901e-18j 2.43344234e-17+4.20420076e-01j]
 [2.43344234e-17-4.20420076e-01j 7.70641755e-01+1.94800181e-17j]]",(2.574330503026916e-17+0.420420076191644j),[3.14158946 2.13062451],0.29007959365844727,"[[ 2.55415322e-12-2.74185356e-29j -6.44872252e-23+1.59817184e-06j]
 [-6.44872252e-23-1.59817184e-06j  1.00000000e+00-1.60145370e-17j]]",(0.3243604462028299-1.1323987710783292e-17j),[3.14159265 4.71238898],2.030113458633423,"[[ 3.74939946e-33-1.53505039e-50j -2.75374332e-33+6.12323400e-17j]
 [-2.75374332e-33-6.12323400e-17j  1.00000000e+00-1.01465364e-17j]]",(0.3243604462103792-7.174684663993263e-18j),"  (0, 0)	(0.22935747106405355+0j)
  (1, 1)	(0.7706425289359465+0j)"
[3.14154666 4.71239284],0.03404736518859863,"[[ 5.28857511e-10+1.79517528e-26j -1.46813229e-22+2.29969022e-05j]
 [-1.46813229e-22-2.29969022e-05j  9.99999999e-01+2.63754850e-17j]]",(0.003173669128375462+1.865077285904074e-17j),[3.04682766 4.71239187],0.030916452407836914,"[[2.24342152e-03-4.22056962e-20j 3.56521454e-19+4.73116115e-02j]
 [3.56521454e-19-4.73116115e-02j 9.97756578e-01-2.74241472e-17j]]",(2.897000677541762e-18+0.04731161147130367j),[3.14159216 0.44798541],0.4038095474243164,"[[ 6.20401344e-14+1.07700622e-31j -2.18419378e-24+2.49078571e-07j]
 [-2.18419378e-24-2.49078571e-07j  1.00000000e+00-7.45513313e-18j]]",(0.0031737531849101433-5.27157520436159e-18j),[3.14159265 1.57079633],1.8638293743133545,"[[3.74939946e-33-1.35190638e-49j 2.00955151e-34+6.12323400e-17j]
 [2.00955151e-34-6.12323400e-17j 1.00000000e+00+4.26642159e-17j]]",(0.0031737531947718346+3.0168156366926323e-17j),"  (0, 0)	(0.0022441824058354754+0j)
  (1, 1)	(0.9977558175941644+0j)"
[6.85552892e-11 4.71239228e+00],0.08546185493469238,"[[1.00000000e+00-1.16205452e-17j 1.86079232e-27+3.42776446e-11j]
 [1.86079232e-27-3.42776446e-11j 1.17495692e-21-1.67509063e-38j]]",(0.0021143854584975076-8.21696629773321e-18j),[0.07736116 4.71238898],0.07891368865966797,"[[ 9.98504559e-01-7.57570975e-19j -2.40234006e-18+3.86420086e-02j]
 [-2.40234006e-18-3.86420086e-02j  1.49544117e-03+1.22429052e-20j]]",(2.366140605276876e-18-0.038642008568091225j),[2.80068130e-07 4.68587749e+00],0.4002509117126465,"[[1.00000000e+00+1.54880035e-17j 1.25473342e-23+1.40034065e-07j]
 [1.25473342e-23-1.40034065e-07j 1.96095394e-14+6.76500325e-31j]]",(0.002114385453832809+1.0951672295789511e-17j),[0.07735223 4.71238898],1.6780595779418945,"[[ 9.98504904e-01-1.28009689e-17j -2.31132370e-18+3.86375592e-02j]
 [-2.31132370e-18-3.86375592e-02j  1.49509630e-03+4.48295259e-20j]]",(2.3658681615460197e-18-0.038637559224312334j),"  (0, 0)	(0.9985049037042542+0j)
  (1, 1)	(0.0014950962957458959+0j)"
[1.94015697 4.71239075],0.0465242862701416,"[[3.19490364e-01-3.86880708e-18j 2.66264573e-17+4.66279177e-01j]
 [2.66264573e-17-4.66279177e-01j 6.80509636e-01-1.38376475e-17j]]",(2.855136510059596e-17+0.4662791773183016j),[1.94014636 4.71238898],0.05385589599609375,"[[ 3.19495315e-01-7.68438700e-18j -5.83940774e-19+4.66281094e-01j]
 [-5.83940774e-19-4.66281094e-01j  6.80504685e-01+6.47133703e-18j]]",(2.855148246486528e-17-0.46628109402227547j),[3.14159265 3.81900179],0.26079893112182617,"[[ 3.74939946e-33-7.89121726e-50j -1.82145822e-33+6.12323400e-17j]
 [-1.82145822e-33-6.12323400e-17j  1.00000000e+00+2.36146192e-17j]]",(0.4518276053357969+1.6698057405052338e-17j),[0.         4.71255642],1.6096835136413574,"[[1.+3.02006409e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.9623859570372981+2.135507800374292e-18j),"  (0, 0)	(0.31949036366022104+0j)
  (1, 1)	(0.6805096363397789+0j)"
[0.59188864 5.06623142],0.12000131607055664,"[[ 9.14944215e-01-1.94086775e-17j -8.29289824e-18+2.78964691e-01j]
 [-8.29289824e-18-2.78964691e-01j  8.50557852e-02-1.73131508e-18j]]",(0.2620139939284604+0.18207544662035752j),[0.63143462 5.19324858],0.03403162956237793,"[[9.03590740e-01+2.49411960e-17j 8.07058423e-18+2.95151681e-01j]
 [8.07058423e-18-2.95151681e-01j 9.64092604e-02+9.32600549e-19j]]",(0.26168223523655104+0.19849327110917886j),[0.59188911 5.06621519],0.4131476879119873,"[[ 9.14944084e-01+2.35641351e-17j -7.55259048e-18+2.78964885e-01j]
 [-7.55259048e-18-2.78964885e-01j  8.50559159e-02-2.89709317e-18j]]",(0.26201398605758386+0.18207564627705441j),[0.63143832 5.19324767],2.151684522628784,"[[ 9.03589647e-01+2.40405868e-17j -1.59411345e-17+2.95153175e-01j]
 [-1.59411345e-17-2.95153175e-01j  9.64103527e-02+2.10944186e-18j]]",(0.2616822352336569+0.19849476466672109j),"  (0, 0)	(0.903589647296846+0j)
  (0, 1)	(-0.26168223523365697+0.09665841013371756j)
  (1, 0)	(-0.26168223523365697-0.09665841013371756j)
  (1, 1)	(0.09641035270315405+0j)"
[3.14159265 4.71258539],0.09008455276489258,"[[1.47148241e-29-1.36270024e-46j 2.17254949e-33+3.83599062e-15j]
 [2.17254949e-33-3.83599062e-15j 1.00000000e+00+1.91102477e-17j]]",(0.27559187614786657+1.3512985753461415e-17j),[2.22715182 4.71238898],0.043676137924194336,"[[ 1.94883173e-01+2.51234990e-18j -1.30425439e-17+3.96110744e-01j]
 [-1.30425439e-17-3.96110744e-01j  8.05116827e-01-2.24391031e-17j]]",(2.425478773468333e-17-0.3961107439560608j),[3.14159265 2.95907985],0.30732226371765137,"[[3.74939946e-33-1.37580149e-50j 6.63415490e-34+6.12323400e-17j]
 [6.63415490e-34-6.12323400e-17j 1.00000000e+00-3.10216024e-18j]]",(0.27559187614786657-2.193558543261337e-18j),[3.14159265 1.57079633],1.8765993118286133,"[[3.74939946e-33-1.35190638e-49j 2.00955151e-34+6.12323400e-17j]
 [2.00955151e-34-6.12323400e-17j 1.00000000e+00+4.26642159e-17j]]",(0.27559187614786673+3.0168156366924203e-17j),"  (0, 0)	(0.1948728844640796+0j)
  (1, 1)	(0.8051271155359204+0j)"
[1.41713422 0.41876676],0.042610883712768555,"[[ 5.76529053e-01+3.54054610e-18j -3.80049440e-18+4.94108595e-01j]
 [-3.80049440e-18-4.94108595e-01j  4.23470947e-01-1.31668727e-18j]]",(0.2009179481208005-0.33777315405321845j),[1.41715426 1.24886358],0.05881762504577637,"[[5.76519154e-01+9.46825388e-18j 2.08679521e-17+4.94110129e-01j]
 [2.08679521e-17-4.94110129e-01j 4.23480846e-01+1.34146786e-17j]]",(0.200917947993319-0.3377746874516654j),[1.41715426 1.24886635],0.28985118865966797,"[[5.76519153e-01-1.74394896e-17j 2.18961017e-17+4.94110129e-01j]
 [2.18961017e-17-4.94110129e-01j 4.23480847e-01+5.37829140e-18j]]",(0.20091794799331897-0.33777468757538753j),[2.6073941  0.90954874],3.0570342540740967,"[[6.96615192e-02+1.52269207e-18j 1.99962016e-17+2.54575710e-01j]
 [1.99962016e-17-2.54575710e-01j 9.30338481e-01+1.61192462e-17j]]",(0.7384041830842698-0.026730933589202286j),"  (0, 0)	(0.5765191537375787+0j)
  (0, 1)	(0.200917947993319+0.1563354410692029j)
  (1, 0)	(0.200917947993319-0.1563354410692029j)
  (1, 1)	(0.4234808462624214+0j)"
