differential_evolution,time,matrix,degree
[3.14159265 2.55461202],0.314680814743042,"[[3.74939946e-33+1.91126723e-50j 3.22805202e-34+6.12323400e-17j]
 [3.22805202e-34-6.12323400e-17j 1.00000000e+00+1.72367590e-17j]]",(0.35327525658774894+1.218822920676387e-17j)
[1.84837478 6.14194296],0.2910013198852539,"[[ 3.62986199e-01-1.60703159e-18j -3.28500389e-18+4.80860914e-01j]
 [-3.28500389e-18-4.80860914e-01j  6.37013801e-01+8.24978135e-20j]]",(0.06769232119316655+0.17282522040798995j)
[3.14159265 1.82039398],0.2333228588104248,"[[ 3.74939946e-33-3.30920352e-50j -5.65214198e-34+6.12323400e-17j]
 [-5.65214198e-34-6.12323400e-17j  1.00000000e+00+1.91809632e-17j]]",(0.5980653767243764+1.3562989160834499e-17j)
[3.14159185 1.63372088],0.3196687698364258,"[[1.63084204e-13-8.91856901e-31j 3.27253001e-23+4.03836854e-07j]
 [3.27253001e-23-4.03836854e-07j 1.00000000e+00-2.39892549e-17j]]",(0.036050695433670774-1.6962964798406474e-17j)
[0.03964076 0.93312797],0.30353593826293945,"[[9.99607204e-01-2.05977126e-17j 1.14638354e-19+1.98151919e-02j]
 [1.14638354e-19-1.98151919e-02j 3.92796117e-04+1.20120249e-20j]]",(0.7060940503104222-0.00014604961679652432j)
[3.14159265 1.84173109],0.3430652618408203,"[[3.74939946e-33+6.48768468e-50j 2.59573560e-33+6.12323400e-17j]
 [2.59573560e-33-6.12323400e-17j 1.00000000e+00+1.86026947e-17j]]",(0.09359880939181169+1.3154091552449981e-17j)
[2.50744345e-06 5.16146836e+00],0.24234819412231445,"[[ 1.00000000e+00-7.47337129e-18j -4.38437212e-23+1.25372173e-06j]
 [-4.38437212e-23-1.25372173e-06j  1.57181817e-12+3.62508140e-30j]]",(0.6215653477486311-5.284471516488648e-18j)
[3.14159265 1.17101429],0.2615203857421875,"[[ 3.74939946e-33+1.59804698e-49j -2.71163031e-33+6.12323400e-17j]
 [-2.71163031e-33-6.12323400e-17j  1.00000000e+00+4.46208236e-19j]]",(0.2998228678053742+3.155168691456815e-19j)
[3.14159265 5.8667218 ],0.22603917121887207,"[[ 3.74939946e-33-3.65183155e-50j -9.27799158e-34+6.12323400e-17j]
 [-9.27799158e-34-6.12323400e-17j  1.00000000e+00+8.48728438e-19j]]",(0.44492681976988957+6.001416336758706e-19j)
[3.14159265 0.90301404],0.21793913841247559,"[[3.74939946e-33+7.95931433e-50j 3.77102640e-34+6.12323400e-17j]
 [3.77102640e-34-6.12323400e-17j 1.00000000e+00+1.45293980e-17j]]",(0.5551501420689174+1.0273835875420178e-17j)
