dual_annealing,time,matrix,degree
[0.74269234 5.23890116],1.7909290790557861,"[[ 8.68325234e-01-2.55886604e-17j -1.44201293e-18+3.38136839e-01j]
 [-1.44201293e-18-3.38136839e-01j  1.31674766e-01-2.55737868e-18j]]",(0.28889263087727113+0.16650739694851674j)
[1.35947021 1.43523948],1.7001311779022217,"[[ 6.04878348e-01+1.10792310e-17j -7.55027595e-18+4.88876807e-01j]
 [-7.55027595e-18-4.88876807e-01j  3.95121652e-01+3.99376129e-18j]]",(0.28020430779540606-0.42280898625803304j)
[1.60409569 3.31276463],2.0100438594818115,"[[4.83353396e-01-5.90566296e-19j 1.50433536e-18+4.99722814e-01j]
 [1.50433536e-18-4.99722814e-01j 5.16646604e-01-3.81041225e-19j]]",(0.08512144405075689+0.5937798540247102j)
[3.14159265 3.1968872 ],1.6205039024353027,"[[ 3.74939946e-33+2.39160531e-51j -1.61450652e-34+6.12323400e-17j]
 [-1.61450652e-34-6.12323400e-17j  1.00000000e+00+7.12301676e-19j]]",(0.0003079980319363846+5.036733456592756e-19j)
[3.14159265 2.23473814],1.6220283508300781,"[[3.74939946e-33-8.59655362e-51j 7.36295832e-34+6.12323400e-17j]
 [7.36295832e-34-6.12323400e-17j 1.00000000e+00+2.33645780e-17j]]",(0.459720368541976+1.6521251556142916e-17j)
[1.49842211 1.33917244],1.8828203678131104,"[[ 5.36155525e-01+2.57500315e-17j -3.64847498e-18+4.98691065e-01j]
 [-3.64847498e-18-4.98691065e-01j  4.63844475e-01-1.21201440e-17j]]",(0.14295354491563567-0.38421240093873354j)
[3.14159265 1.64327691],1.6797709465026855,"[[ 3.74939946e-33-2.54661454e-50j -7.08089832e-34+6.12323400e-17j]
 [-7.08089832e-34-6.12323400e-17j  1.00000000e+00-2.71753115e-17j]]",(0.08026775049803114-1.9215847063980064e-17j)
[0. 0.],1.6553611755371094,"[[1.+0.j 0.+0.j]
 [0.+0.j 0.+0.j]]",(0.543511828366488+0j)
[0.         0.67131998],1.677957534790039,"[[1.+1.7129883e-17j 0.+0.0000000e+00j]
 [0.+0.0000000e+00j 0.+0.0000000e+00j]]",(0.136985230290174+1.2112656464333508e-17j)
[3.14159265 5.44496446],1.605064868927002,"[[ 3.74939946e-33-3.73314175e-50j -1.06490796e-33+6.12323400e-17j]
 [-1.06490796e-33-6.12323400e-17j  1.00000000e+00-1.61638015e-17j]]",(0.030012547103118927-1.1429533637707321e-17j)
