Powell,time,matrix,degree
[1.81524044 4.71238898],0.05034780502319336,"[[ 3.78991501e-01-1.11263288e-17j -1.01431210e-17+4.85136005e-01j]
 [-1.01431210e-17-4.85136005e-01j  6.21008499e-01-1.23481181e-17j]]",(2.970601275444354e-17-0.4851360045218919j)
[1.51915867 1.57079242],0.05086541175842285,"[[ 5.25807356e-01-2.74678813e-17j -6.13128803e-17+4.99333536e-01j]
 [-6.13128803e-17-4.99333536e-01j  4.74192644e-01-1.55807560e-18j]]",(3.057536083956621e-17-0.49933353618127224j)
[4.59938043e-05 4.71239284e+00],0.03449559211730957,"[[9.99999999e-01-1.73189031e-18j 1.32578727e-21+2.29969021e-05j]
 [1.32578727e-21-2.29969021e-05j 5.28857508e-10-8.76035007e-27j]]",(0.20354492742574906-1.2246312345706399e-18j)
[0.7060481  1.50132322],0.12618088722229004,"[[ 8.80465965e-01+2.71912070e-17j -1.49368862e-17+3.24415859e-01j]
 [-1.49368862e-17-3.24415859e-01j  1.19534035e-01-1.62159899e-18j]]",(0.30466420786664805-0.3018613576884334j)
[4.50409320e-05 4.71239284e+00],0.051490068435668945,"[[ 9.99999999e-01-1.43896028e-17j -1.91985336e-21+2.25204660e-05j]
 [-1.91985336e-21-2.25204660e-05j  5.07171390e-10-2.29975761e-26j]]",(0.34907415795633534-1.0174985822569082e-17j)
[3.14154666 4.71239284],0.031914472579956055,"[[ 5.28857511e-10+1.79517528e-26j -1.46813229e-22+2.29969022e-05j]
 [-1.46813229e-22-2.29969022e-05j  9.99999999e-01+2.63754850e-17j]]",(0.003944448061389687+1.8650600410022573e-17j)
[1.3969257  6.20991972],0.034906625747680664,"[[ 5.86497954e-01-1.13783324e-18j -2.34121187e-18+4.92461272e-01j]
 [-2.34121187e-18-4.92461272e-01j  4.13502046e-01+8.23587108e-19j]]",(0.03605417478922359+0.22745526022768905j)
[4.59938046e-05 4.71239284e+00],0.03191781044006348,"[[ 9.99999999e-01+2.41392533e-17j -5.23588070e-22+2.29969023e-05j]
 [-5.23588070e-22-2.29969023e-05j  5.28857516e-10+3.26257486e-27j]]",(0.23212159159202136+1.7069029743284747e-17j)
[1.45432174 3.15490999],0.0288846492767334,"[[ 5.58105703e-01-1.34303283e-19j -4.14079053e-19+4.96612250e-01j]
 [-4.14079053e-19-4.96612250e-01j  4.41894297e-01-1.40041633e-19j]]",(0.006607579248434407+0.7231144815066886j)
[1.21853096 5.89982175],0.04040169715881348,"[[ 6.72512473e-01-1.17268773e-17j -1.17602990e-17+4.69296757e-01j]
 [-1.17602990e-17-4.69296757e-01j  3.27487527e-01+2.42913732e-18j]]",(0.17553626335987563+0.18263289818164188j)
