Powell,time,matrix,degree
[1.64032437 6.24810867],0.04359269142150879,"[[ 4.65263982e-01-3.39737147e-19j -8.52438305e-19+4.98791950e-01j]
 [-8.52438305e-19-4.98791950e-01j  5.34736018e-01+4.00822938e-19j]]",(0.017486407944800244+0.31985997838809516j)
[0.54897447 3.31624773],0.08168411254882812,"[[ 9.26530053e-01+2.87685174e-18j -1.75104365e-18+2.60906332e-01j]
 [-1.75104365e-18-2.60906332e-01j  7.34699469e-02-2.73472614e-19j]]",(0.04534894766688817+0.5177262391738398j)
[3.14159265 4.71251184],0.05993223190307617,"[[ 1.80821949e-20-8.67150299e-38j -3.88079597e-27+1.34470052e-10j]
 [-3.88079597e-27-1.34470052e-10j  1.00000000e+00+2.31663610e-17j]]",(0.21808744894920387+1.6381090993412238e-17j)
[3.14159265 4.71251184],0.05167055130004883,"[[ 1.33727865e-19+7.94007293e-37j -2.27165458e-26+3.65688208e-10j]
 [-2.27165458e-26-3.65688208e-10j  1.00000000e+00+8.12000772e-18j]]",(0.3314599367142537+5.74171251861209e-18j)
[1.41754825 3.07547467],0.03464531898498535,"[[ 5.76324470e-01-5.16913167e-19j -8.76088138e-20+4.94140238e-01j]
 [-8.76088138e-20-4.94140238e-01j  4.23675530e-01-8.07525646e-19j]]",(0.03264184415634742-0.7463485420372967j)
[1.21849944 6.05552066],0.05621647834777832,"[[6.72527265e-01-4.84421669e-18j 1.04346542e-17+4.69291320e-01j]
 [1.04346542e-17-4.69291320e-01j 3.27472735e-01-1.95449270e-18j]]",(0.10592048153242473+0.1502727599305863j)
[3.14159265 4.71239281],0.11110568046569824,"[[5.91978999e-19+1.49973271e-35j 2.98543033e-27+7.69401715e-10j]
 [2.98543033e-27-7.69401715e-10j 1.00000000e+00+1.09252708e-17j]]",(0.09751378272376776+7.725333059275052e-18j)
[1.28343889 2.82383709],0.035097599029541016,"[[6.41709505e-01+4.31068325e-18j 1.06983480e-17+4.79498088e-01j]
 [1.06983480e-17-4.79498088e-01j 3.58290495e-01+2.65952984e-18j]]",(0.14980600375041425-0.760758731356231j)
[2.05541547 2.51927701],0.03456830978393555,"[[2.67064305e-01+4.56099431e-18j 1.44603351e-17+4.42426222e-01j]
 [1.44603351e-17-4.42426222e-01j 7.32935695e-01-9.77283512e-18j]]",(0.2578895692812659-0.6830720948824683j)
[3.14159265 4.71251184],0.048932552337646484,"[[1.33727865e-19-3.86854444e-37j 1.89182207e-26+3.65688208e-10j]
 [1.89182207e-26-3.65688208e-10j 1.00000000e+00+1.69545600e-17j]]",(0.40785542410170156+1.1988684324793762e-17j)
