0,1,0,1,0,1,0
Nelder-Mead,0.025948047637939453,Powell,0.08033943176269531,COBYLA,0.010006904602050781,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.9973559 0.       ]
 [0.        0.0026441]]"
[3.14159265 0.        ],0.0069463253021240234,[2.47603016 4.71241205],0.05742311477661133,[3.1417212 3.4706752],0.008975744247436523,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.15328119 0.        ]
 [0.         0.84671881]]"
[2.2253124  1.68377943],0.03292703628540039,[2.22517514 1.68374177],0.023921728134155273,[2.23794622 1.68495885],0.01001119613647461,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.19567012+0.j         0.34219439-0.04471605j]
 [0.34219439+0.04471605j 0.80432988+0.j        ]]"
[1.9793251 1.5707916],0.02448868751525879,[2.11499901 4.71238445],0.03194928169250488,[3.14167724 3.59449534],0.00997304916381836,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.30138655 0.        ]
 [0.         0.69861345]]"
[1.9104908  1.88257012],0.024899959564208984,[1.91052224 4.40060718],0.028441190719604492,[1.91043818 4.40069432],0.012001514434814453,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.33338991+0.j         -0.30030071-0.14460888j]
 [-0.30030071+0.14460888j  0.66661009+0.j        ]]"
[1.92042633 1.25093154],0.024932384490966797,[1.92044991 1.25097474],0.02891993522644043,[1.92083567 1.25084779],0.01758122444152832,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.3287218 +0.j         0.30132296+0.14768286j]
 [0.30132296-0.14768286j 0.6712782 +0.j        ]]"
[1.31343963 2.24801388],0.024934053421020508,[1.31343821 3.02658337],0.021938085556030273,[1.31338747 3.02626446],0.011968135833740234,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.62725588+0.j         0.05549082-0.30296622j]
 [0.05549082+0.30296622j 0.37274412+0.j        ]]"
[1.66622972 1.57077501],0.020908355712890625,[1.66620619 4.71238898],0.03242802619934082,[3.14172386 3.03350101],0.008975744247436523,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.45236842 0.        ]
 [0.         0.54763158]]"
[0.         3.14844446],0.023972511291503906,[6.80822511e-14 4.71239286e+00],0.07531309127807617,[1.12942441e-04 4.46735655e+00],0.010970592498779297,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.85364712 0.        ]
 [0.         0.14635288]]"
[0.72364017 2.23417105],0.03195023536682129,[0.72554924 2.23248504],0.027963638305664062,[0.72648411 2.23161336],0.011556625366210938,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.83779969+0.j         0.26081437-0.20385852j]
 [0.26081437+0.20385852j 0.16220031+0.j        ]]"
