Nelder-Mead,time,Powell,time,COBYLA,time,Density Matrix,0,1
[1.84793569 1.5707779 ],0.0609278678894043,[1.8479606  4.71239284],0.03159451484680176,[3.14147298 1.7802374 ],0.01436924934387207,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.36319796 0.        ]
 [0.         0.63680204]]",[1.84793588 4.7123878 ],0.9618445445085428
[0.         1.51086575],0.02568531036376953,[1.24896239 4.5958788 ],0.032869815826416016,[5.04619857 1.45393622],0.01755356788635254,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.6581586 +0.j         -0.32417545-0.05514159j]
 [-0.32417545+0.05514159j  0.3418414 +0.j        ]]",[1.24895072 4.59587345],0.29387122969062907
[1.87981618 1.18422787],0.03085494041442871,[1.87982259 1.18427514],0.037000417709350586,[1.87975018 1.18425134],0.013546943664550781,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.34794086+0.j        0.27124765+0.1795547j]
 [0.27124765-0.1795547j 0.65205914+0.j       ]]",[1.87980878 1.18427873],0.3398616497817383
[1.46795429 1.54226108],0.03730463981628418,[1.46798906 1.54224513],0.029439926147460938,[1.46789845 2.31189624],0.00896000862121582,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.55131144+0.j         0.21411267+0.01419433j]
 [0.21411267-0.01419433j 0.44868856+0.j        ]]",[1.46799374 1.54225165],0.5660926465549195
[3.14159265 0.92850231],0.019947290420532227,[3.14159265 4.71239265],0.0714879035949707,[3.14146911 1.78032019],0.011527299880981445,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.15029194 0.        ]
 [0.         0.84970806]]",[3.14159265 4.71238232],0.30058388975660705
[0.         1.76348639],0.03142690658569336,[1.28181586 4.40283932],0.07286214828491211,[5.56023206 1.11360037],0.011553525924682617,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.64247587+0.j         -0.28383368-0.14599852j]
 [-0.28383368+0.14599852j  0.35752413+0.j        ]]",[1.2818395  4.40284218],0.34531780319546407
[1.87325025 3.12095449],0.049048662185668945,[1.87326344 3.12093134],0.027761459350585938,[3.12190865 1.56754359],0.014708757400512695,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.35107116+0.j         0.00985309-0.32322153j]
 [0.00985309+0.32322153j 0.64892884+0.j        ]]",[1.87324651 3.12094795],0.3079655144950427
[3.14159265 0.92850231],0.020629405975341797,[3.14159265 4.71238964],0.07205653190612793,[3.14147102 1.78027941],0.03015446662902832,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.15811396 0.        ]
 [0.         0.84188604]]",[3.14159265 4.71229805],0.31622792325311344
[0.         1.52632671],0.027831554412841797,[3.88913135e-05 4.71239284e+00],0.03409886360168457,[3.14147298 1.7802374 ],0.013472557067871094,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.89710501 0.        ]
 [0.         0.10289499]]",[6.51252965e-06 4.71238780e+00],0.20579649108337256
[0.         1.51086575],0.02346634864807129,[1.32091394 1.57079246],0.03055882453918457,[3.14147298 1.7802374 ],0.012095451354980469,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.62363936 0.        ]
 [0.         0.37636064]]",[1.32092445 4.71238775],0.9689464058632433
