differential_evolution,time,matrix,degree
[1.34663839 5.81550872],1.7902576923370361,"[[ 6.11142722e-01+2.76043380e-18j -1.02998170e-17+4.87490816e-01j]
 [-1.02998170e-17-4.87490816e-01j  3.88857278e-01+6.69876447e-18j]]",(0.4518319443861419-1.188927526413498e-33j)
[0.7956559  2.42991371],1.685283899307251,"[[8.49908197e-01+3.93324915e-19j 6.06157949e-18+3.57161383e-01j]
 [6.06157949e-18-3.57161383e-01j 1.50091803e-01-2.30988027e-18j]]",(1.3391471297130155+8.41599895777172e-34j)
[0.93041389 4.22405093],1.707141399383545,"[[7.98751075e-01-2.47490963e-17j 1.17684977e-17+4.00933654e-01j]
 [1.17684977e-17-4.00933654e-01j 2.01248925e-01-5.24592091e-18j]]",(1.37452259193097-2.4947669855490722e-33j)
[0.77417685 5.91611066],1.9207608699798584,"[[8.57498382e-01-1.13437603e-17j 7.00415418e-18+3.49563881e-01j]
 [7.00415418e-18-3.49563881e-01j 1.42501618e-01+1.00015001e-18j]]",(0.2551936880904281+5.4578799976966985e-17j)
[0.99719131 1.13007437],1.7538037300109863,"[[7.71331801e-01+1.15783171e-17j 2.44159079e-17+4.19975063e-01j]
 [2.44159079e-17-4.19975063e-01j 2.28668199e-01-2.46480821e-18j]]",(0.899497924584126+4.6882980275402173e-17j)
[1.94299595 2.77357402],1.7293448448181152,"[[ 3.18167337e-01+2.49017624e-18j -4.81786592e-18+4.65764836e-01j]
 [-4.81786592e-18-4.65764836e-01j  6.81832663e-01-5.04957352e-18j]]",(1.831607179092729-1.4546920671731844e-33j)
[1.70849179 2.78486513],1.5150468349456787,"[[4.31369620e-01-4.87478352e-18j 9.94015488e-18+4.95267474e-01j]
 [9.94015488e-18-4.95267474e-01j 5.68630380e-01+5.13819711e-18j]]",(1.9496408379924512+1.5077063105468424e-34j)
[2.12892668 5.54203466],1.8215258121490479,"[[ 2.35199401e-01-5.49071948e-18j -6.22820078e-18+4.24123381e-01j]
 [-6.22820078e-18-4.24123381e-01j  7.64800599e-01-1.16127809e-18j]]",(0.6143881189897562+1.273360754178009e-33j)
[1.32844415 1.47304932],2.14788818359375,"[[ 6.19993364e-01-1.05063942e-17j -3.85637054e-17+4.85388085e-01j]
 [-3.85637054e-17-4.85388085e-01j  3.80006636e-01-2.87697063e-18j]]",(1.3041745203782826-2.0561537845828358e-17j)
[2.49639678 6.15249965],1.858358383178711,"[[1.00509005e-01+1.65075458e-19j 5.81589456e-20+3.00677477e-01j]
 [5.81589456e-20-3.00677477e-01j 8.99490995e-01-2.01297854e-18j]]",(0.07853255490139974-4.530843750484674e-19j)
