COBYLA,time
[3.14150435 0.09466882],0.01522684097290039
[2.86407009 1.10251246],0.010701656341552734
[1.67361597 1.3335947 ],0.012488365173339844
[ 1.55697173 -0.04927491],0.018019437789916992
[-8.41324926e-05  8.79739001e-01],0.014048337936401367
[2.22056121 0.19018335],0.009483098983764648
[1.68993911 0.19076725],0.014079570770263672
[4.43758199 0.22180828],0.018658876419067383
[3.14150629 0.00689012],0.010531425476074219
[1.7459347  0.22644693],0.015093564987182617
