Nelder-Mead,time,matrix,degree
[0.         2.13107703],0.05832695960998535,"[[1.+1.46037711e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.7199043499980677+0.0003670936080026043j)
[2.0486353  2.74805561],0.10757803916931152,"[[ 2.70069360e-01+3.84122491e-19j -4.49338495e-18+4.43995384e-01j]
 [-4.49338495e-18-4.43995384e-01j  7.29930640e-01-1.18351348e-17j]]",(0.17025770126300843-0.752549547665851j)
[0.         2.42104892],0.06262707710266113,"[[1.+1.85650556e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.033501338427433545+1.3127476696061066e-17j)
[0.         2.42104892],0.05938386917114258,"[[1.+1.85650556e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.5321952477673338+1.3127476696061092e-17j)
[0.36262352 1.39209857],0.06463479995727539,"[[ 9.67484702e-01-6.37698495e-18j -1.73652920e-18+1.77364183e-01j]
 [-1.73652920e-18-1.77364183e-01j  3.25152979e-02-7.56435107e-19j]]",(0.6222090748930889-0.04091313542516749j)
[0.52025346 0.97311988],0.07529950141906738,"[[ 9.33846605e-01-1.57069304e-17j -3.82787422e-18+2.48550042e-01j]
 [-3.82787422e-18-2.48550042e-01j  6.61533948e-02+1.49493566e-18j]]",(0.7371930785872326-0.030292888954141436j)
[0.         2.42104892],0.061873674392700195,"[[1.+1.85650556e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.0540848713862868+1.3127476696061048e-17j)
[0.         2.42104892],0.0667874813079834,"[[1.+1.85650556e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.25729608094992445+1.3127476696061086e-17j)
[0.57485513 0.76616479],0.06565117835998535,"[[9.19635540e-01+4.45048455e-18j 3.42763629e-18+2.71856605e-01j]
 [3.42763629e-18-2.71856605e-01j 8.03644604e-02-1.37627701e-18j]]",(0.49769150783313265-0.028775942470939314j)
[1.94477715 2.97159664],0.1351180076599121,"[[3.17338005e-01-6.30895078e-20j 8.41875291e-18+4.65440217e-01j]
 [8.41875291e-18-4.65440217e-01j 6.82661995e-01+1.43782762e-18j]]",(0.07873931135670552-0.7967003997910951j)
