Powell,time
[1.5402099  4.71239284],0.07852578163146973
[1.49704195 1.37064275],0.09772372245788574
[3.14159265 4.71239284],0.2595670223236084
[4.00272200e-14 4.71239285e+00],0.25139331817626953
[1.65016841 2.99103085],0.08860516548156738
[3.14159265 4.71235627],0.1559596061706543
[3.14159265 4.71235627],0.13513731956481934
[1.5599788  1.69192718],0.08011603355407715
[1.51579879 1.73810869],0.07819747924804688
[4.00272336e-14 4.71239276e+00],0.24037432670593262
