differential_evolution,time,matrix,degree
[0.         0.19296932],0.24627375602722168,"[[1.+4.23354889e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.6570102012966048+2.9935711285591544e-18j)
[1.15365181e-06 3.77829428e+00],0.37639951705932617,"[[1.00000000e+00-5.97782320e-18j 2.43114906e-23+5.76825907e-07j]
 [2.43114906e-23-5.76825907e-07j 3.32728128e-13-6.26921898e-30j]]",(0.3310412688085223-4.2269593224569136e-18j)
[1.01031693 4.94001362],0.41559267044067383,"[[7.65796153e-01+2.62406185e-17j 1.44417913e-17+4.23500183e-01j]
 [1.44417913e-17-4.23500183e-01j 2.34203847e-01+1.91744535e-18j]]",(0.33965808114482104+0.3279314068057324j)
[3.14159265 3.34656686],0.389254093170166,"[[3.74939946e-33-1.31310065e-50j 5.82346149e-34+6.12323400e-17j]
 [5.82346149e-34-6.12323400e-17j 1.00000000e+00+2.29605267e-18j]]",(0.13767891160715365+1.623554413489254e-18j)
[1.52336469 4.68750539],0.32990574836730957,"[[ 5.23706928e-01-1.74761370e-17j -2.67700084e-18+4.99437665e-01j]
 [-2.67700084e-18-4.99437665e-01j  4.76293072e-01-9.16847578e-18j]]",(0.14978762867426768+0.5118641826619931j)
[1.58737526 1.57681772],0.48003196716308594,"[[ 4.91710911e-01-1.03575971e-17j -1.75672917e-17+4.99931286e-01j]
 [-1.75672917e-17-4.99931286e-01j  5.08289089e-01+1.63172611e-17j]]",(0.09023652827493749-0.502941550088335j)
[3.14159069 3.50726914],0.4346153736114502,"[[9.64906654e-13-3.22806847e-30j 1.06343123e-23+9.82296622e-07j]
 [1.06343123e-23-9.82296622e-07j 1.00000000e+00+8.55881608e-18j]]",(0.0981035302402422+6.05199688755326e-18j)
[3.14158777 3.85167059],0.2418041229248047,"[[ 5.97389023e-12-1.73430860e-28j -1.19915973e-23+2.44415430e-06j]
 [-1.19915973e-23-2.44415430e-06j  1.00000000e+00+2.18172187e-17j]]",(0.4049998465232054+1.542710330523782e-17j)
[3.14159265 6.14646974],0.33918237686157227,"[[ 3.74939946e-33-3.47181526e-51j -3.63354388e-34+6.12323400e-17j]
 [-3.63354388e-34-6.12323400e-17j  1.00000000e+00+5.27647403e-18j]]",(0.357364511535964+3.7310305658175174e-18j)
[3.14159265 0.16865881],0.26264476776123047,"[[3.74939946e-33-1.60410016e-51j 8.75387223e-35+6.12323400e-17j]
 [8.75387223e-35-6.12323400e-17j 1.00000000e+00-4.32092006e-18j]]",(0.3741908237570531-3.055351877237155e-18j)
