Nelder-Mead,time,matrix,degree
[1.35616579 5.3054424 ],0.20448613166809082,"[[6.06493227e-01+1.03230873e-18j 1.74496021e-17+4.88527576e-01j]
 [1.74496021e-17-4.88527576e-01j 3.93506773e-01-1.31451327e-17j]]",(0.9177084997355676+1.032598774492006e-34j)
[2.40279303 2.65787517],0.1978893280029297,"[[1.30361286e-01+5.47771228e-19j 1.79303175e-18+3.36700491e-01j]
 [1.79303175e-18-3.36700491e-01j 8.69638714e-01+7.68555782e-18j]]",(1.3076025798033954+0j)
[0.26460676 6.28318531],0.1880204677581787,"[[9.82597710e-01-1.60441037e-33j 2.92214871e-33+1.30764868e-01j]
 [2.92214871e-33-1.30764868e-01j 1.74022904e-02-1.89984039e-34j]]",(0.08047169029097656+7.982743716916902e-21j)
[1.16423105 4.83499757],0.20417165756225586,"[[ 6.97728464e-01-1.89933992e-17j -1.00000546e-17+4.59242261e-01j]
 [-1.00000546e-17-4.59242261e-01j  3.02271536e-01-1.33928274e-17j]]",(1.2169128768229411-4.678132898938329e-17j)
[0.98405274 6.28318531],0.18074750900268555,"[[ 7.76826098e-01+5.44203413e-33j -4.52914764e-33+4.16374004e-01j]
 [-4.52914764e-33-4.16374004e-01j  2.23173902e-01+3.77358966e-34j]]",(0.08377462733252201+5.5440882354152655e-17j)
[1.14425531 4.63094374],0.18851947784423828,"[[ 7.06862109e-01-9.59208129e-18j -3.42040436e-17+4.55201129e-01j]
 [-3.42040436e-17-4.55201129e-01j  2.93137891e-01-9.35932459e-18j]]",(1.3388518273734344-2.3513596316364127e-17j)
[2.51099647 6.28318531],0.21445178985595703,"[[ 9.61619360e-02+5.57449876e-34j -2.16429906e-33+2.94813192e-01j]
 [-2.16429906e-33-2.94813192e-01j  9.03838064e-01-3.25512947e-33j]]",(0.4309179969986956+5.960191215963662e-19j)
[0.58562709 3.73320575],0.19233226776123047,"[[9.16682821e-01-1.70448068e-17j 5.74368110e-18+2.76361044e-01j]
 [5.74368110e-18-2.76361044e-01j 8.33171791e-02-1.53746966e-18j]]",(1.0574317906768822+0j)
[1.9157431  4.81976705],0.20143628120422363,"[[3.30926705e-01+1.22173139e-17j 2.31190554e-17+4.70546725e-01j]
 [2.31190554e-17-4.70546725e-01j 6.69073295e-01+3.62328467e-18j]]",(1.25756860953441-1.0325539705174087e-17j)
[1.99394273 6.28318531],0.1840205192565918,"[[ 2.94684312e-01+1.92979616e-33j -1.57962398e-33+4.55900722e-01j]
 [-1.57962398e-33-4.55900722e-01j  7.05315688e-01-2.79155910e-33j]]",(0.9049298156127404-2.8763199878511616e-33j)
