Nelder-Mead,time,matrix,degree
[1.62465868 2.89740489],0.04193305969238281,"[[4.73081842e-01-3.06766547e-18j 5.84357203e-18+4.99274887e-01j]
 [5.84357203e-18-4.99274887e-01j 5.26918158e-01+1.98652334e-18j]]",(0.12071524226030282-0.6036560067837397j)
[1.5708045  3.13626515],0.04739737510681152,"[[4.99995916e-01+3.67294876e-20j 9.24151829e-20+5.00000000e-01j]
 [9.24151829e-20-5.00000000e-01j 5.00004084e-01-3.31211247e-20j]]",(0.002653101847330816-0.4996226845935843j)
[1.20157896 2.76584724],0.021462202072143555,"[[6.80442827e-01+4.80925089e-18j 9.46388876e-19+4.66305036e-01j]
 [9.46388876e-19-4.66305036e-01j 3.19557173e-01-2.92663067e-18j]]",(0.1711140200451027-0.1729819138748691j)
[3.14159265 2.59219675],0.04384326934814453,"[[ 3.74939946e-33+8.01318534e-50j -1.81693891e-33+6.12323400e-17j]
 [-1.81693891e-33-6.12323400e-17j  1.00000000e+00-1.95331004e-17j]]",(0.25263850029729185-1.3811987735022982e-17j)
[1.66495014 3.28688509],0.03450727462768555,"[[ 4.52992620e-01+3.32302438e-18j -1.40642107e-18+4.97785402e-01j]
 [-1.40642107e-18-4.97785402e-01j  5.47007380e-01+1.54800580e-18j]]",(0.07208288639388911+0.6911729873810166j)
[1.7983278  2.96804064],0.031499385833740234,"[[3.87213345e-01+6.74936308e-19j 4.63115529e-18+4.87113098e-01j]
 [4.63115529e-18-4.87113098e-01j 6.12786655e-01-3.46351629e-18j]]",(0.08411945847259893-0.2037900099551314j)
[0.         5.10967847],0.030919790267944336,"[[1.+2.68362944e-20j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.0008798584386125896+1.8976125747660373e-20j)
[3.14159265 2.69246537],0.03893136978149414,"[[3.74939946e-33+3.39389196e-50j 1.05746727e-33+6.12323400e-17j]
 [1.05746727e-33-6.12323400e-17j 1.00000000e+00-1.67838830e-18j]]",(0.0048893782601468-1.1867997501876536e-18j)
[1.63750958 2.81860907],0.038863420486450195,"[[4.66668109e-01-6.32173959e-18j 1.23842081e-17+4.98887748e-01j]
 [1.23842081e-17-4.98887748e-01j 5.33331891e-01-1.90343157e-18j]]",(0.15834762744016986-0.4211371808377676j)
[1.95257563 2.0581342 ],0.04783987998962402,"[[3.13713873e-01-1.14108686e-17j 2.59835891e-18+4.64001594e-01j]
 [2.59835891e-18-4.64001594e-01j 6.86286127e-01+5.62523725e-18j]]",(0.26395730060902645-0.6812796979375374j)
