dual_annealing,time,matrix,degree
[0.         5.98914993],1.6863055229187012,"[[1.+7.84998791e-19j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.5290537188706501+5.550779683303695e-19j)
[1.9128203  3.44968383],1.819678783416748,"[[3.32302742e-01+2.62764597e-18j 7.86912070e-18+4.71038883e-01j]
 [7.86912070e-18-4.71038883e-01j 6.67697258e-01-6.07989348e-18j]]",(0.1428379457566179+0.7727835393078059j)
[1.72778615 5.94518097],1.8571646213531494,"[[ 4.21827122e-01-2.80589017e-19j -6.17229625e-18+4.93851193e-01j]
 [-6.17229625e-18-4.93851193e-01j  5.78172878e-01+1.81992813e-19j]]",(0.16376352988947404+0.2960347631899493j)
[3.14159265 4.31782409],1.6346194744110107,"[[ 3.74939946e-33+9.53293469e-50j -1.74201242e-33+6.12323400e-17j]
 [-1.74201242e-33-6.12323400e-17j  1.00000000e+00-2.46391384e-17j]]",(0.017758772116721454-1.7422501856465e-17j)
[1.43784673 3.36580886],1.9088590145111084,"[[ 5.66279142e-01+4.66657789e-18j -2.19576286e-18+4.95587606e-01j]
 [-2.19576286e-18-4.95587606e-01j  4.33720858e-01-1.18470191e-18j]]",(0.11019006024562836+0.7085463810067627j)
[3.14159265 0.68177589],1.7675914764404297,"[[ 3.74939946e-33+1.07098623e-51j -9.77750635e-34+6.12323400e-17j]
 [-9.77750635e-34-6.12323400e-17j  1.00000000e+00-7.66464484e-18j]]",(0.4092059301919562-5.4197223397245726e-18j)
[1.55718521 3.23319879],1.6798853874206543,"[[ 5.06805346e-01-1.53857549e-18j -7.77085628e-19+4.99953685e-01j]
 [-7.77085628e-19-4.99953685e-01j  4.93194654e-01+8.10464509e-19j]]",(0.04573479811460849+0.5679319647988013j)
[3.14159265 3.14159114],1.6399054527282715,"[[3.74939946e-33+5.04738793e-56j 1.55009966e-39+6.12323400e-17j]
 [1.55009966e-39-6.12323400e-17j 1.00000000e+00-1.84764240e-23j]]",(0.25126899843310596-1.3064804677751385e-23j)
[1.95520265 1.51938382],1.7599520683288574,"[[3.12495574e-01+1.02472450e-17j 2.09562914e-17+4.63510615e-01j]
 [2.09562914e-17-4.63510615e-01j 6.87504426e-01-2.64589708e-17j]]",(0.3414985041373383-0.4396909116371207j)
[3.14159265 2.36017121],1.6136243343353271,"[[3.74939946e-33-8.43635170e-51j 1.56737010e-33+6.12323400e-17j]
 [1.56737010e-33-6.12323400e-17j 1.00000000e+00+4.66910342e-18j]]",(0.00011209797426348234+3.301554688268324e-18j)
