dual_annealing,time,matrix,degree
[1.35616579 5.3054424 ],1.9309594631195068,"[[ 6.06493229e-01+1.92093342e-17j -1.65502491e-17+4.88527576e-01j]
 [-1.65502491e-17-4.88527576e-01j  3.93506771e-01+1.90871551e-19j]]",(0.9177084993394297+4.9008764860197024e-17j)
[2.40279035 2.65787672],2.1516945362091064,"[[1.30362191e-01-1.61093440e-18j 1.95130687e-17+3.36701485e-01j]
 [1.95130687e-17-3.36701485e-01j 8.69637809e-01+7.40124471e-18j]]",(1.307604509183812-4.345517672787203e-24j)
[0.2771439  0.29825805],2.1115903854370117,"[[ 9.80920409e-01-7.19162131e-18j -3.46341376e-18+1.36804826e-01j]
 [-3.46341376e-18-1.36804826e-01j  1.90795913e-02+1.92317678e-19j]]",(0.08130414485339178-1.721244439406606e-26j)
[1.16423105 1.44818773],2.075131893157959,"[[6.97728464e-01-3.79470577e-18j 1.45401262e-17+4.59242261e-01j]
 [1.45401262e-17-4.59242261e-01j 3.02271536e-01+6.77246358e-18j]]",(1.216912876434864-5.1979254564300795e-18j)
[0.98405274 6.1825426 ],2.0267531871795654,"[[ 7.76826097e-01-2.15054099e-18j -3.52479284e-18+4.16374005e-01j]
 [-3.52479284e-18-4.16374005e-01j  2.23173903e-01+8.45622196e-20j]]",(0.08377462736214338+5.5440882359057404e-17j)
[1.14425531 1.65224156],2.147843837738037,"[[7.06862110e-01+2.24828148e-17j 1.49589643e-17+4.55201129e-01j]
 [1.49589643e-17-4.55201129e-01j 2.93137890e-01-9.63116648e-19j]]",(1.3388518270057042-2.3513596306898323e-17j)
[2.33605375 0.61363833],2.070607900619507,"[[1.53638663e-01-2.56095910e-18j 1.80580637e-17+3.60602031e-01j]
 [1.80580637e-17-3.60602031e-01j 8.46361337e-01+1.14685679e-17j]]",(0.43564745941348454-5.2918730183920054e-17j)
[0.58562709 3.73320575],2.0740110874176025,"[[9.16682821e-01+2.25826470e-18j 1.26989488e-18+2.76361044e-01j]
 [1.26989488e-18-2.76361044e-01j 8.33171791e-02-1.10707717e-18j]]",(1.0574317906517694+5.457496660244011e-29j)
[1.9157431  1.46341825],2.0532498359680176,"[[3.30926707e-01+7.49674062e-18j 2.67520772e-17+4.70546726e-01j]
 [2.67520772e-17-4.70546726e-01j 6.69073293e-01+2.40139247e-18j]]",(1.2575686106640747-1.032553963777024e-17j)
[1.99394273 1.03850623],2.1231560707092285,"[[2.94684312e-01-1.26164078e-17j 1.63137510e-17+4.55900722e-01j]
 [1.63137510e-17-4.55900722e-01j 7.05315688e-01+1.78201825e-17j]]",(0.9049298156411868-3.5484335881076126e-27j)
