COBYLA,time
[ 1.86058219 -2.50002267],0.017075300216674805
[ 3.14151969 -3.02226199],0.015554428100585938
[ 3.14167635 -2.55222803],0.01617288589477539
[ 3.14167016 -0.58103716],0.012970447540283203
[ 3.14151142 -2.55339986],0.01487421989440918
[ 9.12288422e-05 -6.87730153e-01],0.010603666305541992
[1.65801028e+00 9.79869344e-05],0.013581275939941406
[ 0.83833561 -0.67140611],0.012590646743774414
[2.29877114 1.11928925],0.011600732803344727
[1.93821521 1.97296435],0.01349949836730957
