differential_evolution,time,matrix,degree
[1.99094357 5.99592997],1.7575860023498535,"[[ 2.96052553e-01-5.76405869e-19j -1.63342884e-18+4.56514445e-01j]
 [-1.63342884e-18-4.56514445e-01j  7.03947447e-01-4.76795272e-18j]]",(0.2613716222923791-5.49395676343506e-17j)
[1.43704085 0.79675958],1.5082154273986816,"[[ 5.66678503e-01-1.07454069e-17j -4.91675749e-17+4.95534032e-01j]
 [-4.91675749e-17-4.95534032e-01j  4.33321497e-01+6.32597150e-18j]]",(0.7689211872189804-5.116411319414082e-17j)
[2.82667161 5.07821176],1.5687947273254395,"[[2.45895817e-02-1.78881194e-19j 5.29133849e-18+1.54870701e-01j]
 [5.29133849e-18-1.54870701e-01j 9.75410418e-01-1.65321620e-17j]]",(0.35105666221656207+2.2868621598237514e-17j)
[1.64895289 0.2379126 ],1.5630791187286377,"[[4.60961491e-01-6.50039215e-19j 5.78237764e-19+4.98473665e-01j]
 [5.78237764e-19-4.98473665e-01j 5.39038509e-01+5.37666401e-18j]]",(0.2366273416994157-3.339930981443846e-33j)
[0.43979546 0.99295449],1.6209800243377686,"[[ 9.52419383e-01+1.85640686e-17j -5.95341070e-18+2.12877198e-01j]
 [-5.95341070e-18-2.12877198e-01j  4.75806167e-02+1.19490663e-18j]]",(0.40560008733775055-2.440453428873686e-17j)
[1.2554503  4.85920129],1.753342866897583,"[[ 6.55072727e-01-9.24046664e-19j -4.94164446e-18+4.75344559e-01j]
 [-4.94164446e-18-4.75344559e-01j  3.44927273e-01-4.01527004e-18j]]",(1.2422524235404409+2.1012689224476345e-17j)
[0.63752151 0.7930614 ],1.8617384433746338,"[[9.01786719e-01+4.62774451e-18j 1.32287195e-17+2.97602810e-01j]
 [1.32287195e-17-2.97602810e-01j 9.82132814e-02-5.98128918e-20j]]",(0.4597613085087621+1.00089685034748e-33j)
[1.24699471 0.65579601],1.827606439590454,"[[ 6.59086455e-01-1.15002039e-17j -9.28448629e-18+4.74016350e-01j]
 [-9.28448629e-18-4.74016350e-01j  3.40913545e-01-2.43014945e-18j]]",(0.6106349478496402-2.22292445116387e-33j)
[1.80140307 3.02340242],1.9217150211334229,"[[ 3.85715877e-01-1.23235167e-18j -1.45541290e-18+4.86763946e-01j]
 [-1.45541290e-18-4.86763946e-01j  6.14284123e-01-1.53849653e-18j]]",(1.9436569882215482-2.078034394190481e-17j)
[2.10837107 3.99966704],1.8735570907592773,"[[ 2.43972840e-01+6.65281558e-18j -2.41789384e-17+4.29476534e-01j]
 [-2.41789384e-17-4.29476534e-01j  7.56027160e-01+2.93327703e-18j]]",(1.5622066239560124+3.502222826796648e-35j)
