Nelder-Mead,time,matrix,degree
[1.29556279 3.57776664],0.1915740966796875,"[[ 6.35885846e-01+2.06714371e-18j -1.03978471e-17+4.81180877e-01j]
 [-1.03978471e-17-4.81180877e-01j  3.64114154e-01+2.77146604e-18j]]",(1.8791328486099412-1.2010521949621527e-17j)
[1.77450063 5.86882188],0.190077543258667,"[[3.98850791e-01-5.75917061e-18j 1.20202017e-17+4.89661962e-01j]
 [1.20202017e-17-4.89661962e-01j 6.01149209e-01-2.21973077e-18j]]",(0.40289916336017967+5.4324019123607154e-17j)
[2.52515836 5.79239847],0.2182328701019287,"[[9.20274612e-02+1.12889092e-18j 4.40929507e-18+2.89064712e-01j]
 [4.40929507e-18-2.89064712e-01j 9.07972539e-01-1.28699225e-17j]]",(1.655889437423122-3.96324587236695e-18j)
[1.49682076 4.30682738],0.19207501411437988,"[[5.36954059e-01-8.03291266e-18j 1.73757578e-17+4.98632528e-01j]
 [1.73757578e-17-4.98632528e-01j 4.63045941e-01+5.19134142e-18j]]",(1.6654833183675768-1.740588764432404e-33j)
[3.14159265 2.21711194],0.18271565437316895,"[[3.74939946e-33-1.13143852e-50j 1.02449959e-33+6.12323400e-17j]
 [1.02449959e-33-6.12323400e-17j 1.00000000e+00+1.57357318e-17j]]",(1.8906889403443838+2.2252697784368886e-17j)
[3.14159265 2.03974298],0.18700003623962402,"[[ 3.74939946e-33+1.43922770e-49j -5.45451558e-34+6.12323400e-17j]
 [-5.45451558e-34-6.12323400e-17j  1.00000000e+00-1.47269866e-17j]]",(1.1742739857128475-1.628172133507058e-17j)
[0.91823342 4.76605054],0.1834120750427246,"[[8.03612351e-01+3.62867490e-18j 5.19581256e-17+3.97265076e-01j]
 [5.19581256e-17-3.97265076e-01j 1.96387649e-01+2.93295005e-18j]]",(1.0930864977825148-1.762741199570145e-17j)
[1.60408926 4.16367713],0.19947028160095215,"[[4.83356609e-01-1.25705647e-18j 8.67768309e-18+4.99722921e-01j]
 [8.67768309e-18-4.99722921e-01j 5.16643391e-01+9.46176094e-19j]]",(1.7435037608415533+2.6161932105005183e-33j)
[3.14159265 3.70257694],0.1898021697998047,"[[3.74939946e-33+5.13363513e-50j 1.56668215e-33+6.12323400e-17j]
 [1.56668215e-33-6.12323400e-17j 1.00000000e+00-1.33623172e-17j]]",(1.656697793727047-3.562952614084233e-17j)
[2.83426061 5.13772562],0.20090889930725098,"[[2.34279687e-02+6.26377708e-19j 1.10296760e-17+1.51258385e-01j]
 [1.10296760e-17-1.51258385e-01j 9.76572031e-01-2.38941722e-17j]]",(1.9342809656191562-2.5228872953431787e-17j)
