dual_annealing,time,matrix,degree
[1.34663839 5.81550871],2.0032501220703125,"[[ 6.11142724e-01+1.31800644e-17j -6.04761377e-18+4.87490815e-01j]
 [-6.04761377e-18-4.87490815e-01j  3.88857276e-01+4.78232758e-18j]]",(0.4518319441856825+1.442359586996544e-25j)
[0.7956559  2.42991371],1.991809606552124,"[[ 8.49908197e-01-1.36420913e-17j -3.63464769e-18+3.57161384e-01j]
 [-3.63464769e-18-3.57161384e-01j  1.50091803e-01-1.05243874e-18j]]",(1.3391471302114466+2.083885908559934e-27j)
[0.93041388 4.22405093],2.3269994258880615,"[[7.98751078e-01+1.95766690e-17j 1.90164995e-17+4.00933652e-01j]
 [1.90164995e-17-4.00933652e-01j 2.01248922e-01+1.18227127e-18j]]",(1.374522589141277+2.2280231496289106e-26j)
[0.77417685 5.91611065],2.3124194145202637,"[[ 8.57498383e-01-1.15844136e-17j -1.03868247e-17+3.49563880e-01j]
 [-1.03868247e-17-3.49563880e-01j  1.42501617e-01-1.50628257e-19j]]",(0.25519368774719986-5.4578800126121785e-17j)
[0.99719131 1.13007437],2.081627130508423,"[[ 7.71331802e-01+1.79388627e-17j -8.09285518e-19+4.19975063e-01j]
 [-8.09285518e-19-4.19975063e-01j  2.28668198e-01-4.48963702e-18j]]",(0.8994979236753406+4.688298039158957e-17j)
[1.94299595 2.77357402],2.0770769119262695,"[[ 3.18167339e-01-2.21021747e-18j -2.17204199e-17+4.65764837e-01j]
 [-2.17204199e-17-4.65764837e-01j  6.81832661e-01-5.43352884e-18j]]",(1.8316071804950207+2.3304817838206987e-26j)
[1.70849179 2.78486513],1.9303505420684814,"[[ 4.31369621e-01-2.29839528e-18j -9.30158002e-18+4.95267474e-01j]
 [-9.30158002e-18-4.95267474e-01j  5.68630379e-01+3.54562491e-18j]]",(1.9496408382719084-1.1838607286588955e-27j)
[2.12892667 5.54203466],1.9583532810211182,"[[ 2.35199402e-01+4.34919095e-18j -1.98298556e-17+4.24123382e-01j]
 [-1.98298556e-17-4.24123382e-01j  7.64800598e-01-1.50377623e-17j]]",(0.6143881196549986+7.982669227173353e-26j)
[1.32844414 1.47304932],2.4836368560791016,"[[ 6.19993365e-01+1.26202177e-17j -6.88247447e-18+4.85388084e-01j]
 [-6.88247447e-18-4.85388084e-01j  3.80006635e-01+1.00836482e-17j]]",(1.3041745197577432-2.0561537872997936e-17j)
[2.49639677 6.15249965],2.3266613483428955,"[[ 1.00509006e-01+3.22413861e-19j -1.14857345e-18+3.00677477e-01j]
 [-1.14857345e-18-3.00677477e-01j  8.99490994e-01+2.17882076e-18j]]",(0.07853255498047411-4.530844940478497e-19j)
