Nelder-Mead,time,matrix,degree,Powell,time,matrix,degree,differential_evolution,time,matrix,degree,dual_annealing,time,matrix,degree,Density Matrix
[1.87488198 0.795535  ],0.2279369831085205,"[[3.50289548e-01-8.65259192e-18j 1.09407809e-17+4.77060563e-01j]
 [1.09407809e-17-4.77060563e-01j 6.49710452e-01-5.14078129e-18j]]",(0.7391788296518051+5.117728872899912e-17j),[1.87488198 0.795535  ],0.8833882808685303,"[[3.50289548e-01+1.38623161e-17j 5.18061410e-18+4.77060563e-01j]
 [5.18061410e-18-4.77060563e-01j 6.49710452e-01+1.06475320e-17j]]",(0.7391788296518051-5.929700213275657e-33j),[1.87488198 0.795535  ],1.827223777770996,"[[3.50289548e-01+3.95827696e-18j 1.34746187e-17+4.77060563e-01j]
 [1.34746187e-17-4.77060563e-01j 6.49710452e-01+8.35490142e-18j]]",(0.7391788296518051+5.117728872899912e-17j),[1.87488198 0.795535  ],2.133924961090088,"[[ 3.50289551e-01+4.45769687e-18j -1.23143816e-17+4.77060564e-01j]
 [-1.23143816e-17-4.77060564e-01j  6.49710449e-01-2.06831972e-19j]]",(0.7391788303097704+5.117728883860467e-17j),"  (0, 0)	(0.3502895480012372-8.262491694619548e-18j)
  (0, 1)	(0.3407348573069479+0.3338959981466384j)
  (1, 0)	(0.3407348573069479-0.33389599814663834j)
  (1, 1)	(0.6497104519987629+8.262491694619548e-18j)"
[1.57916822 1.17749163],0.2240610122680664,"[[ 4.95814100e-01+7.60158475e-18j -1.91973932e-17+4.99982478e-01j]
 [-1.91973932e-17-4.99982478e-01j  5.04185900e-01+5.87958965e-18j]]",(1.1105979441626026-1.2096185489040118e-34j),[1.57916822 1.17749163],0.8759570121765137,"[[ 4.95814100e-01+2.85038469e-18j -1.44461932e-17+4.99982478e-01j]
 [-1.44461932e-17-4.99982478e-01j  5.04185900e-01+1.09040786e-17j]]",(1.1105979441626024-3.6765759254675815e-34j),[1.57916822 1.17749163],1.7909696102142334,"[[ 4.95814100e-01+2.85038469e-18j -1.44461932e-17+4.99982478e-01j]
 [-1.44461932e-17-4.99982478e-01j  5.04185900e-01+1.09040786e-17j]]",(1.1105979441626024-3.6765759254675815e-34j),[1.57916822 1.17749162],2.351256847381592,"[[4.95814103e-01-1.59581059e-18j 3.37577387e-18+4.99982478e-01j]
 [3.37577387e-18-4.99982478e-01j 5.04185897e-01-9.33941028e-18j]]",(1.1105979441904226+4.5483299788320515e-26j),"  (0, 0)	(0.4958141004524135-3.4902948398520676e-19j)
  (0, 1)	(0.4618076181154818+0.19161472306553776j)
  (1, 0)	(0.4618076181154818-0.19161472306553776j)
  (1, 1)	(0.5041858995475864+3.490294839852022e-19j)"
[0.29458274 0.        ],0.22296953201293945,"[[0.97846169+0.j        0.        +0.1451703j]
 [0.        -0.1451703j 0.02153831+0.j       ]]",(0.3408976832967413+2.5324279061834864e-19j),[0.45966293 5.49778715],1.0216586589813232,"[[ 9.48101045e-01+1.64300793e-17j -1.71578207e-18+2.21823024e-01j]
 [-1.71578207e-18-2.21823024e-01j  5.18989554e-02-1.15778765e-18j]]",(0.3688180025804942+5.722308350223828e-33j),[0.45966293 5.42583333],1.7934598922729492,"[[ 9.48101045e-01+1.02075728e-17j -5.93911581e-18+2.21823024e-01j]
 [-5.93911581e-18-2.21823024e-01j  5.18989554e-02+8.05826449e-19j]]",(0.3688180025804942+3.25810663668849e-33j),[0.45966293 5.42583332],2.111382484436035,"[[ 9.48101044e-01-2.58161197e-17j -3.92186403e-18+2.21823024e-01j]
 [-3.92186403e-18-2.21823024e-01j  5.18989558e-02-5.49986300e-19j]]",(0.3688180032835854+5.413410019097056e-26j),"  (0, 0)	(0.9481010446302426-7.108700268677945e-19j)
  (0, 1)	(-0.167723102334683+0.1451702956686208j)
  (1, 0)	(-0.167723102334683-0.1451702956686208j)
  (1, 1)	(0.05189895536975741+7.108700268677937e-19j)"
[1.49111108 0.16662691],0.2528526782989502,"[[5.39800470e-01-1.28845517e-18j 2.51914506e-19+4.98413405e-01j]
 [2.51914506e-19-4.98413405e-01j 4.60199530e-01-7.24437411e-19j]]",(0.16590608952511277-1.5018009458919386e-33j),[1.49111108 0.16662691],0.9263520240783691,"[[5.39800470e-01-2.27862100e-18j 6.32248004e-18+4.98413405e-01j]
 [6.32248004e-18-4.98413405e-01j 4.60199530e-01+1.13387097e-18j]]",(0.16590608952511277+1.3574446120176432e-33j),[1.49111108 0.16662691],1.9454989433288574,"[[5.39800470e-01+1.78251963e-18j 6.00368511e-18+4.98413405e-01j]
 [6.00368511e-18-4.98413405e-01j 4.60199530e-01+3.29507185e-18j]]",(0.16590608952511277+3.664531062885628e-34j),[1.49111108 0.16662691],2.1051180362701416,"[[ 5.39800472e-01+1.80094644e-18j -2.91786721e-19+4.98413405e-01j]
 [-2.91786721e-19-4.98413405e-01j  4.60199528e-01-1.42435820e-18j]]",(0.16590608948997915+1.6843534125807797e-25j),"  (0, 0)	(0.5398004695976435-1.0300805628744605e-18j)
  (0, 1)	(0.08266531723121782+0.49151029281884745j)
  (1, 0)	(0.08266531723121782-0.49151029281884745j)
  (1, 1)	(0.46019953040235656+1.0300805628744605e-18j)"
[0.       0.363348],0.1960735321044922,"[[1.-3.18847723e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(1.9602075597456983-3.1110130810151757e-18j),[2.74243696 3.47352447],0.955244779586792,"[[3.93052729e-02-3.82920498e-19j 5.93390184e-18+1.94320273e-01j]
 [5.93390184e-18-1.94320273e-01j 9.60694727e-01+5.36390969e-18j]]",(0.766820117349331+1.365179656832176e-21j),[2.74196734 3.47673574],1.5989060401916504,"[[ 3.93965807e-02-2.62610387e-19j -2.06375378e-18+1.94536604e-01j]
 [-2.06375378e-18-1.94536604e-01j  9.60603419e-01-6.04445495e-18j]]",(0.7672466931899797+0j),[2.74197434 3.47674151],2.097764730453491,"[[ 3.93952195e-02-2.92473424e-19j -5.86825818e-18+1.94533381e-01j]
 [-5.86825818e-18-1.94533381e-01j  9.60604781e-01+1.28543955e-18j]]",(0.7672403376868473+5.548065019783727e-24j),"  (0, 0)	(0.03939658067895379-7.155113599463995e-21j)
  (0, 1)	(-0.0639839258241933-0.18371322038950985j)
  (1, 0)	(-0.0639839258241933+0.18371322038950985j)
  (1, 1)	(0.9606034193210463+7.155113599463995e-21j)"
[0.39016332 0.        ],0.1922609806060791,"[[0.96242348+0.j         0.        +0.19016973j]
 [0.        -0.19016973j 0.03757652+0.j        ]]",(1.4162740220350156-2.0960199379113174e-17j),[1.73104737 5.10789577],0.8829576969146729,"[[4.20216982e-01+1.08406509e-17j 7.90781382e-18+4.93593628e-01j]
 [7.90781382e-18-4.93593628e-01j 5.79783018e-01+8.30741449e-18j]]",(1.094598013641459-2.3099542643127657e-17j),[1.73104737 5.10789577],1.865293025970459,"[[4.20216982e-01+1.08406509e-17j 7.90781382e-18+4.93593628e-01j]
 [7.90781382e-18-4.93593628e-01j 5.79783018e-01+8.30741449e-18j]]",(1.094598013641459-2.3099542643127657e-17j),[1.73104736 5.10789577],2.241063356399536,"[[4.20216984e-01+2.99232894e-18j 1.01492861e-17+4.93593629e-01j]
 [1.01492861e-17-4.93593629e-01j 5.79783016e-01+2.62116667e-17j]]",(1.0945980139150595-2.3099542713438965e-17j),"  (0, 0)	(0.4202169820713258+2.0290573890387814e-18j)
  (0, 1)	(-0.4554889050644679+0.19016973316846464j)
  (1, 0)	(-0.4554889050644679-0.1901697331684646j)
  (1, 1)	(0.5797830179286743-2.0290573890387825e-18j)"
[1.35037413 0.66793145],0.2009904384613037,"[[6.09320812e-01-1.28189784e-17j 2.76859702e-17+4.87902613e-01j]
 [2.76859702e-17-4.87902613e-01j 3.90679188e-01-5.29181550e-18j]]",(0.6397227106520006+5.244415137644639e-17j),[1.35037413 0.66793145],0.9731600284576416,"[[ 6.09320812e-01-1.28189784e-17j -1.32514121e-17+4.87902613e-01j]
 [-1.32514121e-17-4.87902613e-01j  3.90679188e-01+3.56167990e-18j]]",(0.6397227106520006+1.0488830275289277e-16j),[1.35037413 0.66793145],1.747187614440918,"[[6.09320812e-01+1.75479056e-18j 2.03990857e-17+4.87902613e-01j]
 [2.03990857e-17-4.87902613e-01j 3.90679188e-01-2.77966930e-18j]]",(0.6397227106520006+5.244415137644639e-17j),[1.35037412 0.66793145],2.1776890754699707,"[[6.09320815e-01-6.21045501e-18j 1.04980058e-17+4.87902613e-01j]
 [1.04980058e-17-4.87902613e-01j 3.90679185e-01+3.03988604e-18j]]",(0.6397227101931943+5.244415119415282e-17j),"  (0, 0)	(0.6093208117435677+6.634828353580584e-18j)
  (0, 1)	(0.30218896502990006+0.38305455164230234j)
  (1, 0)	(0.30218896502990006-0.3830545516423023j)
  (1, 1)	(0.3906791882564323-6.634828353580584e-18j)"
[0.       0.363348],0.18920516967773438,"[[1.-3.18847723e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.8753536807562092+2.243647773215377e-18j),[0.12561133 3.22998932],0.9696402549743652,"[[ 9.96060632e-01+1.58349718e-18j -1.31552357e-19+6.26406341e-02j]
 [-1.31552357e-19-6.26406341e-02j  3.93936766e-03-1.07896891e-20j]]",(0.9202204879633513+4.040658810661537e-18j),[0.90602653 4.34495493],1.7601864337921143,"[[8.08438983e-01+2.31391035e-18j 2.50789087e-18+3.93529406e-01j]
 [2.50789087e-18-3.93529406e-01j 1.91561017e-01-7.46276318e-20j]]",(1.2976792843912677+9.157138481128404e-34j),[0.90602652 4.34495493],2.0744521617889404,"[[ 8.08438985e-01-6.52677221e-18j -2.59364580e-17+3.93529405e-01j]
 [-2.59364580e-17-3.93529405e-01j  1.91561015e-01+6.76139303e-18j]]",(1.2976792824993324-1.1222044651485048e-26j),"  (0, 0)	(0.8084389833966392-4.157371465363567e-18j)
  (0, 1)	(-0.3672621690870007-0.14136439678631646j)
  (1, 0)	(-0.3672621690870007+0.14136439678631646j)
  (1, 1)	(0.19156101660336086+4.157371465363565e-18j)"
[1.37525234 0.51631366],0.19719648361206055,"[[5.97150092e-01+3.13702248e-18j 2.16040417e-17+4.90471059e-01j]
 [2.16040417e-17-4.90471059e-01j 4.02849908e-01+5.44942546e-19j]]",(0.5008668823697412-5.367163263150272e-17j),[1.37525234 0.51631366],0.9168949127197266,"[[ 5.97150092e-01-3.88104534e-18j -5.99318603e-18+4.90471059e-01j]
 [-5.99318603e-18-4.90471059e-01j  4.02849908e-01-5.76511307e-18j]]",(0.5008668823697412-5.367163263150271e-17j),[1.37525234 0.51631366],1.7661280632019043,"[[ 5.97150092e-01+1.13204472e-17j -1.04220790e-17+4.90471059e-01j]
 [-1.04220790e-17-4.90471059e-01j  4.02849908e-01-2.91059236e-18j]]",(0.5008668823697412-5.367163263150272e-17j),[1.37525234 0.51631367],2.190948724746704,"[[5.97150093e-01+8.67125376e-19j 2.42320878e-19+4.90471059e-01j]
 [2.42320878e-19-4.90471059e-01j 4.02849907e-01+2.60706424e-18j]]",(0.5008668822155907-5.36716327600077e-17j),"  (0, 0)	(0.5971500918440705+8.330120627818935e-18j)
  (0, 1)	(0.24213462260802146+0.4265356775102871j)
  (1, 0)	(0.24213462260802146-0.42653567751028715j)
  (1, 1)	(0.40284990815592936-8.330120627818934e-18j)"
[1.53330088 0.        ],0.22742247581481934,"[[0.51874333+0.j         0.        +0.49964856j]
 [0.        -0.49964856j 0.48125667+0.j        ]]",(0.3076156133592595-1.3175783466732088e-33j),[1.53330088 5.97412475],0.8721997737884521,"[[5.18743331e-01+6.93287074e-18j 4.11247859e-19+4.99648564e-01j]
 [4.11247859e-19-4.99648564e-01j 4.81256669e-01+6.62032774e-18j]]",(0.3076156133592595-1.3739786767307957e-33j),[1.53330088 5.97412475],1.6494228839874268,"[[5.18743331e-01+6.93287074e-18j 4.11247859e-19+4.99648564e-01j]
 [4.11247859e-19-4.99648564e-01j 4.81256669e-01+6.62032774e-18j]]",(0.3076156133592595-1.3739786767307957e-33j),[1.53330088 5.97412475],2.2174084186553955,"[[5.18743332e-01-4.44324817e-18j 1.35038089e-17+4.99648564e-01j]
 [1.35038089e-17-4.99648564e-01j 4.81256668e-01-6.01135989e-18j]]",(0.3076156133423612+8.438547470121816e-26j),"  (0, 0)	(0.5187433305220176-3.6506869545207085e-18j)
  (0, 1)	(-0.15197502328168863+0.4759750832338523j)
  (1, 0)	(-0.15197502328168863-0.4759750832338523j)
  (1, 1)	(0.4812566694779823+3.650686954520706e-18j)"
