differential_evolution,time,matrix,degree
[0.99731009 2.15939729],1.814220905303955,"[[7.71281915e-01+1.59845841e-17j 2.74125296e-17+4.20007289e-01j]
 [2.74125296e-17-4.20007289e-01j 2.28718085e-01+6.08890571e-18j]]",(1.48147613569012+0j)
[2.29267586 4.74132934],1.7270264625549316,"[[ 1.69601723e-01-2.39348047e-18j -2.20346374e-17+3.75282532e-01j]
 [-2.20346374e-17-3.75282532e-01j  8.30398277e-01+1.79447372e-17j]]",(1.0459891970902055+3.73276596199827e-18j)
[2.70529026 5.99652665],1.8032264709472656,"[[4.68397844e-02-2.60130533e-19j 1.66263901e-18+2.11295573e-01j]
 [1.66263901e-18-2.11295573e-01j 9.53160216e-01-8.14619425e-18j]]",(0.12072506744272632-3.044440367508383e-17j)
[1.50861539 0.12029153],1.864264726638794,"[[ 5.31070439e-01-2.44725722e-18j -6.90944014e-18+4.99033694e-01j]
 [-6.90944014e-18-4.99033694e-01j  4.68929561e-01+6.62460108e-19j]]",(0.11998667671677153+0j)
[2.11446385 4.91164124],1.9017374515533447,"[[2.41360903e-01+6.88614492e-18j 2.05904344e-17+4.27908656e-01j]
 [2.05904344e-17-4.27908656e-01j 7.58639097e-01+1.51471447e-17j]]",(1.083928053767529+1.0740441493311183e-17j)
[1.48804506 2.78171932],1.745805263519287,"[[ 5.41328426e-01+6.67838997e-18j -1.02059029e-17+4.98289034e-01j]
 [-1.02059029e-17-4.98289034e-01j  4.58671574e-01-1.00728639e-18j]]",(1.960976687414178+9.934678873220405e-18j)
[2.54672014 0.03444207],2.4295146465301514,"[[ 8.58900262e-02+8.94708076e-20j -4.50827801e-19+2.80201587e-01j]
 [-4.50827801e-19-2.80201587e-01j  9.14109974e-01-8.72571769e-19j]]",(0.01930049392278284+5.526394203800231e-17j)
[1.37203616 1.08621772],1.8814144134521484,"[[ 5.98727031e-01+2.60048633e-17j -2.64648007e-17+4.90156070e-01j]
 [-2.64648007e-17-4.90156070e-01j  4.01272969e-01-5.82076455e-18j]]",(1.0132506252192486+2.3761719335431996e-17j)
[2.76734858 2.76265679],2.0109140872955322,"[[ 3.46078843e-02+2.62529123e-19j -5.62177319e-19+1.82784514e-01j]
 [-5.62177319e-19-1.82784514e-01j  9.65392116e-01-5.20177874e-19j]]",(0.7180540363378223+0j)
[1.53474039 5.77310243],1.6187000274658203,"[[ 5.18024063e-01-4.58058325e-18j -1.04509842e-17+4.99675028e-01j]
 [-1.04509842e-17-4.99675028e-01j  4.81975937e-01-5.33259902e-18j]]",(0.5042430739506916-1.0604118130264271e-33j)
