differential_evolution,time,matrix,degree
[3.14159265 2.93745855],0.25910401344299316,"[[-3.67155024e-33-7.60075717e-34j -1.24129785e-17+5.99609658e-17j]
 [-1.24129785e-17+5.99609658e-17j  9.79236885e-01+2.02719322e-01j]]",(0.2350198174716758+0.15485650089445993j)
[1.95668571e-07 2.43589212e+00],0.45386219024658203,"[[-7.61157397e-01-6.48567204e-01j -6.34521089e-08+7.44672900e-08j]
 [-6.34521089e-08+7.44672900e-08j  7.28545411e-15+6.20779174e-15j]]",(1.7603534704979829+0.648567143978679j)
[3.14158804 3.36139044],0.42789769172668457,"[[-5.19552314e-12+1.16071680e-12j  5.03064342e-07+2.25178306e-06j]
 [ 5.03064342e-07+2.25178306e-06j  9.75941558e-01-2.18032281e-01j]]",(0.006986144360790603-0.2158232681297889j)
[3.14159265 0.72835596],0.28875184059143066,"[[ 2.79806340e-33-2.49576391e-33j -4.07589177e-17-4.56958432e-17j]
 [-4.07589177e-17-4.56958432e-17j -7.46269752e-01+6.65643641e-01j]]",(1.3476839016349427-0.6330524749069573j)
[2.13641787 3.53483659],0.36143040657043457,"[[-0.21431905+0.0889107j   0.16175379+0.38990719j]
 [ 0.16175379+0.38990719j  0.70935184-0.29427606j]]",(0.3948374416604922+0.582114375420792j)
[1.58893161 1.5794487 ],0.5175087451934814,"[[-0.00424768-0.49091448j -0.49989907+0.00432542j]
 [-0.49989907+0.00432542j  0.00440459+0.50904809j]]",(0.8380667383317987-0.022203685158451607j)
[0.         4.14300812],0.36728858947753906,"[[-0.53911069+0.84223492j  0.        +0.j        ]
 [ 0.        +0.j          0.        +0.j        ]]",(1.1657867329825815-0.8045270070278154j)
[3.14158511 2.998099  ],0.24770045280456543,"[[-1.40727922e-11-2.03333122e-12j -5.39230811e-07+3.73204477e-06j]
 [-5.39230811e-07+3.73204477e-06j  9.89722439e-01+1.43001723e-01j]]",(0.09742282939289276+0.12081053617923947j)
[3.14158545 4.79376618],0.3119540214538574,"[[ 1.05578009e-12+1.29452540e-11j  3.59199309e-06-2.92953292e-07j]
 [ 3.59199309e-06-2.92953292e-07j -8.12874121e-02-9.96690703e-01j]]",(0.7014201067232102+0.9345538886516129j)
[0.70533706 3.09994899],0.5507206916809082,"[[-0.879933  -0.03666483j -0.01349469+0.32386422j]
 [-0.01349469+0.32386422j  0.11920002+0.0049668j ]]",(1.6044844974488566+0.028536033861127068j)
