COBYLA,time
[2.93872037 1.6080459 ],0.015598297119140625
[3.141716   1.58013039],0.011755704879760742
[0.8560474  0.93211539],0.012921333312988281
[3.141716   1.58013039],0.011951684951782227
[5.38788638 0.56169846],0.015578508377075195
[3.141716   1.58013039],0.01204681396484375
[2.83568885 0.25830603],0.011599063873291016
[3.14168455 1.5857837 ],0.010552644729614258
[3.141716   1.58013039],0.011480331420898438
[3.14171578 1.58012756],0.011083602905273438
