differential_evolution,time,matrix,degree
[0.72786671 5.24853461],0.3932042121887207,"[[ 8.73297667e-01-2.25849230e-17j -2.23807491e-17+3.32639222e-01j]
 [-2.23807491e-17-3.32639222e-01j  1.26702333e-01+6.57719524e-19j]]",(0.28988890586971233+0.1605120785499482j)
[1.35947021 1.43523948],0.28249192237854004,"[[6.04878349e-01-1.26128357e-17j 6.25511116e-17+4.88876807e-01j]
 [6.25511116e-17-4.88876807e-01j 3.95121651e-01-5.32391985e-19j]]",(0.280204307795406-0.42280898614074464j)
[1.60409568 3.31276463],0.28121185302734375,"[[4.83353398e-01+7.49060769e-20j 6.89173883e-18+4.99722814e-01j]
 [6.89173883e-18-4.99722814e-01j 5.16646602e-01+2.96701519e-18j]]",(0.08512144405075686+0.5937798540777427j)
[3.14159264 3.53687246],0.5187134742736816,"[[ 6.52173492e-17+3.95340075e-34j -4.88644789e-26+8.07572593e-09j]
 [-4.88644789e-26-8.07572593e-09j  1.00000000e+00+6.97375294e-18j]]",(0.00030799803183046543+4.931187992388773e-18j)
[3.14159265 1.09977545],0.2739439010620117,"[[ 3.74939946e-33+8.55179576e-50j -2.14852921e-33+6.12323400e-17j]
 [-2.14852921e-33-6.12323400e-17j  1.00000000e+00-2.56178823e-17j]]",(0.459720368541976-1.8114578297386102e-17j)
[1.49842211 1.3391725 ],0.31606125831604004,"[[ 5.36155526e-01+5.95962181e-18j -1.35170692e-17+4.98691065e-01j]
 [-1.35170692e-17-4.98691065e-01j  4.63844474e-01-7.01968803e-18j]]",(0.14295354491563575-0.38421240085854474j)
[3.14159222 2.98094719],0.29991626739501953,"[[ 4.61288579e-14-7.89868633e-32j -1.06616347e-25+2.14776297e-07j]
 [-1.06616347e-25-2.14776297e-07j  1.00000000e+00-1.29598627e-18j]]",(0.08026775049767854-9.164006801174205e-19j)
[0.         3.07197282],0.22642159461975098,"[[1.-2.0541135e-18j 0.+0.0000000e+00j]
 [0.+0.0000000e+00j 0.+0.0000000e+00j]]",(0.543511828366488-1.4524775825259407e-18j)
[4.80744877e-06 3.58823073e+00],0.18983840942382812,"[[1.00000000e+00-5.23143960e-18j 1.12889533e-22+2.40372439e-06j]
 [1.12889533e-22-2.40372439e-06j 5.77789093e-12+2.90668838e-29j]]",(0.13698523026091336-3.699186412717715e-18j)
[3.14158929 1.29522387],0.34634947776794434,"[[ 2.82194965e-12-5.00064436e-30j -6.15921920e-23+1.67986596e-06j]
 [-6.15921920e-23-1.67986596e-06j  1.00000000e+00+2.62271596e-17j]]",(0.03001254705211532+1.854540243886921e-17j)
