Nelder-Mead,time,matrix,degree
[1.67034162 1.31087418],0.057488441467285156,"[[ 4.50309514e-01-2.37225533e-18j -2.59036108e-17+4.97524729e-01j]
 [-2.59036108e-17-4.97524729e-01j  5.49690486e-01-1.31361556e-17j]]",(0.48080872931194807-0.3696436559278144j)
[1.45513026 2.78169608],0.03478074073791504,"[[ 5.57704164e-01-1.45727326e-18j -5.10292254e-18+4.96659068e-01j]
 [-5.10292254e-18-4.96659068e-01j  4.42295836e-01+4.98630137e-18j]]",(0.17488045891744666-0.03180677442441455j)
[3.14159265 2.48264844],0.029982805252075195,"[[3.74939946e-33+5.85605667e-50j 1.73256254e-33+6.12323400e-17j]
 [1.73256254e-33-6.12323400e-17j 1.00000000e+00+2.44485460e-17j]]",(0.18447930869170936+0.10626924310487518j)
[1.30990278 2.116471  ],0.03261971473693848,"[[6.28971984e-01-1.90094528e-17j 2.28956102e-18+4.83079939e-01j]
 [2.28956102e-18-4.83079939e-01j 3.71028016e-01-1.30662135e-17j]]",(0.41292569921202954-0.7337887198971442j)
[1.11348122 5.68490732],0.043677568435668945,"[[7.20770351e-01-4.41002915e-18j 2.86308452e-18+4.48620610e-01j]
 [2.86308452e-18-4.48620610e-01j 2.79229649e-01-6.51590387e-18j]]",(0.2526763072282835+0.07791818176803122j)
[2.55266721 3.32706735],0.04196357727050781,"[[8.42309805e-02-8.00486981e-21j 3.49083008e-19+2.77733906e-01j]
 [3.49083008e-19-2.77733906e-01j 9.15769019e-01-2.61680891e-18j]]",(0.05122841040780666+0.550707165202498j)
[0.96866745 3.74004605],0.032706499099731445,"[[7.83199115e-01+2.59085694e-18j 1.42766976e-17+4.12065846e-01j]
 [1.42766976e-17-4.12065846e-01j 2.16800885e-01+3.22846267e-18j]]",(0.23215033008275315+0.7525058707283898j)
[0.71591373 6.28318531],0.05122089385986328,"[[8.77246933e-01-5.34974727e-33j 2.13647341e-33+3.28153549e-01j]
 [2.13647341e-33-3.28153549e-01j 1.22753067e-01+1.10305230e-33j]]",(0.1442986942114162+1.7806405116752727e-05j)
[1.4915992  2.89756546],0.03070378303527832,"[[ 5.39557183e-01+6.02643026e-18j -1.18831304e-18+4.98432773e-01j]
 [-1.18831304e-18-4.98432773e-01j  4.60442817e-01-2.85194123e-18j]]",(0.12042765163569027-0.014769113259308601j)
[1.15030931 5.51596387],0.04802751541137695,"[[ 7.04102548e-01-1.28461221e-18j -2.21357376e-17+4.56445123e-01j]
 [-2.21357376e-17-4.56445123e-01j  2.95897452e-01-2.20016203e-18j]]",(0.31682796372437344+0.12786627814726453j)
