Powell,time,matrix,degree
[1.92776933 0.71401556],0.9270503520965576,"[[3.25280166e-01-1.10966127e-18j 7.37820424e-18+4.68479434e-01j]
 [7.37820424e-18-4.68479434e-01j 6.74719834e-01+1.09640794e-17j]]",(0.6548822457441942+4.243426179376889e-34j)
[1.28612871 4.76255051],0.8476669788360596,"[[ 6.40419228e-01-7.61557724e-19j -2.28775161e-18+4.79877526e-01j]
 [-2.28775161e-18-4.79877526e-01j  3.59580772e-01+7.70257990e-18j]]",(1.3228332164551744+4.776640510885259e-17j)
[0.8883292  1.83926637],0.9981818199157715,"[[8.15354738e-01-1.98484920e-17j 2.03532081e-17+3.88009522e-01j]
 [2.03532081e-17-3.88009522e-01j 1.84645262e-01-7.50301077e-19j]]",(1.234459032523413+3.36459723982349e-17j)
[0.95091578 0.97483434],0.8456499576568604,"[[ 7.90468968e-01+1.43255697e-17j -1.06674009e-17+4.06973929e-01j]
 [-1.06674009e-17-4.06973929e-01j  2.09531032e-01+5.01600985e-18j]]",(0.7624174805029925-2.2458576622562815e-34j)
[2.44054279 2.71533494],0.9176321029663086,"[[ 1.17917287e-01-8.28505021e-19j -3.72656978e-18+3.22510155e-01j]
 [-3.72656978e-18-3.22510155e-01j  8.82082713e-01+4.05637182e-18j]]",(1.2608520155446934-7.1056621868478e-34j)
[2.97111887 0.7903066 ],0.93424391746521,"[[7.24774939e-03+4.08221635e-20j 1.67534862e-18+8.48246398e-02j]
 [1.67534862e-18-8.48246398e-02j 9.92752251e-01-1.90761116e-17j]]",(0.6924037054731431-1.1985900306676122e-17j)
[0.92735685 3.95213113],0.8523011207580566,"[[7.99975345e-01-6.87159368e-18j 1.28483599e-17+4.00018490e-01j]
 [1.28483599e-17-4.00018490e-01j 2.00024655e-01-3.70094806e-19j]]",(1.1903808821255653+0j)
[0.72130644 3.17089281],0.8562726974487305,"[[ 8.75471820e-01-2.85147826e-20j -2.46225418e-19+3.30183149e-01j]
 [-2.46225418e-19-3.30183149e-01j  1.24528180e-01-7.92818677e-20j]]",(1.3205908683073635-3.4690746438828022e-18j)
[1.47682819 0.59998526],0.9956741333007812,"[[ 5.46914956e-01-8.06889523e-18j -3.23525205e-18+4.97794121e-01j]
 [-3.23525205e-18-4.97794121e-01j  4.53085044e-01+4.21084157e-18j]]",(0.5884188690880838+2.8909100403699985e-33j)
[1.12581348 0.78539816],0.869966983795166,"[[ 7.15221199e-01+1.33001657e-17j -2.96327869e-19+4.51309024e-01j]
 [-2.96327869e-19-4.51309024e-01j  2.84778801e-01-1.99527569e-18j]]",(0.5427379870663305+2.3322202504108847e-32j)
