dual_annealing,time,matrix,degree
[0.         4.44296235],2.1907222270965576,"[[1.-1.50728914e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.6570102012966048-1.0658143733324474e-17j)
[0.         3.67930549],2.0050301551818848,"[[1.+3.75707554e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.3310412688094952+2.6566535922009285e-18j)
[1.01031842 4.9400134 ],2.3459014892578125,"[[ 7.65795522e-01-1.39287026e-17j -1.40463700e-18+4.23500579e-01j]
 [-1.40463700e-18-4.23500579e-01j  2.34204478e-01+6.17150372e-18j]]",(0.33965808114421087+0.3279318026715498j)
[3.14159265 6.28318531],2.2411346435546875,"[[3.74939946e-33-9.62017444e-66j 3.00807789e-49+6.12323400e-17j]
 [3.00807789e-49-6.12323400e-17j 1.00000000e+00+0.00000000e+00j]]",(0.13767891160715365+1.4058597692412273e-64j)
[1.52334675 4.68750537],2.197277784347534,"[[5.23715885e-01-1.14734782e-17j 8.90978896e-18+4.99437240e-01j]
 [8.90978896e-18-4.99437240e-01j 4.76284115e-01+3.73638995e-18j]]",(0.1497876286345883+0.5118637575621657j)
[1.58737531 1.57681771],2.2007575035095215,"[[4.91710890e-01+9.74499925e-18j 2.85339453e-17+4.99931286e-01j]
 [2.85339453e-17-4.99931286e-01j 5.08289110e-01-6.92247965e-18j]]",(0.09023652827493724-0.5029415497383957j)
[3.14159265 3.16390068],2.062089681625366,"[[3.74939946e-33-1.08528142e-51j 4.63336493e-35+6.12323400e-17j]
 [4.63336493e-35-6.12323400e-17j 1.00000000e+00+6.21649366e-19j]]",(0.09810353024652464+4.395724825720522e-19j)
[3.14159265 0.        ],2.5261025428771973,"[[3.74939946e-33+0.000000e+00j 0.00000000e+00+6.123234e-17j]
 [0.00000000e+00-6.123234e-17j 1.00000000e+00+0.000000e+00j]]",(0.404999846539029+0j)
[3.14159265 1.63988799],2.3169007301330566,"[[ 3.74939946e-33-6.43480042e-50j -5.43789035e-34+6.12323400e-17j]
 [-5.43789035e-34-6.12323400e-17j  1.00000000e+00+4.42636135e-18j]]",(0.35736451153596405+3.1299101246541454e-18j)
[3.14159265 4.59771041],2.1968884468078613,"[[3.74939946e-33-4.46741504e-50j 2.11418654e-33+6.12323400e-17j]
 [2.11418654e-33-6.12323400e-17j 1.00000000e+00+1.03160882e-17j]]",(0.3741908237570531+7.294575919156623e-18j)
