Nelder-Mead,time
[1.18472583 1.57084073],0.027690410614013672
[3.14159265 1.22780779],0.029327392578125
[1.58815917 1.57082475],0.021662473678588867
[3.14159265 1.22780779],0.02779078483581543
[1.54863108 1.57074338],0.0195925235748291
[0.         1.96209534],0.023145437240600586
[1.57437327 1.48978935],0.02197718620300293
[1.77398148 1.57078846],0.022061824798583984
[1.92683848 1.57076632],0.030598163604736328
[3.14159265 1.27283226],0.0361325740814209
