Nelder-Mead,time,matrix,degree,Powell,time,matrix,degree,differential_evolution,time,matrix,degree,direct,time,matrix,degree,Density Matrix
[3.14159265 4.75817371],0.07272958755493164,"[[ 3.74939946e-33-7.89846971e-50j -8.56750212e-34+6.12323400e-17j]
 [-8.56750212e-34-6.12323400e-17j  1.00000000e+00+8.24703309e-18j]]",(0.24015679331152973-0.05888662663903653j),[2.65621643 1.84408689],0.12381792068481445,"[[ 5.77502559e-02+1.00904700e-18j -5.11700388e-18+2.33270581e-01j]
 [-5.11700388e-18-2.33270581e-01j  9.42249744e-01+5.41860877e-18j]]",(0.22464225957575984-0.29619164466934106j),[2.65619758 1.84408472],0.5273940563201904,"[[ 5.77546534e-02+1.69293359e-18j -2.25106349e-18+2.33278918e-01j]
 [-2.25106349e-18-2.33278918e-01j  9.42245347e-01-2.58945404e-17j]]",(0.2246421957877049-0.29620006449619j),[2.65621935 1.84409794],0.20784926414489746,"[[ 5.77495739e-02+8.36710674e-19j -2.41219604e-17+2.33269288e-01j]
 [-2.41219604e-17-2.33269288e-01j  9.42250426e-01+2.03324132e-17j]]",(0.22464226947464255-0.2961903388034336j),"  (0, 0)	(0.06213615152460636+0j)
  (0, 1)	(0.22461099349342023-0.06296229406499898j)
  (1, 0)	(0.22461099349342023+0.06296229406499898j)
  (1, 1)	(0.9378638484753937+0j)"
[1.14078842 5.0884667 ],0.032509565353393555,"[[ 7.08438995e-01+2.50892041e-17j -5.66253953e-18+4.54481227e-01j]
 [-5.66253953e-18-4.54481227e-01j  2.91561005e-01+4.76413754e-19j]]",(0.3060724460976368+0.28755849931836636j),[1.14079064 5.08847356],0.05643653869628906,"[[7.08437985e-01+1.07710288e-17j 5.16673533e-18+4.54481690e-01j]
 [5.16673533e-18-4.54481690e-01j 2.91562015e-01-9.11539415e-18j]]",(0.30607244606090095+0.2875589624643687j),[1.14081253 5.0884696 ],0.41001081466674805,"[[ 7.08428039e-01+2.65525305e-17j -1.16353026e-17+4.54486251e-01j]
 [-1.16353026e-17-4.54486251e-01j  2.91571961e-01+2.02396664e-18j]]",(0.30607244588816407+0.2875635240073405j),[1.14080849 5.08847316],0.6925942897796631,"[[ 7.08429874e-01-2.96715729e-18j -2.81360998e-17+4.54485410e-01j]
 [-2.81360998e-17-4.54485410e-01j  2.91570126e-01+1.32169368e-17j]]",(0.3060724458942014+0.28756268265872387j),"  (0, 0)	(0.7084280081546009+0j)
  (0, 1)	(-0.3060724458881624+0.16692272720049267j)
  (1, 0)	(-0.3060724458881624-0.16692272720049267j)
  (1, 1)	(0.29157199184539917+0j)"
[0.         4.85487116],0.03158116340637207,"[[1.-3.8787229e-18j 0.+0.0000000e+00j]
 [0.+0.0000000e+00j 0.+0.0000000e+00j]]",(0.2555871665889937-2.7426712682287577e-18j),[6.98545965e-14 4.71239275e+00],0.11692500114440918,"[[ 1.00000000e+00+1.28575733e-17j -1.38389228e-30+3.49272983e-14j]
 [-1.38389228e-30-3.49272983e-14j  1.21991616e-27-4.26411209e-44j]]",(0.2555871665889937+9.091677290042284e-18j),[8.61569763e-06 2.72308742e+00],0.26299452781677246,"[[1.00000000e+00-3.06326268e-18j 1.26529803e-22+4.30784882e-06j]
 [1.26529803e-22-4.30784882e-06j 1.85575614e-11+5.60108989e-29j]]",(0.2555871665264454-2.166053813130051e-18j),[2.66015737e-05 3.14159265e+00],0.6998510360717773,"[[ 1.00000000e+00-3.81299070e-33j -4.41854985e-38+1.33007869e-05j]
 [-4.41854985e-38-1.33007869e-05j  1.76910931e-10-1.11260694e-43j]]",(0.25558716599271664-2.696191583416986e-33j),"  (0, 0)	(0.8192725813206667+0j)
  (1, 1)	(0.18072741867933323+0j)"
[0.        5.2914955],0.03253054618835449,"[[1.+2.08045355e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.05240404758370739+1.4711028155527514e-17j),[7.57801980e-14 4.71239287e+00],0.10635995864868164,"[[ 1.00000000e+00-2.70287815e-17j -1.40077226e-31+3.78900990e-14j]
 [-1.40077226e-31-3.78900990e-14j  1.43565960e-27+7.81367971e-45j]]",(0.052404047583707467-1.9112234661891697e-17j),[9.23932944e-06 1.68280894e+00],0.3076326847076416,"[[ 1.00000000e+00-1.62455225e-17j -2.17949795e-22+4.61966472e-06j]
 [-2.17949795e-22-4.61966472e-06j  2.13413021e-11-6.39088927e-28j]]",(0.05240404734990359-1.1487319175655094e-17j),[2.95573041e-06 3.14159265e+00],0.7204723358154297,"[[ 1.00000000e+00+1.63147708e-33j -9.53850329e-40+1.47786521e-06j]
 [-9.53850329e-40-1.47786521e-06j  2.18408557e-12-9.96685852e-45j]]",(0.05240404755977984+1.1536285068790698e-33j),"  (0, 0)	(0.962944742591938+0j)
  (1, 1)	(0.03705525740806208+0j)"
[2.47704733 3.51273945],0.08725452423095703,"[[1.06401368e-01-1.97635195e-20j 3.46222299e-19+3.08350640e-01j]
 [3.46222299e-19-3.08350640e-01j 8.93598632e-01-8.99849627e-18j]]",(0.1119582932778166+0.5949692907456443j),[2.47707006 3.51268721],0.13271427154541016,"[[ 1.06394357e-01-4.62000314e-19j -3.23976538e-18+3.08341690e-01j]
 [-3.23976538e-18-3.08341690e-01j  8.93605643e-01+6.60973072e-18j]]",(0.11195838845039832+0.5949598464511988j),[2.47674488 3.51254156],0.3800618648529053,"[[1.06494647e-01+2.45249995e-19j 4.39325654e-18+3.08469669e-01j]
 [4.39325654e-18-3.08469669e-01j 8.93505353e-01+7.88161334e-18j]]",(0.11195703047522747+0.5950948853914577j),[2.47706465 3.51270234],0.3278346061706543,"[[ 1.06396026e-01-5.05699958e-19j -1.94077111e-18+3.08343820e-01j]
 [-1.94077111e-18-3.08343820e-01j  8.93603974e-01-6.93014520e-18j]]",(0.11195836579786189+0.5949620940690138j),"  (0, 0)	(0.12768003943415757+0j)
  (0, 1)	(-0.11182023050305663-0.2873532504507036j)
  (1, 0)	(-0.11182023050305663+0.2873532504507036j)
  (1, 1)	(0.8723199605658425+0j)"
[1.43140503 2.89532542],0.0440821647644043,"[[5.69470172e-01-1.25301068e-18j 5.96848845e-18+4.95150376e-01j]
 [5.96848845e-18-4.95150376e-01j 4.30529828e-01-1.82314475e-18j]]",(0.12068416812509743-0.7078626173674887j),[1.43141889 2.89538936],0.03780412673950195,"[[ 5.69463306e-01-5.45462877e-19j -5.16960149e-18+4.95151340e-01j]
 [-5.16960149e-18-4.95151340e-01j  4.30536694e-01-3.69361271e-19j]]",(0.12068416810588059-0.7078635808138454j),[1.43142403 2.8953809 ],0.30124878883361816,"[[5.69460765e-01+2.13013810e-18j 9.81376090e-18+4.95151696e-01j]
 [9.81376090e-18-4.95151696e-01j 4.30539235e-01+2.16066565e-18j]]",(0.12068416810436408-0.7078639373281851j),[1.43142181 2.89538031],0.732306957244873,"[[5.69461860e-01+4.86185353e-18j 7.77537513e-19+4.95151543e-01j]
 [7.77537513e-19-4.95151543e-01j 4.30538140e-01+1.14741595e-18j]]",(0.12068416810464676-0.7078637837270387j),"  (0, 0)	(0.569460760480543+0j)
  (0, 1)	(0.1206841681043641-0.21271224120024185j)
  (1, 0)	(0.1206841681043641+0.21271224120024185j)
  (1, 1)	(0.43053923951945705+0j)"
[0.        5.2914955],0.08709549903869629,"[[1.+2.08045355e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.0675089501085689+1.4711028155527514e-17j),[6.77646344e-14 4.71239287e+00],0.13878440856933594,"[[ 1.00000000e+00+3.26732509e-18j -5.02553257e-32+3.38823172e-14j]
 [-5.02553257e-32-3.38823172e-14j  1.14801142e-27+3.01533216e-44j]]",(0.067508950108569+2.3103477282768612e-18j),[7.42161501e-06 6.26385198e+00],0.31540703773498535,"[[1.00000000e+00-4.22162041e-19j 1.24554445e-24+3.71080751e-06j]
 [1.24554445e-24-3.71080751e-06j 1.37700924e-11+9.75748410e-30j]]",(0.0675089499871079-2.985136420634051e-19j),[8.86719124e-06 3.14159265e+00],0.7932562828063965,"[[1.00000000e+00+1.08698824e-33j 2.81425972e-38+4.43359562e-06j]
 [2.81425972e-38-4.43359562e-06j 1.96567701e-11-7.87798191e-44j]]",(0.06750894993518373+7.686167597875814e-34j),"  (0, 0)	(0.9522639635874466+0j)
  (1, 1)	(0.047736036412553466+0j)"
[0.66360466 2.44251249],0.052620887756347656,"[[8.93888512e-01-1.12366983e-17j 1.57507702e-17+3.07980259e-01j]
 [1.57507702e-17-3.07980259e-01j 1.06111488e-01+2.04249535e-18j]]",(0.19842748712520422-0.5429953199846335j),[0.6635553 2.4425685],0.20240354537963867,"[[ 8.93903716e-01+7.02590840e-18j -1.19113329e-17+3.07960814e-01j]
 [-1.19113329e-17-3.07960814e-01j  1.06096284e-01+2.96749787e-18j]]",(0.19842788468499808-0.54297481292528j),[0.66373415 2.44276074],0.2771785259246826,"[[8.93848628e-01+3.21778689e-18j 5.51538574e-18+3.08031262e-01j]
 [5.51538574e-18-3.08031262e-01j 1.06151372e-01-5.62455106e-20j]]",(0.198426445720221-0.543049105152113j),[0.66356246 2.44257423],0.27666497230529785,"[[8.93901508e-01-1.79021856e-17j 2.21566079e-17+3.07963637e-01j]
 [2.21566079e-17-3.07963637e-01j 1.06098492e-01+1.70996042e-18j]]",(0.19842782694808897-0.5429777902534888j),"  (0, 0)	(0.872798499994248+0j)
  (0, 1)	(0.19816385631018046-0.23573744473588326j)
  (1, 0)	(0.19816385631018046+0.23573744473588326j)
  (1, 1)	(0.1272015000057522+0j)"
[0.94355874 4.90735618],0.030058622360229492,"[[7.93455204e-01-2.64880823e-17j 1.31585164e-17+4.04825942e-01j]
 [1.31585164e-17-4.04825942e-01j 2.06544796e-01+6.41103715e-18j]]",(0.33923064812380166-0.32640903318301456j),[0.893883   1.36821843],0.08060789108276367,"[[8.13194960e-01-8.68581973e-18j 1.68316735e-17+3.89754945e-01j]
 [1.68316735e-17-3.89754945e-01j 1.86805040e-01+2.58292831e-18j]]",(0.33985582576352225-0.3107653181927321j),[0.94360639 1.37585999],0.4130220413208008,"[[ 7.93435912e-01+4.39318579e-18j -1.08212996e-17+4.04839926e-01j]
 [-1.08212996e-17-4.04839926e-01j  2.06564088e-01-4.93003352e-18j]]",(0.33923064755388904-0.3264230176627349j),[0.94360413 1.37586295],0.8079757690429688,"[[7.93436830e-01+7.59559633e-18j 1.03917934e-17+4.04839261e-01j]
 [1.03917934e-17-4.04839261e-01j 2.06563170e-01+5.95361073e-18j]]",(0.3392306475551877-0.32642235275015197j),"  (0, 0)	(0.7934359085649635+0j)
  (0, 1)	(0.3392306475538891+0.07841690796276864j)
  (1, 0)	(0.3392306475538891-0.07841690796276864j)
  (1, 1)	(0.20656409143503654+0j)"
[3.14159265 4.45932616],0.03376364707946777,"[[3.74939946e-33-9.44144560e-50j 3.72841236e-34+6.12323400e-17j]
 [3.72841236e-34-6.12323400e-17j 1.00000000e+00+2.13729605e-17j]]",(0.43455056269331044+1.5112965303307068e-17j),[1.96649471 4.71239166],0.05074334144592285,"[[ 3.07273650e-01+1.19098282e-17j -2.71732399e-17+4.61363798e-01j]
 [-2.71732399e-17-4.61363798e-01j  6.92726350e-01-2.36811254e-18j]]",(2.825038491261535e-17-0.46136379782782055j),[3.14159265 5.28916228],0.26591968536376953,"[[3.74939946e-33-4.25226721e-50j 4.14985519e-33+6.12323400e-17j]
 [4.14985519e-33-6.12323400e-17j 1.00000000e+00+1.21621606e-17j]]",(0.43455056269331055+8.599946206105002e-18j),[3.14156605 3.14159265],0.7747082710266113,"[[1.76910931e-10-6.30044713e-43j 7.81070160e-38+1.33007869e-05j]
 [7.81070160e-38-1.33007869e-05j 1.00000000e+00+3.81299070e-33j]]",(0.43455056223956445+2.696191581644557e-33j),"  (0, 0)	(0.30727364964886983+0j)
  (1, 1)	(0.6927263503511302+0j)"
