differential_evolution,time,matrix,degree
[3.14158953 2.68439505],0.24390053749084473,"[[ 2.43846312e-12+3.62506038e-29j -1.39903169e-23+1.56155791e-06j]
 [-1.39903169e-23-1.56155791e-06j  1.00000000e+00+1.20128468e-17j]]",(0.7066499452052698+8.494365408934462e-18j)
[1.48356145 3.17784706],0.28253746032714844,"[[5.43562140e-01-7.90512968e-19j 1.34785298e-19+4.98098725e-01j]
 [1.34785298e-19-4.98098725e-01j 4.56437860e-01+2.06317973e-19j]]",(0.018054301893904338+0.6966959611110431j)
[2.73974753 1.81224896],0.4249613285064697,"[[ 3.98295490e-02+4.02291340e-19j -1.36419374e-17+1.95558575e-01j]
 [-1.36419374e-17-1.95558575e-01j  9.60170451e-01+1.90165310e-17j]]",(0.18989258793686453-0.2423100592437232j)
[1.52715445 3.12252297],0.30656003952026367,"[[ 5.21814014e-01+1.29298287e-19j -6.87439291e-20+4.99523922e-01j]
 [-6.87439291e-20-4.99523922e-01j  4.78185986e-01-1.99860100e-19j]]",(0.009525123111777506-0.6436474233441699j)
[3.14159265 1.54597469],0.243760347366333,"[[ 3.74939946e-33+5.73509733e-50j -3.91374869e-33+6.12323400e-17j]
 [-3.91374869e-33-6.12323400e-17j  1.00000000e+00-1.61915978e-17j]]",(0.1877534462120274-1.144918857445439e-17j)
[3.14159123 1.81605228],0.3747138977050781,"[[5.04655020e-13+2.29386431e-29j 2.24299849e-23+7.10390751e-07j]
 [2.24299849e-23-7.10390751e-07j 1.00000000e+00-9.10316170e-18j]]",(0.0618100733555632-6.436907371738069e-18j)
[0.         3.50341559],0.20957612991333008,"[[1.+9.77349489e-19j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.39229688870603197+6.91090451218562e-19j)
[0.         1.65645326],0.2320847511291504,"[[1.+2.30766848e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.34876376093424477+1.6317680335115993e-17j)
[3.14159265 4.51658497],0.17492318153381348,"[[3.74939946e-33-1.84574045e-50j 1.67108279e-33+6.12323400e-17j]
 [1.67108279e-33-6.12323400e-17j 1.00000000e+00-3.25882917e-18j]]",(0.5384248657155181-2.3043402043460873e-18j)
[4.48346645e-06 4.32412179e+00],0.24798846244812012,"[[1.00000000e+00+2.77183435e-17j 1.47070029e-22+2.24173323e-06j]
 [1.47070029e-22-2.24173323e-06j 5.02536786e-12+7.01564845e-29j]]",(0.1341822513703965+1.959982867367216e-17j)
