Nelder-Mead,time
[3.14159265 5.92946423],0.025473833084106445
[3.14159265 5.92946423],0.02517533302307129
[3.14159265 5.92946423],0.02392292022705078
[3.14159265 6.28318531],0.02677440643310547
[3.14159265 5.92946423],0.024472951889038086
[1.83633505 3.343433  ],0.0832052230834961
[3.14159265 5.92946423],0.025093793869018555
[3.14159265 5.92946423],0.022228479385375977
[3.02297271 6.28318531],0.018588542938232422
[3.14159265 6.28318531],0.025699853897094727
