Nelder-Mead,time,Powell,time,COBYLA,time,Density Matrix,0,1
[1.90315588 3.14158146],0.03431987762451172,[1.90314263 4.71238898],0.05462169647216797,[3.14172822 2.97784574],0.014193296432495117,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.33687358 0.        ]
 [0.         0.66312642]]",[1.90313312 4.7135378 ],0.9463678771458178
[1.68736962 3.61356419],0.03209042549133301,[1.68735673 4.7535481 ],0.027894020080566406,[1.68732416 5.04189991],0.013221979141235352,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.44184376+0.j         -0.22577489+0.02043625j]
 [-0.22577489-0.02043625j  0.55815624+0.j        ]]",[1.68737409 4.7528334 ],0.541565457218075
[1.72617044 3.41425771],0.028261661529541016,[1.72615337 6.01052196],0.03376173973083496,[1.72626965 3.41438662],0.015034914016723633,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.42263268+0.j         -0.13302228+0.21840557j]
 [-0.13302228-0.21840557j  0.57736732+0.j        ]]",[1.72498016 6.01029976],0.5161928366893735
[1.6237255  3.14157657],0.029326915740966797,[1.62372926 4.71239289],0.0272369384765625,[1.62362622 3.14157641],0.013971328735351562,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.47354671 0.        ]
 [0.         0.52645329]]",[1.62221521 4.71360442],1.0014017778229196
[1.14882954 1.01407181],0.04034018516540527,[1.14888243 0.58174866],0.191758394241333,[-1.14875815  3.90002061],0.013988018035888672,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.70475381+0.j         0.25063027+0.24101874j]
 [0.25063027-0.24101874j 0.29524619+0.j        ]]",[1.14782296 0.58260487],0.2808240327452992
[1.48220665 2.72772247],0.029499530792236328,[1.48224827 1.54276308],0.02990412712097168,[1.4821417 2.7276931],0.017116546630859375,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.54421646+0.j        0.20027865+0.0139548j]
 [0.20027865-0.0139548j 0.45578354+0.j       ]]",[1.48367517 1.54134884],0.5980620514973232
[1.20477681 1.77699135],0.03529644012451172,[1.20473767 1.77699257],0.03336524963378906,[1.20464626 2.28195815],0.01566290855407715,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.67895855+0.j         0.32522191-0.09558732j]
 [0.32522191+0.09558732j 0.32104145+0.j        ]]",[1.20331495 1.77728511],0.2644769554978686
[0.59196928 1.46343023],0.04026222229003906,[0.59186382 1.46343966],0.10877108573913574,[-0.59335448  4.60536126],0.01701521873474121,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.9036046 +0.j         0.27734064+0.02989013j]
 [0.27734064-0.02989013j 0.0963954 +0.j        ]]",[0.59259855 1.46355898],0.02291263749673083
[1.12997437 3.14156563],0.03152966499328613,[2.00651646e-09 4.71239283e+00],0.09970951080322266,[6.33323084e-05 2.96657158e+00],0.013980627059936523,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.71329675 0.        ]
 [0.         0.28670325]]",[3.81536885e-06 4.71360442e+00],0.5734103205040657
[1.40333602 3.14157746],0.025769948959350586,[1.4032931  4.71239289],0.028044700622558594,[-1.31794116e-04  3.07733213e+00],0.01248621940612793,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.58335834 0.        ]
 [0.         0.41664166]]",[1.40329751 4.71360442],0.987202566031383
