Nelder-Mead,fun,time
[3.14159265 6.27075967],1.090195871771103,0.034328460693359375
[3.14159265 6.27075967],0.18674762271819811,0.05400252342224121
[3.14159265 6.27075967],0.5697184705148791,0.07733988761901855
[3.14159265 6.27075967],1.0626210200854815,0.0758359432220459
[3.14159265 6.27075967],0.7124001044052046,0.06276297569274902
[3.14159265 6.27075967],0.013029697538381247,0.09474968910217285
[3.14159265 6.27075967],0.6457931725970413,0.027156591415405273
[3.14159265 6.27075967],1.9947560995199674,0.04307126998901367
[3.14159265 6.27904343],0.0228858171656532,0.051900625228881836
[3.14159265 6.25005028],1.1466138005309703,0.02188396453857422
