Nelder-Mead,time
[3.14159265 4.93250359],0.028716087341308594
[2.80069088 3.0559888 ],0.0410618782043457
[0.7433691  4.93396457],0.062264204025268555
[1.87052493 4.53323813],0.10802173614501953
[3.14159265 5.00110587],0.025448322296142578
[3.14159265 5.81747294],0.027238130569458008
[1.31111411 5.23036565],0.045185089111328125
[1.28135036 6.1798131 ],0.0795893669128418
[3.14159265 6.2565275 ],0.029642343521118164
[2.90241349 6.28318531],0.023010730743408203
