Nelder-Mead,time,matrix,degree
[1.34663839 5.81550872],0.20308375358581543,"[[ 6.11142722e-01-1.07024773e-17j -1.48768891e-18+4.87490816e-01j]
 [-1.48768891e-18-4.87490816e-01j  3.88857278e-01+1.57554929e-18j]]",(0.4518319443861419-8.602685387610636e-34j)
[3.14159265 5.7471488 ],0.18868112564086914,"[[3.74939946e-33+9.19449575e-52j 1.46724569e-33+6.12323400e-17j]
 [1.46724569e-33-6.12323400e-17j 1.00000000e+00-2.14196760e-17j]]",(1.8438093142872938-2.661337711592684e-17j)
[0.93041389 4.22405093],0.17818999290466309,"[[7.98751075e-01-2.47490963e-17j 1.17684977e-17+4.00933654e-01j]
 [1.17684977e-17-4.00933654e-01j 2.01248925e-01-5.24592091e-18j]]",(1.37452259193097-2.4947669855490722e-33j)
[0.77417685 5.91611066],0.1954793930053711,"[[8.57498382e-01-1.13437603e-17j 7.00415418e-18+3.49563881e-01j]
 [7.00415418e-18-3.49563881e-01j 1.42501618e-01+1.00015001e-18j]]",(0.2551936880904281+5.4578799976966985e-17j)
[2.77512866 6.28318531],0.19378185272216797,"[[3.31999054e-02-1.00146103e-34j 2.39360465e-33+1.79158231e-01j]
 [2.39360465e-33-1.79158231e-01j 9.66800095e-01-7.39734648e-33j]]",(1.6602651320858102+2.439057998181592e-17j)
[3.14159265 6.28318531],0.23290252685546875,"[[3.74939946e-33-9.62017444e-66j 3.00807789e-49+6.12323400e-17j]
 [3.00807789e-49-6.12323400e-17j 1.00000000e+00+0.00000000e+00j]]",(1.1281264772101813-4.771740769924837e-18j)
[3.14159265 5.7471488 ],0.1924879550933838,"[[3.74939946e-33+9.19449575e-52j 1.46724569e-33+6.12323400e-17j]
 [1.46724569e-33-6.12323400e-17j 1.00000000e+00-2.14196760e-17j]]",(1.31357469562077-1.7166680668027096e-17j)
[2.12892668 5.54203466],0.1839277744293213,"[[ 2.35199401e-01-5.49071948e-18j -6.22820078e-18+4.24123381e-01j]
 [-6.22820078e-18-4.24123381e-01j  7.64800599e-01-1.16127809e-18j]]",(0.6143881189897562+1.273360754178009e-33j)
[3.04671092 6.28318531],0.1940467357635498,"[[ 2.24894767e-03+2.34817588e-35j -2.21206616e-34+4.73697151e-02j]
 [-2.21206616e-34-4.73697151e-02j  9.97751052e-01+9.63667651e-33j]]",(1.5683951875712305-1.0319678982678733e-17j)
[2.49639678 6.15249965],0.2456960678100586,"[[1.00509005e-01-3.89051002e-19j 1.85162324e-19+3.00677477e-01j]
 [1.85162324e-19-3.00677477e-01j 8.99490995e-01-2.01297854e-18j]]",(0.07853255490139968+5.49396014432177e-17j)
