Nelder-Mead,time,Powell,time,COBYLA,time,Density Matrix,0,1
[1.43263015 3.41918528],0.04093480110168457,[1.43262157 3.41915281],0.032946109771728516,[1.43263315 3.41920356],0.06439542770385742,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.56886282+0.j         -0.13569285-0.20240082j]
 [-0.13569285+0.20240082j  0.43113718+0.j        ]]",[1.43262157 3.41915281],0.5477816139373312
[0.         5.19229111],0.029462575912475586,[4.25259113e-10 4.71239262e+00],0.07487320899963379,[0.         2.45519661],0.007491111755371094,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.87817379 0.        ]
 [0.         0.12182621]]",[4.25259113e-10 4.71239262e+00],0.24365241363422424
[1.96619933 3.14160753],0.04050707817077637,[1.96621124 1.57079242],0.03187894821166992,[3.14159265 3.65318821],0.006020069122314453,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.30741084 0.        ]
 [0.         0.69258916]]",[1.96621124 1.57079242],0.9228532229460495
[3.14159265 2.41981775],0.03648972511291504,[3.14153736 4.71239284],0.0319063663482666,[3.14159265 3.65318816],0.005983591079711914,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.22006208 0.        ]
 [0.         0.77993792]]",[3.14153736 4.71239284],0.4401794609538343
[1.78273721 2.90728017],0.03586769104003906,[1.78274656 2.90722811],0.031949758529663086,[1.78272915 2.90725389],0.04348421096801758,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.39481561+0.j         0.11350291-0.26490369j]
 [0.11350291+0.26490369j 0.60518439+0.j        ]]",[1.78274656 2.90722811],0.42111339114518176
[1.38325073 2.79636791],0.028922557830810547,[1.38326265 2.79643105],0.03350543975830078,[1.38325    2.79644762],0.06283903121948242,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.59322371+0.j         0.16620046-0.21959007j]
 [0.16620046+0.21959007j 0.40677629+0.j        ]]",[1.38326265 2.79643105],0.485368384300962
[2.23048631 4.82945527],0.0498659610748291,[2.23034913 4.82944024],0.22162652015686035,[3.14159265 3.65318819],0.005948543548583984,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.19361836+0.j         -0.34133976+0.04614529j]
 [-0.34133976-0.04614529j  0.80638164+0.j        ]]",[2.23034913 4.82944024],0.10217950449912139
[0.61337957 5.26880201],0.0913705825805664,[0.61214337 5.26989916],0.09230732917785645,[0.         2.45519658],0.003992319107055664,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.89521539+0.j         -0.24437303+0.15200923j]
 [-0.24437303-0.15200923j  0.10478461+0.j        ]]",[0.61214337 5.26989916],0.029123050699396857
[1.73549112 2.86971102],0.032907962799072266,[1.73546793 2.86979066],0.035494089126586914,[1.73545474 2.86979331],0.03490591049194336,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.41804248+0.j         0.13241535-0.22580882j]
 [0.13241535+0.22580882j 0.58195752+0.j        ]]",[1.73546793 2.86979066],0.4986585021611519
[0.         5.19229111],0.02855205535888672,[0.69504644 4.71240668],0.04089045524597168,[0.        2.4551966],0.0029883384704589844,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.77955738 0.        ]
 [0.         0.22044262]]",[0.69504644 4.71240668],0.849341651364412
