dual_annealing,time,matrix,degree
[2.00221474 2.58442565],0.7528104782104492,"[[2.90920165e-01+1.17375941e-18j 3.61721799e-19+4.54186771e-01j]
 [3.61721799e-19-4.54186771e-01j 7.09079835e-01-2.10230366e-18j]]",(0.24016564642854335-0.7071120705010658j)
[1.91330637 3.27571188],0.7291567325592041,"[[ 3.32073804e-01-6.13961743e-19j -1.99980447e-18+4.70957315e-01j]
 [-1.99980447e-18-4.70957315e-01j  6.67926196e-01-6.04964856e-19j]]",(0.06297458109240432+0.7989232550706172j)
[3.14156605 3.14159265],0.6943528652191162,"[[1.76910931e-10-6.30044713e-43j 7.81070160e-38+1.33007869e-05j]
 [7.81070160e-38-1.33007869e-05j 1.00000000e+00+3.81299070e-33j]]",(0.4769387341734259+2.6961915812175627e-33j)
[1.61843088 6.269051  ],0.6926217079162598,"[[4.76191730e-01-4.97780136e-20j 2.56863678e-19+4.99432845e-01j]
 [2.56863678e-19-4.99432845e-01j 5.23808270e-01-2.00982240e-19j]]",(0.007051740860459439+0.34902430599039136j)
[1.45737904 4.88722339],0.736971378326416,"[[ 5.56587143e-01-2.44668279e-17j -3.33984992e-17+4.96787576e-01j]
 [-3.33984992e-17-4.96787576e-01j  4.43412857e-01+2.37650470e-18j]]",(0.20667819305501622+0.4103756283052938j)
[1.95527774 5.98846943],0.6861832141876221,"[[ 3.12460770e-01+9.81125407e-20j -4.72929943e-18+4.63496534e-01j]
 [-4.72929943e-18-4.63496534e-01j  6.87539230e-01+2.23067047e-18j]]",(0.13462966116767688+0.14873928446475737j)
[3.14151285 3.14159265],0.6777117252349854,"[[ 1.59219838e-09-4.91702631e-42j -1.48546158e-37+3.99023605e-05j]
 [-1.48546158e-37-3.99023605e-05j  9.99999998e-01-2.69543420e-33j]]",(0.6661532958473585-1.9059598068836702e-33j)
[3.14156605 3.14159265],0.6843295097351074,"[[1.76910931e-10-6.30044713e-43j 7.81070160e-38+1.33007869e-05j]
 [7.81070160e-38-1.33007869e-05j 1.00000000e+00+3.81299070e-33j]]",(0.2999025988801803+2.6961915841065885e-33j)
[3.1415897  3.14159265],0.6888611316680908,"[[ 2.18408557e-12-8.22112299e-45j -3.90536811e-39+1.47786521e-06j]
 [-3.90536811e-39-1.47786521e-06j  1.00000000e+00-1.63147708e-33j]]",(0.05901450470069334-1.153628506893891e-33j)
[1.3797852  3.09386352],0.734076976776123,"[[5.94925862e-01-1.33455396e-19j 5.00866112e-20+4.90906387e-01j]
 [5.00866112e-20-4.90906387e-01j 4.05074138e-01-5.40820067e-19j]]",(0.023421983007970517-0.7672312169563753j)
