Nelder-Mead,time,Powell,time,COBYLA,time,Density Matrix,0,1
[0.67886161 2.61477889],0.035996437072753906,[0.75244661 2.66142958],0.036856889724731445,[0.72848898 2.64738181],0.01777172088623047,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.86499555+0.j         0.15784294-0.27136259j]
 [0.15784294+0.27136259j 0.13500445+0.j        ]]",[0.75234713 2.66138292],0.06343624314925705
[1.69783106 1.59790741],0.028751373291015625,[1.69782349 4.68522954],0.029776811599731445,[1.69791321 4.68515935],0.01372981071472168,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.43665441+0.j         -0.23481645-0.01347201j]
 [-0.23481645+0.01347201j  0.56334559+0.j        ]]",[3.63134255 1.51348663],0.755759367901594
[0.         2.50929153],0.030891895294189453,[0.67215215 4.71238723],0.03737902641296387,[-1.11527104e-04  2.88590242e+00],0.013628005981445312,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.8178042 0.       ]
 [0.        0.1821958]]",[5.08565734e-15 3.14159208e+00],0.3643915943968352
[3.14159265 1.44856463],0.0328679084777832,[3.14155071 4.71239284],0.03282022476196289,[3.14168748 3.30989017],0.01042795181274414,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.19251823 0.        ]
 [0.         0.80748177]]",[3.14159265 3.1415903 ],0.3850364576500681
[1.3354414 1.0973471],0.04038095474243164,[1.33547843 0.42537368],0.03768801689147949,[0.64684233 0.74402624],0.011677742004394531,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.61657408+0.j         0.20062639+0.22168469j]
 [0.20062639-0.22168469j 0.38342592+0.j        ]]",[1.33548251 1.09737456],0.4642329344056998
[0.32502301 3.24310278],0.03821563720703125,[0.32505103 3.24312536],0.11039543151855469,[0.32573452 3.26420936],0.018059492111206055,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.97305587+0.j         -0.01618337-0.15884036j]
 [-0.01618337+0.15884036j  0.02694413+0.j        ]]",[-0.32501742  0.10153414],0.0015334309815689257
[1.77606507 1.57079573],0.03685593605041504,[1.77602672 4.71239284],0.03167366981506348,[3.14149381 4.56172649],0.011717796325683594,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.39810715 0.        ]
 [0.         0.60189285]]",[3.14159265 3.14159274],0.7962142927656147
[1.28653206 1.57081302],0.027232885360717773,[1.28657866 4.71239284],0.03260922431945801,[1.15140473e-04 4.66876721e+00],0.013531208038330078,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.64019386 0.        ]
 [0.         0.35980614]]",[1.69805340e-12 3.14159276e+00],0.7196122810704819
[0.         2.50929153],0.029092788696289062,[7.16441295e-11 4.71239490e+00],0.07709670066833496,[-1.34674630e-04  3.35981763e+00],0.012607812881469727,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.99371605 0.        ]
 [0.         0.00628395]]",[-5.61051694e-15  3.14159241e+00],0.012567898543579373
[1.45171295 1.5707859 ],0.04575991630554199,[1.4516955  1.57079242],0.028630495071411133,[1.451763   3.14145626],0.015472412109375,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.55940881 0.        ]
 [0.         0.44059119]]",[1.11383517e-10 3.14159280e+00],0.8811823837837215
