dual_annealing,time,matrix,degree
[3.14159265 3.07029596],1.9192919731140137,"[[-3.73987398e-33-2.67093385e-34j -4.36196601e-18+6.10767772e-17j]
 [-4.36196601e-18+6.10767772e-17j  9.97459467e-01+7.12363109e-02j]]",(0.2770117875082057+0.05085421121776842j)
[0.         1.50766068],2.2240641117095947,"[[0.06309371-0.99800761j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j        ]]",(0.9361023634307178+0.9980074347229232j)
[3.14159265 5.06887734],2.25752329826355,"[[ 1.30848616e-33+3.51366764e-33j  5.73825472e-17-2.13692007e-17j]
 [ 5.73825472e-17-2.13692007e-17j -3.48985531e-01-9.37128112e-01j]]",(1.3182534715250076+0.9369562583222021j)
[3.14159265 3.24013319],2.513953447341919,"[[-3.73121040e-33+3.68870183e-34j  6.02410725e-18+6.09352902e-17j]
 [ 6.02410725e-18+6.09352902e-17j  9.95148809e-01-9.83811374e-02j]]",(0.6498716068653708-0.06959491141877161j)
[2.13641689 3.53478982],2.3431789875030518,"[[-0.21432359+0.08890083j  0.16173566+0.38991499j]
 [ 0.16173566+0.38991499j  0.70936522-0.29424272j]]",(0.3948198131242275+0.5821125444634868j)
[1.58828374 1.57747247],2.2289702892303467,"[[-0.00327968-0.49124579j -0.49991241+0.00333754j]
 [-0.49991241+0.00333754j  0.00339642+0.50873192j]]",(0.8381122133745236-0.02159897180650789j)
[0.         2.29837269],2.200169324874878,"[[-0.66506165-0.74678846j  0.        +0.j        ]
 [ 0.        +0.j          0.        +0.j        ]]",(1.2931555981580125+0.7158281049940085j)
[3.14159265 3.07700682],1.919687032699585,"[[-3.74158218e-33-2.41989767e-34j -3.95199281e-18+6.11046742e-17j]
 [-3.95199281e-18+6.11046742e-17j  9.97915060e-01+6.45409405e-02j]]",(0.12201320994588873+0.04787004470287733j)
[3.14159265 6.09025816],2.3190014362335205,"[[ 3.67983764e-33+7.18881926e-34j  1.17402328e-17-6.00963093e-17j]
 [ 1.17402328e-17-6.00963093e-17j -9.81447211e-01-1.91732552e-01j]]",(1.6136405736073343+0.1851036642574544j)
[0.70533586 3.09998258],1.9989516735076904,"[[-0.87993462-0.03663529j -0.0134838 +0.32386422j]
 [-0.0134838 +0.32386422j  0.11919981+0.00496278j]]",(1.6044860796459546+0.02850866919787733j)
