dual_annealing,time,matrix,degree
[1.91152341 1.37676736],1.9945347309112549,"[[3.32913766e-01-9.87212363e-18j 2.75258468e-17+4.71255971e-01j]
 [2.75258468e-17-4.71255971e-01j 6.67086234e-01+1.03009877e-17j]]",(1.7684027026310114e-17-0.2888020780950462j)
[3.14159265 5.6969034 ],1.8504571914672852,"[[ 3.74939946e-33-7.21311805e-50j -4.52461178e-34+6.12323400e-17j]
 [-4.52461178e-34-6.12323400e-17j  1.00000000e+00+1.70724817e-17j]]",(0.5246637345952401+1.2072067589518862e-17j)
[3.14159265 3.281266  ],1.8452632427215576,"[[3.74939946e-33+6.80554823e-51j 2.57712990e-34+6.12323400e-17j]
 [2.57712990e-34-6.12323400e-17j 1.00000000e+00-6.69779083e-18j]]",(0.6362906048045329-4.736053317640914e-18j)
[0. 0.],1.9228837490081787,"[[1.+0.j 0.+0.j]
 [0.+0.j 0.+0.j]]",(0.09343692314714652+0j)
[3.14159265 1.83019839],1.9098711013793945,"[[ 3.74939946e-33+1.63247804e-50j -8.42638846e-34+6.12323400e-17j]
 [-8.42638846e-34-6.12323400e-17j  1.00000000e+00+2.73470929e-17j]]",(0.01967964682602936+1.9337314855933282e-17j)
[1.00584328 3.58051792],2.458745002746582,"[[ 7.67688081e-01+5.33377798e-18j -1.04322393e-17+4.22306869e-01j]
 [-1.04322393e-17-4.22306869e-01j  2.32311919e-01+2.90086768e-19j]]",(6.090794377886917e-17-0.9947022083636792j)
[1.74098547 0.15223488],2.1857800483703613,"[[ 4.15315618e-01+1.56660473e-18j -9.38225343e-18+4.92776375e-01j]
 [-9.38225343e-18-4.92776375e-01j  5.84684382e-01-1.89505224e-18j]]",(1.9595028871257245e-17+0.32001110662927573j)
[1.65153247 0.02531628],2.2325868606567383,"[[4.59675767e-01+3.37289700e-20j 7.94857587e-19+4.98371304e-01j]
 [7.94857587e-19-4.98371304e-01j 5.40324233e-01+3.87115631e-19j]]",(2.6496748236151817e-17-0.43272473752595253j)
[3.14159265 0.86831313],1.84415864944458,"[[ 3.74939946e-33-5.62225598e-50j -8.58459253e-34+6.12323400e-17j]
 [-8.58459253e-34-6.12323400e-17j  1.00000000e+00+1.93138123e-18j]]",(0.09961381374029404+1.3656927614998901e-18j)
[1.07465892 0.17634723],2.0421791076660156,"[[ 7.38016113e-01-1.93077657e-18j -4.17800323e-18+4.39713918e-01j]
 [-4.17800323e-18-4.39713918e-01j  2.61983887e-01+9.45019599e-19j]]",(5.720228247613359e-17+0.07864303570348777j)
