Powell,time,matrix,degree
[1.69433658 1.72549259],0.040162086486816406,"[[ 4.38386877e-01+1.05599617e-17j -4.48305957e-18+4.96189302e-01j]
 [-4.48305957e-18-4.96189302e-01j  5.61613123e-01-1.79545137e-17j]]",(0.21949313548935084-0.5726528807101426j)
[1.70272673 3.2723791 ],0.0468907356262207,"[[ 4.34225994e-01-1.11599258e-18j -8.38043064e-18+4.95654900e-01j]
 [-8.38043064e-18-4.95654900e-01j  5.65774006e-01-1.56058981e-18j]]",(0.06463709181518364+0.7257554143286141j)
[1.71247025 4.71239285],0.01919412612915039,"[[4.29399769e-01-1.24443333e-17j 3.51569026e-17+4.94990512e-01j]
 [3.51569026e-17-4.94990512e-01j 5.70600231e-01+2.73407802e-17j]]",(3.0309427322756696e-17+0.4949905122662191j)
[4.59938044e-05 4.71239284e+00],0.03681778907775879,"[[9.99999999e-01-2.59220447e-18j 1.94668903e-21+2.29969022e-05j]
 [1.94668903e-21-2.29969022e-05j 5.28857511e-10+1.57151929e-27j]]",(0.016488313475878813-1.8329644279797767e-18j)
[0.89096011 5.30383449],0.061162710189819336,"[[ 8.14332830e-01-1.85567441e-17j -3.29690022e-17+3.88837848e-01j]
 [-3.29690022e-17-3.88837848e-01j  1.85667170e-01-5.90950528e-18j]]",(0.2772529482835533+0.1706068943992213j)
[5.69505694e-05 4.71239284e+00],0.04694247245788574,"[[ 9.99999999e-01+1.74368518e-17j -9.09681038e-22+2.84752847e-05j]
 [-9.09681038e-22-2.84752847e-05j  8.10841839e-10+8.73324602e-27j]]",(0.07676321919791007+1.2329716661217214e-17j)
[1.9231853  3.30805806],0.03179645538330078,"[[ 3.27429519e-01-1.34574010e-18j -4.12877789e-18+4.69275430e-01j]
 [-4.12877789e-18-4.69275430e-01j  6.72570481e-01+2.48120463e-18j]]",(0.07775078930688004+0.7963300690378677j)
[3.14159265 4.71240961],0.07595467567443848,"[[ 1.80327148e-18-8.21060993e-35j -1.66200627e-25+1.34285944e-09j]
 [-1.66200627e-25-1.34285944e-09j  1.00000000e+00-8.31986226e-18j]]",(0.24143044237603406-5.883031024140213e-18j)
[1.21041169 3.55400943],0.03375053405761719,"[[6.76317092e-01+7.85373286e-18j 7.97575564e-18+4.67880629e-01j]
 [7.97575564e-18-4.67880629e-01j 3.23682908e-01-8.84398266e-19j]]",(0.1875453536497456+0.7488915980002571j)
[4.59938044e-05 4.71239284e+00],0.041185617446899414,"[[9.99999999e-01-2.51439957e-17j 8.01743693e-22+2.29969022e-05j]
 [8.01743693e-22-2.29969022e-05j 5.28857511e-10+4.73446909e-27j]]",(0.027059045749508497-1.777949559351134e-17j)
