Nelder-Mead,time
[0.         2.59851169],0.03336477279663086
[0.         2.28120168],0.027765512466430664
[0.73452093 2.70686061],0.04738593101501465
[0.         2.59851169],0.030762434005737305
[0.         2.59851169],0.03082418441772461
[1.19813783 2.96076673],0.04453468322753906
[0.         2.59851169],0.03081798553466797
[0.         2.83006224],0.0285031795501709
[0.         2.59851169],0.028376340866088867
[0.34725692 0.        ],0.040543556213378906
