differential_evolution,time,matrix,degree
[2.65619758 1.84408472],0.5273940563201904,"[[ 5.77546534e-02+1.69293359e-18j -2.25106349e-18+2.33278918e-01j]
 [-2.25106349e-18-2.33278918e-01j  9.42245347e-01-2.58945404e-17j]]",(0.2246421957877049-0.29620006449619j)
[1.14081253 5.0884696 ],0.41001081466674805,"[[ 7.08428039e-01+2.65525305e-17j -1.16353026e-17+4.54486251e-01j]
 [-1.16353026e-17-4.54486251e-01j  2.91571961e-01+2.02396664e-18j]]",(0.30607244588816407+0.2875635240073405j)
[8.61569763e-06 2.72308742e+00],0.26299452781677246,"[[1.00000000e+00-3.06326268e-18j 1.26529803e-22+4.30784882e-06j]
 [1.26529803e-22-4.30784882e-06j 1.85575614e-11+5.60108989e-29j]]",(0.2555871665264454-2.166053813130051e-18j)
[9.23932944e-06 1.68280894e+00],0.3076326847076416,"[[ 1.00000000e+00-1.62455225e-17j -2.17949795e-22+4.61966472e-06j]
 [-2.17949795e-22-4.61966472e-06j  2.13413021e-11-6.39088927e-28j]]",(0.05240404734990359-1.1487319175655094e-17j)
[2.47674488 3.51254156],0.3800618648529053,"[[1.06494647e-01+2.45249995e-19j 4.39325654e-18+3.08469669e-01j]
 [4.39325654e-18-3.08469669e-01j 8.93505353e-01+7.88161334e-18j]]",(0.11195703047522747+0.5950948853914577j)
[1.43142403 2.8953809 ],0.30124878883361816,"[[5.69460765e-01+2.13013810e-18j 9.81376090e-18+4.95151696e-01j]
 [9.81376090e-18-4.95151696e-01j 4.30539235e-01+2.16066565e-18j]]",(0.12068416810436408-0.7078639373281851j)
[7.42161501e-06 6.26385198e+00],0.31540703773498535,"[[1.00000000e+00-4.22162041e-19j 1.24554445e-24+3.71080751e-06j]
 [1.24554445e-24-3.71080751e-06j 1.37700924e-11+9.75748410e-30j]]",(0.0675089499871079-2.985136420634051e-19j)
[0.66373415 2.44276074],0.2771785259246826,"[[8.93848628e-01+3.21778689e-18j 5.51538574e-18+3.08031262e-01j]
 [5.51538574e-18-3.08031262e-01j 1.06151372e-01-5.62455106e-20j]]",(0.198426445720221-0.543049105152113j)
[0.94360639 1.37585999],0.4130220413208008,"[[ 7.93435912e-01+4.39318579e-18j -1.08212996e-17+4.04839926e-01j]
 [-1.08212996e-17-4.04839926e-01j  2.06564088e-01-4.93003352e-18j]]",(0.33923064755388904-0.3264230176627349j)
[3.14159265 5.28916228],0.26591968536376953,"[[3.74939946e-33-4.25226721e-50j 4.14985519e-33+6.12323400e-17j]
 [4.14985519e-33-6.12323400e-17j 1.00000000e+00+1.21621606e-17j]]",(0.43455056269331055+8.599946206105002e-18j)
