Powell,time,matrix,degree
[2.65621643 1.84408689],0.12381792068481445,"[[ 5.77502559e-02+1.00904700e-18j -5.11700388e-18+2.33270581e-01j]
 [-5.11700388e-18-2.33270581e-01j  9.42249744e-01+5.41860877e-18j]]",(0.22464225957575984-0.29619164466934106j)
[1.14079064 5.08847356],0.05643653869628906,"[[7.08437985e-01+1.07710288e-17j 5.16673533e-18+4.54481690e-01j]
 [5.16673533e-18-4.54481690e-01j 2.91562015e-01-9.11539415e-18j]]",(0.30607244606090095+0.2875589624643687j)
[6.98545965e-14 4.71239275e+00],0.11692500114440918,"[[ 1.00000000e+00+1.28575733e-17j -1.38389228e-30+3.49272983e-14j]
 [-1.38389228e-30-3.49272983e-14j  1.21991616e-27-4.26411209e-44j]]",(0.2555871665889937+9.091677290042284e-18j)
[7.57801980e-14 4.71239287e+00],0.10635995864868164,"[[ 1.00000000e+00-2.70287815e-17j -1.40077226e-31+3.78900990e-14j]
 [-1.40077226e-31-3.78900990e-14j  1.43565960e-27+7.81367971e-45j]]",(0.052404047583707467-1.9112234661891697e-17j)
[2.47707006 3.51268721],0.13271427154541016,"[[ 1.06394357e-01-4.62000314e-19j -3.23976538e-18+3.08341690e-01j]
 [-3.23976538e-18-3.08341690e-01j  8.93605643e-01+6.60973072e-18j]]",(0.11195838845039832+0.5949598464511988j)
[1.43141889 2.89538936],0.03780412673950195,"[[ 5.69463306e-01-5.45462877e-19j -5.16960149e-18+4.95151340e-01j]
 [-5.16960149e-18-4.95151340e-01j  4.30536694e-01-3.69361271e-19j]]",(0.12068416810588059-0.7078635808138454j)
[6.77646344e-14 4.71239287e+00],0.13878440856933594,"[[ 1.00000000e+00+3.26732509e-18j -5.02553257e-32+3.38823172e-14j]
 [-5.02553257e-32-3.38823172e-14j  1.14801142e-27+3.01533216e-44j]]",(0.067508950108569+2.3103477282768612e-18j)
[0.6635553 2.4425685],0.20240354537963867,"[[ 8.93903716e-01+7.02590840e-18j -1.19113329e-17+3.07960814e-01j]
 [-1.19113329e-17-3.07960814e-01j  1.06096284e-01+2.96749787e-18j]]",(0.19842788468499808-0.54297481292528j)
[0.893883   1.36821843],0.08060789108276367,"[[8.13194960e-01-8.68581973e-18j 1.68316735e-17+3.89754945e-01j]
 [1.68316735e-17-3.89754945e-01j 1.86805040e-01+2.58292831e-18j]]",(0.33985582576352225-0.3107653181927321j)
[1.96649471 4.71239166],0.05074334144592285,"[[ 3.07273650e-01+1.19098282e-17j -2.71732399e-17+4.61363798e-01j]
 [-2.71732399e-17-4.61363798e-01j  6.92726350e-01-2.36811254e-18j]]",(2.825038491261535e-17-0.46136379782782055j)
